version,tag_method,eval_set,method,n_tags,err_3d_median_mm,err_3d_p95_mm,err_3d_rms_mm,err_horizontal_median_mm,err_vertical_median_mm,range_median_min_mm,range_median_max_mm,range_p95_min_mm,range_p95_max_mm,det,scale,note
v1-old,T1,all8,A_tag_cloud_fit_WRONG_circular,24,148.00159822515315,333.1715961567731,189.55867993506186,50.42396018083612,134.46803584493097,,,,,-1.0,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v1-old,T1,all8,B_centroid_only_WRONG_underdetermined,24,,,,,,308.10481379008274,1625.5694799532328,603.3368197085125,2261.6481245196765,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v1-old,T1,all8,C_anchor_locked_OFFICIAL,24,157.7639454010144,316.4688053772768,192.41118203372426,51.32822207909061,139.82687959228033,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v1-old,T1,noG,A_tag_cloud_fit_WRONG_circular,24,144.83516321663285,381.51653835916034,190.88612634881122,47.65172432601305,125.51192245970259,,,,,-1.0000000000000004,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v1-old,T1,noG,B_centroid_only_WRONG_underdetermined,24,,,,,,280.3207382439805,1609.2644863189928,521.6658375906034,2301.7683858902983,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v1-old,T1,noG,C_anchor_locked_OFFICIAL,24,159.572282272343,382.5293076989335,199.78018221221205,72.74197344934146,139.3217598187607,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v1-old,T2,all8,A_tag_cloud_fit_WRONG_circular,24,147.3165906430133,333.1077695625525,189.35958883613873,51.156037493726814,134.52759534073337,,,,,-0.9999999999999978,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v1-old,T2,all8,B_centroid_only_WRONG_underdetermined,24,,,,,,307.9262983646449,1625.78156456916,602.603496586338,2262.60363924082,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v1-old,T2,all8,C_anchor_locked_OFFICIAL,24,157.5269792089136,316.3487611324706,192.3028141670135,51.91531091765253,140.6958821782186,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v1-old,T2,noG,A_tag_cloud_fit_WRONG_circular,24,145.05784936437408,381.12105889502516,191.0277643557111,47.541883143878295,125.78281007956467,,,,,-0.9999999999999993,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v1-old,T2,noG,B_centroid_only_WRONG_underdetermined,24,,,,,,279.9204699847811,1609.8894497532162,521.8561388409544,2301.435371626414,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v1-old,T2,noG,C_anchor_locked_OFFICIAL,24,159.6191057559388,382.11737097706384,199.9117054794708,72.8087881715897,139.49115656052618,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v1-old,T3,all8,A_tag_cloud_fit_WRONG_circular,24,119.5716497892312,317.00249605803043,163.68129085638066,47.764642736476205,106.58408527193285,,,,,-0.9999999999999993,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v1-old,T3,all8,B_centroid_only_WRONG_underdetermined,24,,,,,,241.3656007026437,1604.796554906481,590.5564073203363,2250.587671642545,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v1-old,T3,all8,C_anchor_locked_OFFICIAL,24,119.88151612419742,312.376926294218,166.2159201782474,53.81648998415458,111.86840900542205,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v1-old,T3,noG,A_tag_cloud_fit_WRONG_circular,24,138.36573445668625,324.3394216854177,172.09467829223294,50.14399266811222,120.87218421266755,,,,,-1.0,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v1-old,T3,noG,B_centroid_only_WRONG_underdetermined,24,,,,,,226.72807058205098,1590.5739716670482,499.7911268325796,2279.5211564957867,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v1-old,T3,noG,C_anchor_locked_OFFICIAL,24,143.8619150392704,346.0843622763884,185.51465972429037,71.93970527780526,104.42100934245926,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v1-old,T4,all8,A_tag_cloud_fit_WRONG_circular,24,135.42092184778278,243.3226457607628,156.81392577183095,45.16536728592128,122.45650692687332,,,,,-0.9999999999999989,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v1-old,T4,all8,B_centroid_only_WRONG_underdetermined,24,,,,,,258.54064248681163,1620.3056918108873,594.6172047509143,2246.9803057309614,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v1-old,T4,all8,C_anchor_locked_OFFICIAL,24,134.54230743497027,253.5571704119938,158.4898181366063,49.20526911401902,128.35761891726997,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v1-old,T4,noG,A_tag_cloud_fit_WRONG_circular,24,138.36573445668625,324.3394216854177,172.09467829223294,50.14399266811222,120.87218421266755,,,,,-1.0,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v1-old,T4,noG,B_centroid_only_WRONG_underdetermined,24,,,,,,226.72807058205098,1590.5739716670482,499.7911268325796,2279.5211564957867,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v1-old,T4,noG,C_anchor_locked_OFFICIAL,24,143.8619150392704,346.0843622763884,185.51465972429037,71.93970527780526,104.42100934245926,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v2,T1,all8,A_tag_cloud_fit_WRONG_circular,24,80.25151839429085,228.28494010868056,129.03097833289783,42.38481884711804,61.92899141890848,,,,,-1.0000000000000009,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v2,T1,all8,B_centroid_only_WRONG_underdetermined,24,,,,,,250.8819386978792,1562.7368897889633,558.0166024426558,2186.0918927727853,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v2,T1,all8,C_anchor_locked_OFFICIAL,24,79.67501457970067,232.66749316200165,131.1689183906548,39.60636423199438,68.08307034712993,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v2,T1,noG,A_tag_cloud_fit_WRONG_circular,24,79.43117362031073,284.8872250291741,136.2690432913425,37.67195674953784,56.33553554580541,,,,,-1.0000000000000004,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v2,T1,noG,B_centroid_only_WRONG_underdetermined,24,,,,,,223.2830177949706,1539.9399468844776,506.4283148874537,2223.798065675876,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v2,T1,noG,C_anchor_locked_OFFICIAL,24,89.43230613118959,304.2287191796049,147.9551338040481,63.94425212226956,58.04767640802491,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v2,T2,all8,A_tag_cloud_fit_WRONG_circular,24,80.31188740825607,227.54047148050057,128.65604092540718,42.76876590388433,62.007298133841346,,,,,-1.0000000000000007,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v2,T2,all8,B_centroid_only_WRONG_underdetermined,24,,,,,,249.4849829404144,1563.0778872584526,557.5746454227395,2187.5725467681964,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v2,T2,all8,C_anchor_locked_OFFICIAL,24,78.62380129924983,231.6187139003014,130.83813167060003,40.36597345626548,67.70737153117364,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v2,T2,noG,A_tag_cloud_fit_WRONG_circular,24,79.5127302609888,284.5367330817433,136.38722921408586,37.60392715524066,56.6987544256738,,,,,-1.0000000000000007,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v2,T2,noG,B_centroid_only_WRONG_underdetermined,24,,,,,,223.8612214702413,1540.561623124354,506.46408167259153,2223.827737250015,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v2,T2,noG,C_anchor_locked_OFFICIAL,24,90.0328802532568,303.8346040639631,148.05212928493128,63.745080044842325,58.169816897135874,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v2,T3,all8,A_tag_cloud_fit_WRONG_circular,24,63.23520684729216,174.43133564964123,88.08412286121933,40.57507559360867,42.79994217700076,,,,,-0.9999999999999991,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v2,T3,all8,B_centroid_only_WRONG_underdetermined,24,,,,,,217.6337771189775,1530.208417473226,503.7042260171734,2171.501127508555,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v2,T3,all8,C_anchor_locked_OFFICIAL,24,71.26642295371852,190.09625136561604,97.97330574461365,38.21506642615754,53.10453543039489,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v2,T3,noG,A_tag_cloud_fit_WRONG_circular,24,71.1581053583972,224.0398388434592,108.17403752440232,39.16586312731003,54.008786573600446,,,,,-1.0000000000000007,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v2,T3,noG,B_centroid_only_WRONG_underdetermined,24,,,,,,212.33053703842342,1521.7242339805043,445.3654313471605,2205.7483013244073,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v2,T3,noG,C_anchor_locked_OFFICIAL,24,89.09917206436032,256.2699892189087,129.49093489240386,67.04897663513185,46.25861094620234,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v2,T4,all8,A_tag_cloud_fit_WRONG_circular,24,61.75872232415378,182.4290237330617,96.22633621449211,44.46827335626723,52.09118758274269,,,,,-1.0000000000000004,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v2,T4,all8,B_centroid_only_WRONG_underdetermined,24,,,,,,227.62887203159698,1553.7477015729573,547.2267134907559,2173.9209585444573,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v2,T4,all8,C_anchor_locked_OFFICIAL,24,74.9844517531365,166.03293415389163,99.55839495580663,41.47014031068031,58.637947709538594,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v2,T4,noG,A_tag_cloud_fit_WRONG_circular,24,71.1581053583972,224.0398388434592,108.17403752440232,39.16586312731003,54.008786573600446,,,,,-1.0000000000000007,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v2,T4,noG,B_centroid_only_WRONG_underdetermined,24,,,,,,212.33053703842342,1521.7242339805043,445.3654313471605,2205.7483013244073,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v2,T4,noG,C_anchor_locked_OFFICIAL,24,89.09917206436032,256.2699892189087,129.49093489240386,67.04897663513185,46.25861094620234,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v3-lite,T1,all8,A_tag_cloud_fit_WRONG_circular,24,80.59447856034393,228.46014075724932,129.14679909076108,42.458768550186335,62.43089127719463,,,,,-0.9999999999999989,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v3-lite,T1,all8,B_centroid_only_WRONG_underdetermined,24,,,,,,251.37619360434243,1562.6796259652501,558.3567655918666,2186.2999909188675,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v3-lite,T1,all8,C_anchor_locked_OFFICIAL,24,79.80424035053099,233.10881677322894,131.33150383134395,39.774420833327724,68.6638129648685,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v3-lite,T1,noG,A_tag_cloud_fit_WRONG_circular,24,79.69534930044802,284.90625081082584,136.49300904429435,37.593758663885524,56.58304306450246,,,,,-0.9999999999999988,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v3-lite,T1,noG,B_centroid_only_WRONG_underdetermined,24,,,,,,223.14704953075682,1540.0480151243341,506.96876804558735,2224.121288188011,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v3-lite,T1,noG,C_anchor_locked_OFFICIAL,24,90.05377908633565,304.3182054394033,148.23968388982624,64.12357552788842,58.300258165524596,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v3-lite,T2,all8,A_tag_cloud_fit_WRONG_circular,24,80.6526709698159,227.8666532203078,128.78813924623105,42.88943118655321,62.45007262396791,,,,,-0.9999999999999996,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v3-lite,T2,all8,B_centroid_only_WRONG_underdetermined,24,,,,,,249.84810659151952,1563.0629895538632,557.9137382850879,2187.7875938268844,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v3-lite,T2,all8,C_anchor_locked_OFFICIAL,24,78.88453340315553,232.18930329760587,131.0235010215995,40.525941097098666,68.42956829074103,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v3-lite,T2,noG,A_tag_cloud_fit_WRONG_circular,24,79.80392860352748,284.5182913138075,136.60769611700522,37.494008539185366,57.01844751770814,,,,,-1.0000000000000009,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v3-lite,T2,noG,B_centroid_only_WRONG_underdetermined,24,,,,,,223.8476513384389,1540.7222846220757,507.0099511621474,2224.1472413337146,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v3-lite,T2,noG,C_anchor_locked_OFFICIAL,24,90.34481510922168,303.8586022268175,148.3371349946913,63.9793647540513,58.38863647626296,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v3-lite,T3,all8,A_tag_cloud_fit_WRONG_circular,24,62.3767264179622,174.65540987053154,88.41199650451505,40.39461408088292,43.2462193536613,,,,,-1.0000000000000002,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v3-lite,T3,all8,B_centroid_only_WRONG_underdetermined,24,,,,,,217.70980241377015,1529.8988205940382,513.4452551136923,2171.7820921818698,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v3-lite,T3,all8,C_anchor_locked_OFFICIAL,24,72.36600420116787,190.24070262657602,98.1006913365969,38.69140728891928,52.65386355853778,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v3-lite,T3,noG,A_tag_cloud_fit_WRONG_circular,24,71.39072956370214,225.0031855887989,108.73061208149059,40.09549417181992,54.38276895575973,,,,,-1.0000000000000004,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v3-lite,T3,noG,B_centroid_only_WRONG_underdetermined,24,,,,,,212.25357120091851,1521.9146932763663,445.79577145714455,2206.284143330732,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v3-lite,T3,noG,C_anchor_locked_OFFICIAL,24,89.59051214638842,257.2480058743767,130.08303799854752,67.21141830590582,46.527794231868484,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v3-lite,T4,all8,A_tag_cloud_fit_WRONG_circular,24,61.94271025095554,181.13292290828096,96.13115003861745,44.77448767826668,52.636357714288465,,,,,-1.000000000000001,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v3-lite,T4,all8,B_centroid_only_WRONG_underdetermined,24,,,,,,227.52071984217235,1553.6250511147991,547.3643391117508,2173.9587897560764,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v3-lite,T4,all8,C_anchor_locked_OFFICIAL,24,75.1978803349624,164.63571693826734,99.54072228113591,42.04416636537462,58.65891737459151,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v3-lite,T4,noG,A_tag_cloud_fit_WRONG_circular,24,71.39072956370214,225.0031855887989,108.73061208149059,40.09549417181992,54.38276895575973,,,,,-1.0000000000000004,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v3-lite,T4,noG,B_centroid_only_WRONG_underdetermined,24,,,,,,212.25357120091851,1521.9146932763663,445.79577145714455,2206.284143330732,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v3-lite,T4,noG,C_anchor_locked_OFFICIAL,24,89.59051214638842,257.2480058743767,130.08303799854752,67.21141830590582,46.527794231868484,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v3-full,T1,all8,A_tag_cloud_fit_WRONG_circular,24,110.36277253185843,268.8862760230589,154.66224887193277,48.35841391790261,103.29519097442616,,,,,-0.9999999999999992,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v3-full,T1,all8,B_centroid_only_WRONG_underdetermined,24,,,,,,280.4127841161026,1578.3639829568651,613.1405411309569,2237.6601695048284,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v3-full,T1,all8,C_anchor_locked_OFFICIAL,24,117.24628409790554,278.34667198531747,158.73302814027838,49.21216856855821,95.93959140512598,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v3-full,T1,noG,A_tag_cloud_fit_WRONG_circular,24,102.23468293212375,289.71811386472524,150.00154907068912,45.65467384226469,89.57407520991868,,,,,-0.9999999999999996,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
