version,tag_method,eval_set,method,n_tags,err_3d_median_mm,err_3d_p95_mm,err_3d_rms_mm,err_horizontal_median_mm,err_vertical_median_mm,range_median_min_mm,range_median_max_mm,range_p95_min_mm,range_p95_max_mm,det,scale,note
v3-full,T1,noG,B_centroid_only_WRONG_underdetermined,24,,,,,,255.6613185852857,1587.3149261919239,497.3988622589361,2281.6332957835325,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v3-full,T1,noG,C_anchor_locked_OFFICIAL,24,125.82401166371157,303.9568532651443,166.8263996856858,73.86056584839953,89.67987467738135,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v3-full,T2,all8,A_tag_cloud_fit_WRONG_circular,24,111.72551460423747,269.1858107493162,154.0772388159854,49.10232952915038,103.54485841646253,,,,,-0.9999999999999993,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v3-full,T2,all8,B_centroid_only_WRONG_underdetermined,24,,,,,,280.5106479071917,1578.928331660768,611.661023480919,2237.756526873121,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v3-full,T2,all8,C_anchor_locked_OFFICIAL,24,119.01442279921483,278.63814148604456,158.32071427182873,49.161267345600336,95.5304340829249,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v3-full,T2,noG,A_tag_cloud_fit_WRONG_circular,24,101.50305365766528,290.52109095071893,149.9337508035396,45.73855663249384,89.48859304516075,,,,,-0.9999999999999988,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v3-full,T2,noG,B_centroid_only_WRONG_underdetermined,24,,,,,,255.11062184175017,1587.303146772132,497.386705355876,2281.9794462997406,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v3-full,T2,noG,C_anchor_locked_OFFICIAL,24,125.61346899192183,304.7754172941627,166.82461970859956,73.95925085303955,89.2424503594998,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v3-full,T3,all8,A_tag_cloud_fit_WRONG_circular,24,80.96180222189244,210.10468475197143,114.94066967162732,42.84500982758645,69.48378284829937,,,,,-0.9999999999999991,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v3-full,T3,all8,B_centroid_only_WRONG_underdetermined,24,,,,,,223.6399146992875,1554.3154424971463,547.3271448242466,2216.2698765966716,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v3-full,T3,all8,C_anchor_locked_OFFICIAL,24,78.87692728882709,233.34615927112932,124.06806872612616,40.022309085865004,70.49166903309424,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v3-full,T3,noG,A_tag_cloud_fit_WRONG_circular,24,87.87221740591424,256.02145890572626,135.096669614948,49.209303610290256,71.16114264172262,,,,,-0.9999999999999998,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v3-full,T3,noG,B_centroid_only_WRONG_underdetermined,24,,,,,,217.60403007488884,1560.0215550038056,487.50705673622616,2265.932542711495,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v3-full,T3,noG,C_anchor_locked_OFFICIAL,24,110.38566344412334,281.4265281378431,156.75499326534822,73.68897688750094,69.0705636345973,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v3-full,T4,all8,A_tag_cloud_fit_WRONG_circular,24,95.64580080643495,229.0274470998425,125.64065502569574,39.16255137571454,79.47519937367883,,,,,-1.0000000000000016,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v3-full,T4,all8,B_centroid_only_WRONG_underdetermined,24,,,,,,257.7596872528127,1572.638713231614,600.7011848241284,2219.739507048777,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v3-full,T4,all8,C_anchor_locked_OFFICIAL,24,102.186358030023,224.51057730989183,129.91186695840847,44.3416353415163,77.68557332978534,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v3-full,T4,noG,A_tag_cloud_fit_WRONG_circular,24,87.87221740591424,256.02145890572626,135.096669614948,49.209303610290256,71.16114264172262,,,,,-0.9999999999999998,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v3-full,T4,noG,B_centroid_only_WRONG_underdetermined,24,,,,,,217.60403007488884,1560.0215550038056,487.50705673622616,2265.932542711495,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v3-full,T4,noG,C_anchor_locked_OFFICIAL,24,110.38566344412334,281.4265281378431,156.75499326534822,73.68897688750094,69.0705636345973,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v4-io,T1,all8,A_tag_cloud_fit_WRONG_circular,24,78.50690656803107,270.5054211695816,134.00020392906754,41.00240141155084,62.00873303034837,,,,,-1.0000000000000007,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v4-io,T1,all8,B_centroid_only_WRONG_underdetermined,24,,,,,,236.95725892844473,1566.7597571446408,556.2595239936281,2201.409844859105,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v4-io,T1,all8,C_anchor_locked_OFFICIAL,24,76.43589478130463,273.8310253889955,136.4163353742928,41.43078659696801,62.30798235604311,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v4-io,T1,noG,A_tag_cloud_fit_WRONG_circular,24,82.18246137407337,307.0907538702415,140.7754175082459,35.98164500271548,52.28005227681217,,,,,-1.0000000000000002,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v4-io,T1,noG,B_centroid_only_WRONG_underdetermined,24,,,,,,222.4336655199822,1541.4183714228436,491.25524347218436,2234.5254285406836,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v4-io,T1,noG,C_anchor_locked_OFFICIAL,24,91.57059061696458,329.2344222879244,153.31057871759734,63.68121480761166,56.22358267274723,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v4-io,T2,all8,A_tag_cloud_fit_WRONG_circular,24,78.3465186092138,269.83691097033267,133.6422617038854,40.14631026339933,62.24954651068015,,,,,-0.9999999999999996,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v4-io,T2,all8,B_centroid_only_WRONG_underdetermined,24,,,,,,235.4817158247262,1567.92339221573,555.8645674203922,2202.468913897601,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v4-io,T2,all8,C_anchor_locked_OFFICIAL,24,75.99807789524769,273.09700075494146,136.13142396644528,42.296804594018454,62.5505485088529,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v4-io,T2,noG,A_tag_cloud_fit_WRONG_circular,24,82.60642073600147,306.8577500316567,140.73572357600528,35.83822750451823,52.59480381582111,,,,,-0.9999999999999994,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v4-io,T2,noG,B_centroid_only_WRONG_underdetermined,24,,,,,,222.20348361929337,1541.8885418930122,491.3664444515204,2234.0596892984463,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v4-io,T2,noG,C_anchor_locked_OFFICIAL,24,92.3658097493691,328.83879350369244,153.2891402633757,63.70408414476018,57.258432192425076,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v4-io,T3,all8,A_tag_cloud_fit_WRONG_circular,24,56.65826525493236,159.08465393827504,90.67005661707383,43.40645456242745,37.277215241178624,,,,,-0.9999999999999994,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v4-io,T3,all8,B_centroid_only_WRONG_underdetermined,24,,,,,,206.20944283510534,1542.9537391184735,475.18893513420204,2182.270500936029,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v4-io,T3,all8,C_anchor_locked_OFFICIAL,24,62.25534493207161,158.16659114861568,99.5914456500633,43.87562113168438,48.62419214775332,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v4-io,T3,noG,A_tag_cloud_fit_WRONG_circular,24,70.50580498974423,258.15098417730144,114.93249006966504,43.74594380749271,51.98618299698535,,,,,-1.0,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v4-io,T3,noG,B_centroid_only_WRONG_underdetermined,24,,,,,,207.90823101529335,1519.2573424497305,431.15813291408057,2214.7521282670764,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v4-io,T3,noG,C_anchor_locked_OFFICIAL,24,82.95762231491003,291.14449217145807,137.11450641311896,66.18777543831574,43.87462864978549,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v4-io,T4,all8,A_tag_cloud_fit_WRONG_circular,24,62.283190140097325,194.17094111363537,101.96980186494989,39.34267073195848,51.916565891609906,,,,,-0.9999999999999998,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v4-io,T4,all8,B_centroid_only_WRONG_underdetermined,24,,,,,,224.65739927729743,1560.1683313285616,545.9970261945169,2189.022872507563,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v4-io,T4,all8,C_anchor_locked_OFFICIAL,24,69.14042154041556,182.33483865352585,104.84896219811827,38.1451699015152,55.042081953411866,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v4-io,T4,noG,A_tag_cloud_fit_WRONG_circular,24,70.50580498974423,258.15098417730144,114.93249006966504,43.74594380749271,51.98618299698535,,,,,-1.0,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v4-io,T4,noG,B_centroid_only_WRONG_underdetermined,24,,,,,,207.90823101529335,1519.2573424497305,431.15813291408057,2214.7521282670764,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v4-io,T4,noG,C_anchor_locked_OFFICIAL,24,82.95762231491003,291.14449217145807,137.11450641311896,66.18777543831574,43.87462864978549,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
