position,transition,movement_mm,frames_solved,rho_percent,delta_tag_mm,train_rms_mm
ID07,iter0_to_iter1,317.0282329388485,1201,7.523300990959925,-150.6654769280035,95.18464351231025
ID07,iter1_to_iter2,23.28710214239784,1201,7.523300990959925,-150.6654769280035,95.18464351231025
ID07,iter2_to_iter3,1.570578434805542,1201,7.523300990959925,-150.6654769280035,95.18464351231025
ID07,iter3_to_iter4,0.10737595891613787,1201,7.523300990959925,-150.6654769280035,95.18464351231025
ID07,iter0_additive_only_frames,nan,1201,7.523300990959925,-150.6654769280035,95.18464351231025
ID07,iter1_estimated_distance_frames,nan,1201,7.523300990959925,-150.6654769280035,95.18464351231025
ID07,iter2_estimated_distance_frames,nan,1201,7.523300990959925,-150.6654769280035,95.18464351231025
ID07,iter3_estimated_distance_frames,nan,1201,7.523300990959925,-150.6654769280035,95.18464351231025
ID07,iter4_estimated_distance_frames,nan,1201,7.523300990959925,-150.6654769280035,95.18464351231025
ID04,iter0_to_iter1,368.5316778521826,1201,8.157136395988118,-179.41406784181555,94.28609576343419
ID04,iter1_to_iter2,22.84073865141965,1201,8.157136395988118,-179.41406784181555,94.28609576343419
ID04,iter2_to_iter3,1.293219440621767,1201,8.157136395988118,-179.41406784181555,94.28609576343419
ID04,iter3_to_iter4,0.0861953040748753,1201,8.157136395988118,-179.41406784181555,94.28609576343419
ID04,iter0_additive_only_frames,nan,1201,8.157136395988118,-179.41406784181555,94.28609576343419
ID04,iter1_estimated_distance_frames,nan,1201,8.157136395988118,-179.41406784181555,94.28609576343419
ID04,iter2_estimated_distance_frames,nan,1201,8.157136395988118,-179.41406784181555,94.28609576343419
ID04,iter3_estimated_distance_frames,nan,1201,8.157136395988118,-179.41406784181555,94.28609576343419
ID04,iter4_estimated_distance_frames,nan,1201,8.157136395988118,-179.41406784181555,94.28609576343419
ID02,iter0_to_iter1,180.3487360766645,1201,7.746452511622337,-157.7780664182711,96.24841979374649
ID02,iter1_to_iter2,13.25258122930983,1201,7.746452511622337,-157.7780664182711,96.24841979374649
ID02,iter2_to_iter3,0.9762625149345462,1201,7.746452511622337,-157.7780664182711,96.24841979374649
ID02,iter3_to_iter4,0.0722820779991818,1201,7.746452511622337,-157.7780664182711,96.24841979374649
ID02,iter0_additive_only_frames,nan,1201,7.746452511622337,-157.7780664182711,96.24841979374649
ID02,iter1_estimated_distance_frames,nan,1201,7.746452511622337,-157.7780664182711,96.24841979374649
ID02,iter2_estimated_distance_frames,nan,1201,7.746452511622337,-157.7780664182711,96.24841979374649
ID02,iter3_estimated_distance_frames,nan,1201,7.746452511622337,-157.7780664182711,96.24841979374649
ID02,iter4_estimated_distance_frames,nan,1201,7.746452511622337,-157.7780664182711,96.24841979374649
ID03,iter0_to_iter1,382.91576601170414,1201,7.11333773540872,-138.39189607457826,91.85093569398593
ID03,iter1_to_iter2,18.696777494331943,1201,7.11333773540872,-138.39189607457826,91.85093569398593
ID03,iter2_to_iter3,1.1606593409418138,1201,7.11333773540872,-138.39189607457826,91.85093569398593
ID03,iter3_to_iter4,0.08136608376768138,1201,7.11333773540872,-138.39189607457826,91.85093569398593
ID03,iter0_additive_only_frames,nan,1201,7.11333773540872,-138.39189607457826,91.85093569398593
ID03,iter1_estimated_distance_frames,nan,1201,7.11333773540872,-138.39189607457826,91.85093569398593
ID03,iter2_estimated_distance_frames,nan,1201,7.11333773540872,-138.39189607457826,91.85093569398593
ID03,iter3_estimated_distance_frames,nan,1201,7.11333773540872,-138.39189607457826,91.85093569398593
ID03,iter4_estimated_distance_frames,nan,1201,7.11333773540872,-138.39189607457826,91.85093569398593
ID06,iter0_to_iter1,445.9902505223952,1201,8.242506894729473,-181.4956015250669,95.50814070045666
ID06,iter1_to_iter2,49.275040956808596,1201,8.242506894729473,-181.4956015250669,95.50814070045666
ID06,iter2_to_iter3,5.206233332953244,1201,8.242506894729473,-181.4956015250669,95.50814070045666
ID06,iter3_to_iter4,0.5835391300798345,1201,8.242506894729473,-181.4956015250669,95.50814070045666
ID06,iter0_additive_only_frames,nan,1201,8.242506894729473,-181.4956015250669,95.50814070045666
ID06,iter1_estimated_distance_frames,nan,1201,8.242506894729473,-181.4956015250669,95.50814070045666
ID06,iter2_estimated_distance_frames,nan,1201,8.242506894729473,-181.4956015250669,95.50814070045666
ID06,iter3_estimated_distance_frames,nan,1201,8.242506894729473,-181.4956015250669,95.50814070045666
ID06,iter4_estimated_distance_frames,nan,1201,8.242506894729473,-181.4956015250669,95.50814070045666
ID08,iter0_to_iter1,225.4718708368184,1201,7.662913464883303,-157.87962503108545,94.14189930814047
ID08,iter1_to_iter2,16.191162183681573,1201,7.662913464883303,-157.87962503108545,94.14189930814047
