positions,links,c_p_median_mm,c_p_p05_mm,c_p_p95_mm,abs_c_p_median_mm,abs_c_p_max_mm,common_mode_energy_fraction,common_mode_centered_r2,headline_err_vs_abs_c_p_corr
24,192,-26.97099365653213,-60.4425601109036,4.6807499855934225,26.97099365653213,76.72457223090237,-0.05888714594222244,-0.05888714594222244,0.14388310049852518
