mode,heldout_position,train_links,delta_tag_mm,train_rms_mm,coefficient,coefficient_percent,covariate
vicon_distance_covariate,ID01,184,-171.38938535073328,95.4707734089193,0.080523571606129,8.0523571606129,vicon_distance_mm
vicon_distance_covariate,ID02,184,-157.7780664182711,96.24841979374649,0.07746452511622337,7.746452511622337,vicon_distance_mm
vicon_distance_covariate,ID03,184,-138.39189607457826,91.85093569398593,0.0711333773540872,7.11333773540872,vicon_distance_mm
vicon_distance_covariate,ID04,184,-179.41406784181555,94.28609576343419,0.08157136395988118,8.157136395988118,vicon_distance_mm
vicon_distance_covariate,ID05,184,-146.7498776931585,92.15987741336562,0.07317683348136761,7.317683348136761,vicon_distance_mm
vicon_distance_covariate,ID06,184,-181.4956015250669,95.50814070045666,0.08242506894729473,8.242506894729473,vicon_distance_mm
vicon_distance_covariate,ID07,184,-150.6654769280035,95.18464351231025,0.07523300990959925,7.523300990959925,vicon_distance_mm
vicon_distance_covariate,ID08,184,-157.87962503108545,94.14189930814047,0.07662913464883303,7.662913464883303,vicon_distance_mm
vicon_distance_covariate,ID09,184,-178.00927653471214,94.67888185840253,0.08186076286046173,8.186076286046173,vicon_distance_mm
vicon_distance_covariate,ID10,184,-173.131697185561,96.24749376353556,0.08055623193294181,8.055623193294181,vicon_distance_mm
vicon_distance_covariate,ID11,184,-191.03262305829023,96.05933280747045,0.08495870918487292,8.495870918487292,vicon_distance_mm
vicon_distance_covariate,ID12,184,-177.52223079048133,95.63605927623816,0.08182968052992123,8.182968052992123,vicon_distance_mm
vicon_distance_covariate,ID13,184,-156.01518693079709,96.60136432077914,0.07679074682688025,7.679074682688025,vicon_distance_mm
vicon_distance_covariate,ID14,184,-152.96032010340636,96.40781850845688,0.07632945999712781,7.632945999712781,vicon_distance_mm
vicon_distance_covariate,ID15,184,-153.74550784741785,96.4478486858105,0.07645960329086066,7.645960329086066,vicon_distance_mm
vicon_distance_covariate,ID16,184,-157.16663442290277,96.74889897464602,0.07687433410372968,7.687433410372968,vicon_distance_mm
vicon_distance_covariate,ID17,184,-153.04508803772416,95.85831172776918,0.07666517010662766,7.666517010662766,vicon_distance_mm
vicon_distance_covariate,ID18,184,-159.6853714099253,95.88556564358785,0.07835805960977638,7.835805960977638,vicon_distance_mm
vicon_distance_covariate,ID19,184,-127.59827833669618,89.54965678191711,0.06849482840148546,6.849482840148546,vicon_distance_mm
vicon_distance_covariate,ID20,184,-148.11485472789704,94.24732232354938,0.07438644735136535,7.438644735136535,vicon_distance_mm
vicon_distance_covariate,ID21,184,-153.33615091218945,95.48834927919552,0.07569000086278876,7.569000086278876,vicon_distance_mm
vicon_distance_covariate,ID22,184,-158.30208388449512,94.4572491303323,0.07684915548277971,7.684915548277971,vicon_distance_mm
vicon_distance_covariate,ID23,184,-157.15332281815915,95.38151466910658,0.0764669881525677,7.646698815256769,vicon_distance_mm
vicon_distance_covariate,ID24,184,-147.63086282632443,90.97509772552478,0.07336224239255529,7.336224239255529,vicon_distance_mm
measured_median_range_covariate,ID01,184,-402.2494960819968,85.75327971806654,0.12824420717008422,12.824420717008422,median_range_mm
measured_median_range_covariate,ID02,184,-389.55200220324946,86.71337900885622,0.1254432741921203,12.544327419212031,median_range_mm
measured_median_range_covariate,ID03,184,-358.04311246040703,83.39319880692153,0.11704687391743818,11.704687391743818,median_range_mm
measured_median_range_covariate,ID04,184,-416.99145446670974,84.51695693910627,0.1309443680448723,13.09443680448723,median_range_mm
measured_median_range_covariate,ID05,184,-375.4599085099525,83.4075431572557,0.12098118721533524,12.098118721533524,median_range_mm
measured_median_range_covariate,ID06,184,-421.54889555253226,85.51371100277169,0.13226209620397,13.226209620397,median_range_mm
measured_median_range_covariate,ID07,184,-388.87797909059464,85.86128826960409,0.12508952908228643,12.508952908228643,median_range_mm
measured_median_range_covariate,ID08,184,-384.1640405816579,84.94203369871475,0.12351290584176766,12.351290584176766,median_range_mm
measured_median_range_covariate,ID09,184,-404.7076606222551,84.97603194153791,0.1285187975618527,12.85187975618527,median_range_mm
measured_median_range_covariate,ID10,184,-423.81775367354174,86.2140935652869,0.13298812393387216,13.298812393387216,median_range_mm
measured_median_range_covariate,ID11,184,-431.57284776560994,85.79261769267607,0.1345660722152776,13.456607221527761,median_range_mm
measured_median_range_covariate,ID12,184,-421.86558111770995,85.63305608609438,0.132641908694352,13.2641908694352,median_range_mm
measured_median_range_covariate,ID13,184,-386.5517828868646,87.10419207065108,0.12452669440453512,12.452669440453512,median_range_mm
measured_median_range_covariate,ID14,184,-383.19663716540316,86.97467618675478,0.12399546049253729,12.399546049253729,median_range_mm
measured_median_range_covariate,ID15,184,-384.0295009843461,86.9986277212902,0.12413443698440219,12.413443698440219,median_range_mm
measured_median_range_covariate,ID16,184,-388.17040110370345,87.22347503711129,0.12473465387719074,12.473465387719074,median_range_mm
measured_median_range_covariate,ID17,184,-385.22185346356935,86.4231419734109,0.12485258379779118,12.485258379779118,median_range_mm
measured_median_range_covariate,ID18,184,-390.4233466229734,86.31921359182736,0.1260804202970789,12.608042029707889,median_range_mm
measured_median_range_covariate,ID19,184,-337.43587487128417,81.623250476057,0.11228748121698118,11.228748121698118,median_range_mm
measured_median_range_covariate,ID20,184,-374.2165987451095,85.22600213118719,0.12144953273710613,12.144953273710613,median_range_mm
measured_median_range_covariate,ID21,184,-381.8460831672503,86.2102675196093,0.12319231879456005,12.319231879456005,median_range_mm
measured_median_range_covariate,ID22,184,-381.2867562099831,85.243600233833,0.12298332223972608,12.298332223972608,median_range_mm
measured_median_range_covariate,ID23,184,-384.498407413408,86.05978363091587,0.12365969572746494,12.365969572746494,median_range_mm
measured_median_range_covariate,ID24,184,-357.825328729288,82.52079919664888,0.11686295351304654,11.686295351304654,median_range_mm
