variant,anchor_median_3d_mm,anchor_rms_3d_mm,anchor_p95_3d_mm,anchor_max_3d_mm,anchor_horizontal_rms_mm,anchor_vertical_rms_mm,shape_rms_mm,rigid_det,delay_min_mm,delay_max_mm,delay_l2_mm,delay_near_bound_count,delay_policy,solve_pair_rms_mm,raw_pair_rms_mm,baseline_gate_pass
baseline_v4io,92.77084899701543,105.41990950811795,156.8864917039047,185.3559282712514,86.8417092338188,59.7651642518336,136.3068174543411,-1.0000000000000009,0.0,59.999999999999986,109.95498880807628,2,"production bound abs(d_i)<=60, d_A=0",48.168758821052705,48.168758821052705,True
V-A_unbounded,105.93542663060656,111.25114841434062,166.6741916209835,186.91615735569331,95.27344191605853,57.443792432055396,132.8462023615696,-1.000000000000001,0.0,201.60340565751443,226.1884654785445,0,"same objective, widened abs(d_i)<=400, d_A=0",46.52337476886393,46.52337476886393,True
V-B_calibrated,48.31495302814609,47.94487929056874,64.28676726145514,67.10980889229783,38.35736025360242,28.764985043670162,35.99496679357737,0.9999999999999998,0.0,0.0,0.0,0,"subtract sweep (Delta_i+Delta_j)/2, solve geometry only",40.296973191977564,192.60473521708084,True
V-C_calibrated_residual,49.66241300095393,48.358549716409456,60.81278283880522,61.33859572399383,41.01701629691853,25.615497355561242,38.33764680923359,0.9999999999999996,-9.786040786585879,15.164589754512125,25.56946902253829,0,V-B plus residual abs(d_i)<=30,39.156553406659405,191.85721296895187,True
