method,registration,position,aligned_x_mm,aligned_y_vertical_mm,aligned_z_mm,truth_x_mm,truth_y_vertical_mm,truth_z_mm,err_x_mm,err_y_vertical_mm,err_z_mm,err_horizontal_mm,err_vertical_mm,err_3d_mm
position_common_offset_oracle,anchor_only_3d_rigid,ID01,-485.77975701860066,118.8040465756477,-367.4215488302534,-542.215344349341,182.54280058407932,-383.3240609304319,56.435587330740304,-63.73875400843161,15.902512100178512,58.633313128817306,63.73875400843161,86.60539342910057
position_common_offset_oracle,anchor_only_3d_rigid,ID02,-555.2916798688077,1088.6416333326076,-223.8622403608756,-543.22998,1105.589,-259.92136,-12.06169986880775,-16.947366667392316,36.05911963912439,38.02294981815434,16.947366667392316,41.62881153519667
position_common_offset_oracle,anchor_only_3d_rigid,ID03,-577.8105641731722,1723.226968078355,-240.87317623056583,-554.00287,1625.56145,-256.2951,-23.807694173172194,97.66551807835503,15.421923769434159,28.366212905383325,97.66551807835503,101.7015017396844
position_common_offset_oracle,anchor_only_3d_rigid,ID04,-285.6223410228006,51.177297565647166,478.54480326354974,-321.178815,182.16379,479.93382,35.5564739771994,-130.98649243435284,-1.3890167364502872,35.58359466362831,130.98649243435284,135.73375928427006
position_common_offset_oracle,anchor_only_3d_rigid,ID05,-192.494694554362,1107.3216185362855,509.4610560117501,-184.9818897969324,1103.586616559577,473.7040289339493,-7.51280475742962,3.735001976708645,35.757027077800785,36.53775062542624,3.735001976708645,36.728156236487735
position_common_offset_oracle,anchor_only_3d_rigid,ID06,-185.81772802161197,1669.2746580616404,496.46197211795766,-193.231255,1684.95255,476.52298,7.413526978388035,-15.677891938359608,19.93899211795764,21.27260653843962,15.677891938359608,26.425746622756854
position_common_offset_oracle,anchor_only_3d_rigid,ID07,308.5031302322395,51.80069039382053,69.50459381225801,352.14755,211.565355,53.795866,-43.644419767760496,-159.76466460617948,15.708727812258012,46.38533719122985,159.76466460617948,166.3620977358398
position_common_offset_oracle,anchor_only_3d_rigid,ID08,408.26539037061457,1161.0696143279824,-84.35517641816068,391.90054,1132.2804,-71.53192899999999,16.36485037061459,28.789214327982336,-12.82324741816069,20.79047863806818,28.789214327982336,35.51144693788853
position_common_offset_oracle,anchor_only_3d_rigid,ID09,401.7378239682853,1588.0099040844268,-17.307045644536174,408.80994,1568.1853500000002,-62.4257885,-7.0721160317147,19.82455408442661,45.11874285546383,45.66963741944427,19.82455408442661,49.78683286442169
position_common_offset_oracle,anchor_only_3d_rigid,ID10,54.04521134617812,170.3863450503713,-982.4483984647584,65.499245,238.64973,-938.19342,-11.454033653821881,-68.26338494962872,-44.25497846475844,45.713214783682815,68.26338494962872,82.15587459604038
position_common_offset_oracle,anchor_only_3d_rigid,ID11,-94.68981569455889,1112.9879568707224,-942.7872051252465,-63.9057945,1133.4998500000002,-956.990295,-30.78402119455889,-20.511893129277723,14.20308987475346,33.902562187796,20.511893129277723,39.62475845534312
position_common_offset_oracle,anchor_only_3d_rigid,ID12,1.8927525301492096,1632.7387853431992,-946.9115299892904,-43.6886845,1590.1300500000002,-956.35754,45.58143703014921,42.60873534319899,9.446010010709529,46.54991414445232,42.60873534319899,63.10625035923666
position_common_offset_oracle,anchor_only_3d_rigid,ID13,-198.1973124737268,1095.6647562058238,-185.02013340861595,-189.628155,1139.0976,-197.96616,-8.569157473726818,-43.43284379417628,12.946026591384054,15.525142972428666,43.43284379417628,46.12420172061158
position_common_offset_oracle,anchor_only_3d_rigid,ID14,-203.26872892069707,1102.3547244338647,-172.46979477917307,-198.69532,1132.6278,-194.690585,-4.573408920697062,-30.273075566135276,22.220790220826927,22.686550799844145,30.273075566135276,37.83039375194033
position_common_offset_oracle,anchor_only_3d_rigid,ID15,-205.42990032910166,1093.1242218914026,-204.22197212622154,-200.165335,1132.2551,-184.312585,-5.264565329101657,-39.13087810859747,-19.90938712622153,20.5936724225218,39.13087810859747,44.2190565864543
position_common_offset_oracle,anchor_only_3d_rigid,ID16,-196.54493712674582,1097.5625128888973,-181.66561097771773,-184.854655,1122.0572,-185.780155,-11.690282126745814,-24.49468711110262,4.114544022282274,12.393230761759074,24.49468711110262,27.451445597363872
position_common_offset_oracle,anchor_only_3d_rigid,ID17,-189.08112687272967,142.1329701028892,-338.44393310763553,-180.3984,209.458655,-328.203235,-8.68272687272966,-67.32568489711079,-10.240698107635524,13.426155208329433,67.32568489711079,68.6513618986776
position_common_offset_oracle,anchor_only_3d_rigid,ID18,-355.87576245799426,194.17900534239993,-268.32259551498123,-295.4243,206.90585,-224.00141,-60.45146245799424,-12.726844657600054,-44.32118551498124,74.95830039937985,12.726844657600054,76.03104217161798
position_common_offset_oracle,anchor_only_3d_rigid,ID19,-214.91837711794335,116.13871333713166,-76.79554009458275,-188.530555,205.96057,-114.135095,-26.387822117943358,-89.82185666286833,37.33955490541726,45.72263680785362,89.82185666286833,100.78951062004298
position_common_offset_oracle,anchor_only_3d_rigid,ID20,-66.85141924974198,167.4897017562287,-245.82586003199344,-80.19599149999999,202.56013,-220.692665,13.344572250258011,-35.07042824377129,-25.133195031993438,28.456196180420456,35.07042824377129,45.1629276980588
position_common_offset_oracle,anchor_only_3d_rigid,ID21,-208.54339936782947,1651.691639275799,-214.43597175628884,-212.053465,1598.6443,-226.934745,3.510065632170523,53.047339275799004,12.498773243711156,12.982291528842454,53.047339275799004,54.612819901389294
position_common_offset_oracle,anchor_only_3d_rigid,ID22,-228.72198693914754,1558.177053990921,-240.1878288270991,-232.83767,1599.3212,-235.17408,4.1156830608524615,-41.14414600907912,-5.013748827099107,6.486641994023222,41.14414600907912,41.652338171764704
position_common_offset_oracle,anchor_only_3d_rigid,ID23,-212.36267220430238,1636.4440587673146,-241.84458167271282,-230.87733,1599.6642499999998,-223.24148,18.514657795697616,36.77980876731476,-18.603101672712825,26.246293931469204,36.77980876731476,45.18431451396957
position_common_offset_oracle,anchor_only_3d_rigid,ID24,-233.8773668448797,1584.2572551778283,-231.09275772636283,-218.202475,1599.5815,-226.071175,-15.67489184487971,-15.32424482217175,-5.021582726362823,16.459602893945586,15.32424482217175,22.488908528344357
tagfit_additive_only_coherent_replay,anchor_only_3d_rigid,ID01,-472.2612193107343,137.51398313380128,-351.45751586265965,-542.215344349341,182.54280058407932,-383.3240609304319,69.95412503860666,-45.02881745027804,31.86654506777228,76.87038639471885,45.02881745027804,89.0878819225367
tagfit_additive_only_coherent_replay,anchor_only_3d_rigid,ID02,-539.5926330339187,1084.7237335352702,-202.30766600550965,-543.22998,1105.589,-259.92136,3.6373469660812816,-20.865266464729757,57.61369399449035,57.728398805461715,20.865266464729757,61.38344543349298
tagfit_additive_only_coherent_replay,anchor_only_3d_rigid,ID03,-554.5712566486636,1700.7232346579362,-221.11203005261768,-554.00287,1625.56145,-256.2951,-0.5683866486635907,75.16178465793632,35.18306994738231,35.18766082456711,75.16178465793632,82.99075458911533
tagfit_additive_only_coherent_replay,anchor_only_3d_rigid,ID04,-285.376430039413,60.15008533869147,477.89006510277363,-321.178815,182.16379,479.93382,35.802384960587005,-122.01370466130854,-2.0437548972263926,35.86067069849647,122.01370466130854,127.17441499029208
tagfit_additive_only_coherent_replay,anchor_only_3d_rigid,ID05,-190.05360436091462,1140.5182346749941,506.0029935540176,-184.9818897969324,1103.586616559577,473.7040289339493,-5.071714563982226,36.93161811541722,32.29896462006832,32.69473052568157,36.93161811541722,49.32433294804855
tagfit_additive_only_coherent_replay,anchor_only_3d_rigid,ID06,-185.34181566915368,1679.364499777285,497.52648455477834,-193.231255,1684.95255,476.52298,7.889439330846329,-5.588050222715083,21.003504554778317,22.436364601639422,5.588050222715083,23.1217811128227
