method,registration,position,aligned_x_mm,aligned_y_vertical_mm,aligned_z_mm,truth_x_mm,truth_y_vertical_mm,truth_z_mm,err_x_mm,err_y_vertical_mm,err_z_mm,err_horizontal_mm,err_vertical_mm,err_3d_mm
tagfit_additive_only_coherent_replay,anchor_only_3d_rigid,ID07,269.34309357426923,125.96975838157482,41.66407960690958,352.14755,211.565355,53.795866,-82.80445642573079,-85.59559661842519,-12.131786393090415,83.68845944960586,85.59559661842519,119.70950006374801
tagfit_additive_only_coherent_replay,anchor_only_3d_rigid,ID08,391.5894009990784,1204.8853047855237,-96.67582200693073,391.90054,1132.2804,-71.53192899999999,-0.3111390009215711,72.60490478552356,-25.14389300693074,25.145818002639622,72.60490478552356,76.836087627734
tagfit_additive_only_coherent_replay,anchor_only_3d_rigid,ID09,407.6695198712507,1544.6427672251084,-27.284083516824012,408.80994,1568.1853500000002,-62.4257885,-1.1404201287492697,-23.542582774891798,35.14170498317599,35.16020459546037,23.542582774891798,42.31421972466543
tagfit_additive_only_coherent_replay,anchor_only_3d_rigid,ID10,53.621533317221974,185.28450386530267,-978.1488990358828,65.499245,238.64973,-938.19342,-11.877711682778028,-53.36522613469734,-39.95547903588283,41.683573980719004,53.36522613469734,67.71534316691792
tagfit_additive_only_coherent_replay,anchor_only_3d_rigid,ID11,-94.12281140429582,1114.8911003282997,-945.5436664808833,-63.9057945,1133.4998500000002,-956.990295,-30.217016904295818,-18.60874967170048,11.446628519116643,32.31243437206726,18.60874967170048,37.287785927742696
tagfit_additive_only_coherent_replay,anchor_only_3d_rigid,ID12,0.16953071591296975,1589.9288433055797,-933.249626819715,-43.6886845,1590.1300500000002,-956.35754,43.85821521591297,-0.2012066944205344,23.10791318028498,49.573366775648076,0.2012066944205344,49.57377509940924
tagfit_additive_only_coherent_replay,anchor_only_3d_rigid,ID13,-197.40218440518584,1092.023935409261,-184.1243480476487,-189.628155,1139.0976,-197.96616,-7.774029405185843,-47.0736645907391,13.841811952351293,15.875493419637364,47.0736645907391,49.678578777158606
tagfit_additive_only_coherent_replay,anchor_only_3d_rigid,ID14,-189.32738282126047,1044.9153481129347,-167.8591825550925,-198.69532,1132.6278,-194.690585,9.367937178739538,-87.7124518870653,26.831402444907496,28.41975376644559,87.7124518870653,92.2017170132213
tagfit_additive_only_coherent_replay,anchor_only_3d_rigid,ID15,-201.69007015915452,1087.8700640019329,-192.76541621379783,-200.165335,1132.2551,-184.312585,-1.5247351591545169,-44.385035998067224,-8.452831213797822,8.589247512705446,44.385035998067224,45.2084792199897
tagfit_additive_only_coherent_replay,anchor_only_3d_rigid,ID16,-193.68334691159055,1086.4027180468067,-183.01436755150598,-184.854655,1122.0572,-185.780155,-8.82869191159054,-35.654481953193226,2.7657874484940237,9.251777184953779,35.654481953193226,36.83527472994619
tagfit_additive_only_coherent_replay,anchor_only_3d_rigid,ID17,-175.59742103389442,252.85668607842769,-306.4552042525054,-180.3984,209.458655,-328.203235,4.800978966105589,43.39803107842769,21.748030747494624,22.271646558504827,43.39803107842769,48.77925114135247
tagfit_additive_only_coherent_replay,anchor_only_3d_rigid,ID18,-330.88593292811186,272.0475452981307,-250.19568842606282,-295.4243,206.90585,-224.00141,-35.46163292811184,65.14169529813068,-26.194278426062823,44.08704608147666,65.14169529813068,78.65817248388592
tagfit_additive_only_coherent_replay,anchor_only_3d_rigid,ID19,-213.65209535890062,204.43994332732666,-103.37943155929088,-188.530555,205.96057,-114.135095,-25.12154035890063,-1.5206266726733304,10.755663440709128,27.32720413898356,1.5206266726733304,27.36947919729796
tagfit_additive_only_coherent_replay,anchor_only_3d_rigid,ID20,-59.430362050179724,208.58564089617786,-243.77892187683074,-80.19599149999999,202.56013,-220.692665,20.765629449820267,6.025510896177877,-23.08625687683073,31.051354608619846,6.025510896177877,31.63057705117337
tagfit_additive_only_coherent_replay,anchor_only_3d_rigid,ID21,-212.173354480532,1598.8530945244938,-211.77100341284768,-212.053465,1598.6443,-226.934745,-0.11988948053200943,0.20879452449389646,15.163741587152316,15.164215522389375,0.20879452449389646,15.165652889438473
tagfit_additive_only_coherent_replay,anchor_only_3d_rigid,ID22,-219.12051167741117,1539.0192808201584,-229.5748411310144,-232.83767,1599.3212,-235.17408,13.71715832258883,-60.30191917984166,5.599238868985594,14.815934272226206,60.30191917984166,62.095357033606646
tagfit_additive_only_coherent_replay,anchor_only_3d_rigid,ID23,-215.24250215269012,1617.586887391518,-242.44278588376824,-230.87733,1599.6642499999998,-223.24148,15.634827847309879,17.922637391518265,-19.201305883768242,24.761623320312612,17.922637391518265,30.567285135008277
tagfit_additive_only_coherent_replay,anchor_only_3d_rigid,ID24,-229.55392864238377,1567.862424795092,-224.80417422175265,-218.202475,1599.5815,-226.071175,-11.351453642383774,-31.719075204907995,1.2670007782473647,11.421943388376047,31.719075204907995,33.71291329182153
tagfit_per_facing_delta_tag,anchor_only_3d_rigid,ID01,-482.16127103970916,124.1003785726734,-362.8050273973772,-542.215344349341,182.54280058407932,-383.3240609304319,60.054073309631804,-58.44242201140591,20.51903353305471,63.462764344214115,58.44242201140591,86.27304995633641
tagfit_per_facing_delta_tag,anchor_only_3d_rigid,ID02,-545.3319132405073,1086.4955830934682,-209.69471449851085,-543.22998,1105.589,-259.92136,-2.1019332405073783,-19.09341690653173,50.226645501489145,50.270608129202195,19.09341690653173,53.77446058164081
tagfit_per_facing_delta_tag,anchor_only_3d_rigid,ID03,-573.1310212234066,1715.8930930416495,-236.29948527423016,-554.00287,1625.56145,-256.2951,-19.128151223406576,90.33164304164961,19.995614725769826,27.6714794958082,90.33164304164961,94.47495177077857
tagfit_per_facing_delta_tag,anchor_only_3d_rigid,ID04,-285.5499999963256,54.59035122944812,478.29382860741885,-321.178815,182.16379,479.93382,35.62881500367439,-127.57343877055189,-1.6399913925811802,35.666539365822885,127.57343877055189,132.46540797535613
tagfit_per_facing_delta_tag,anchor_only_3d_rigid,ID05,-190.356230844935,1138.2321689083449,505.99888957551116,-184.9818897969324,1103.586616559577,473.7040289339493,-5.374341048002606,34.64555234876798,32.294860641561854,32.7389915171214,34.64555234876798,47.66713609091036
tagfit_per_facing_delta_tag,anchor_only_3d_rigid,ID06,-185.32227424115683,1679.9266091602942,497.5776906341855,-193.231255,1684.95255,476.52298,7.908980758843171,-5.025940839705754,21.054710634185483,22.491171968864467,5.025940839705754,23.045886788259136
tagfit_per_facing_delta_tag,anchor_only_3d_rigid,ID07,267.3682368823686,129.86688238974443,40.5625038865428,352.14755,211.565355,53.795866,-84.77931311763143,-81.69847261025558,-13.233362113457197,85.80590775420582,81.69847261025558,118.47908774282473
tagfit_per_facing_delta_tag,anchor_only_3d_rigid,ID08,391.3511971235189,1205.6060727979373,-97.03028644469418,391.90054,1132.2804,-71.53192899999999,-0.5493428764810915,73.32567279793716,-25.498357444694193,25.504274347123314,73.32567279793716,77.63454322170946
tagfit_per_facing_delta_tag,anchor_only_3d_rigid,ID09,407.68097531704416,1542.9565026048942,-27.841438378297198,408.80994,1568.1853500000002,-62.4257885,-1.128964682955825,-25.22884739510596,34.584350121702805,34.60277206519568,25.22884739510596,42.823434886536496
tagfit_per_facing_delta_tag,anchor_only_3d_rigid,ID10,53.24763261414,197.44275592324897,-974.1467277770221,65.499245,238.64973,-938.19342,-12.25161238586,-41.20697407675104,-35.95330777702213,37.983448318479965,41.20697407675104,56.04245764351052
tagfit_per_facing_delta_tag,anchor_only_3d_rigid,ID11,-94.78782367318672,1112.762369413496,-942.4425317029088,-63.9057945,1133.4998500000002,-956.990295,-30.882029173186723,-20.73748058650426,14.547763297091137,34.13703476873391,20.73748058650426,39.94221130430048
tagfit_per_facing_delta_tag,anchor_only_3d_rigid,ID12,0.8816425968029762,1577.6397973531512,-928.4280588133569,-43.6886845,1590.1300500000002,-956.35754,44.57032709680298,-12.490252646849058,27.929481186643102,52.59819366547734,12.490252646849058,54.0608581882787
tagfit_per_facing_delta_tag,anchor_only_3d_rigid,ID13,-198.02727600506444,1094.672350574224,-184.8592904030802,-189.628155,1139.0976,-197.96616,-8.399121005064444,-44.425249425775974,13.106869596919807,15.567121258870426,44.425249425775974,47.07375118716145
tagfit_per_facing_delta_tag,anchor_only_3d_rigid,ID14,-188.67204162141923,1040.8083887847972,-166.89643585957901,-198.69532,1132.6278,-194.690585,10.023278378580784,-91.81941121520276,27.794149140420984,29.546249100257878,91.81941121520276,96.45613050398089
tagfit_per_facing_delta_tag,anchor_only_3d_rigid,ID15,-199.10801347126812,1084.9982978798387,-188.382359588197,-200.165335,1132.2551,-184.312585,1.057321528731876,-47.25680212016141,-4.069774588196992,4.20487740770809,47.25680212016141,47.44350683326376
tagfit_per_facing_delta_tag,anchor_only_3d_rigid,ID16,-191.25007340834418,1075.6936691687865,-183.76761700560678,-184.854655,1122.0572,-185.780155,-6.39541840834417,-46.36353083121344,2.0125379943932273,6.704601837295321,46.36353083121344,46.845796790465016
tagfit_per_facing_delta_tag,anchor_only_3d_rigid,ID17,-178.00498915208811,242.41474621156172,-311.87193253851865,-180.3984,209.458655,-328.203235,2.3934108479118947,32.95609121156173,16.331302461481357,16.50575219659163,32.95609121156173,36.85842920581486
tagfit_per_facing_delta_tag,anchor_only_3d_rigid,ID18,-324.3124176784495,288.99106709586556,-246.38534602085178,-295.4243,206.90585,-224.00141,-28.888117678449476,82.08521709586557,-22.38393602085179,36.54536817148695,82.08521709586557,89.85291759572927
tagfit_per_facing_delta_tag,anchor_only_3d_rigid,ID19,-212.87163725603727,199.65378569107048,-101.34358058320208,-188.530555,205.96057,-114.135095,-24.341082256037282,-6.306784308929508,12.791514416797924,27.497474910804485,6.306784308929508,28.211463180588165
tagfit_per_facing_delta_tag,anchor_only_3d_rigid,ID20,-55.91148701238649,213.7902260627905,-241.6207734957311,-80.19599149999999,202.56013,-220.692665,24.284504487613503,11.230096062790523,-20.928108495731095,32.05811727812493,11.230096062790523,33.96819013426408
tagfit_per_facing_delta_tag,anchor_only_3d_rigid,ID21,-210.53153609028823,1617.6665287531503,-213.84406135791664,-212.053465,1598.6443,-226.934745,1.521928909711761,19.02222875315033,13.090683642083349,13.178856772244131,19.02222875315033,23.14146608494164
tagfit_per_facing_delta_tag,anchor_only_3d_rigid,ID22,-217.4220207893104,1536.5553218569673,-227.72205187108057,-232.83767,1599.3212,-235.17408,15.415649210689594,-62.76587814303275,7.452028128919437,17.122352753673812,62.76587814303275,65.05943761582387
tagfit_per_facing_delta_tag,anchor_only_3d_rigid,ID23,-215.36159646965098,1616.72631897583,-242.50967980313408,-230.87733,1599.6642499999998,-223.24148,15.515733530349024,17.062068975830243,-19.26819980313408,24.73866428565401,17.062068975830243,30.0518836077588
tagfit_per_facing_delta_tag,anchor_only_3d_rigid,ID24,-228.0978733465888,1563.467070703906,-222.8293419358431,-218.202475,1599.5815,-226.071175,-9.89539834658882,-36.11442929609393,3.241833064156907,10.412895373215546,36.11442929609393,37.58564078788735
