position,headline_err_3d_mm,oracle_best_err_3d_mm,oracle_improvement_mm,oracle_dropped_links,verdict
ID04,127.17441499029208,25.23629825932831,101.93811673096377,"C,F",oracle improves after dropping 2 link(s)
ID07,119.70950006374801,40.457221149823276,79.25227891392473,"B,G",oracle improves after dropping 2 link(s)
ID14,92.2017170132213,46.712840270150146,45.48887674307115,"B,D",oracle improves after dropping 2 link(s)
ID01,89.0878819225367,30.71271779388391,58.375164128652784,"C,G",oracle improves after dropping 2 link(s)
ID03,82.99075458911533,40.04347976805085,42.947274821064475,"D,G",oracle improves after dropping 2 link(s)
ID18,78.65817248388592,46.86733076138289,31.790841722503032,"C,E",oracle improves after dropping 2 link(s)
