positions,median_3d_mm,p95_3d_mm,rmse_3d_mm,median_horizontal_mm,median_vertical_mm,mode
24,73.37666053581593,170.94210315363543,107.52898947041987,37.94950096062577,63.25513205912067,production_baseline_with_best_selector
