positions,median_3d_mm,p95_3d_mm,rmse_3d_mm,median_horizontal_mm,median_vertical_mm,mode
24,72.6891193204547,171.49736845476443,109.84509967728259,37.42034807667451,61.870068315403614,production_baseline_T4_mean
24,49.44905402372889,115.58333260616894,64.237011200706,29.73555418753272,40.16482459692246,tagfit_additive_only_coherent
24,48.28158745476371,118.98305780565234,69.60263535299423,29.383316666008703,33.941194605848196,tagfit_additive_only_no_top12_train
24,60.74424376327441,112.37005903094509,73.15179315290904,29.743446599277743,38.88435299027735,tagfit_joint_additive_plus_rho
