positions,median_3d_mm,p95_3d_mm,rmse_3d_mm,median_horizontal_mm,median_vertical_mm,mode
24,74.02793443348867,122.61337584913382,82.75960607557732,31.681894490343552,49.17674702947966,B1_session_t1.3_g1.5
24,74.02793443348867,122.61337584913382,82.75960607557732,31.681894490343552,49.17674702947966,B1_session_t1.3_g2
24,74.02793443348867,122.61337584913382,82.75960607557732,31.681894490343552,49.17674702947966,B1_session_t1.3_g3
24,49.62617693828392,126.05467775131045,73.44617138445481,31.681894490343552,41.83712086799174,B1_session_t1.5_g1.5
24,49.62617693828392,126.05467775131045,73.44617138445481,31.681894490343552,41.83712086799174,B1_session_t1.5_g2
24,49.62617693828392,126.05467775131045,73.44617138445481,31.681894490343552,41.83712086799174,B1_session_t1.5_g3
24,49.62617693828392,115.58333260616894,66.32956149549088,29.73555418753272,43.89153353824746,B1_session_t2_g1.5
24,49.62617693828392,115.58333260616894,66.32956149549088,29.73555418753272,43.89153353824746,B1_session_t2_g2
24,49.62617693828392,115.58333260616894,66.32956149549088,29.73555418753272,43.89153353824746,B1_session_t2_g3
24,69.0642388334789,112.02183870054293,79.13735098423244,34.24338438384605,53.825819202414095,B2_frame_greedy_tau2.5_t1.3_g1.5
24,69.3518119100545,112.07432193842662,79.21613775345799,33.77673537554861,53.81365676830694,B2_frame_greedy_tau2.5_t1.3_g2
24,69.3518119100545,112.07432193842662,79.21613775345799,33.77673537554861,53.81365676830694,B2_frame_greedy_tau2.5_t1.3_g3
24,68.19708059068441,109.89071449792382,73.65720709537062,34.40841913737043,43.26684239400436,B2_frame_greedy_tau2.5_t1.5_g1.5
24,68.18574449895866,109.89614039366033,73.70619970660893,34.40860800010132,43.26684239400436,B2_frame_greedy_tau2.5_t1.5_g2
24,68.18574449895866,109.89614039366033,73.70619970660893,34.40860800010132,43.26684239400436,B2_frame_greedy_tau2.5_t1.5_g3
24,53.24265458909372,110.1859516901954,66.71781557297578,28.97413069012305,42.91679778671292,B2_frame_greedy_tau2.5_t2_g1.5
24,53.27396330812729,110.1859516901954,66.7208312500834,28.97413069012305,42.91679778671292,B2_frame_greedy_tau2.5_t2_g2
24,53.27396330812729,110.1859516901954,66.7208312500834,28.97413069012305,42.91679778671292,B2_frame_greedy_tau2.5_t2_g3
24,69.05465703117441,111.97014895308125,78.8047925955481,34.093468232842994,53.645033653650444,B2_frame_greedy_tau3_t1.3_g1.5
24,69.30406416577911,111.9751109232173,78.87407327465968,33.61433149845319,53.63287121954352,B2_frame_greedy_tau3_t1.3_g2
24,69.30406416577911,111.9751109232173,78.87407327465968,33.61433149845319,53.63287121954352,B2_frame_greedy_tau3_t1.3_g3
24,68.18145644052187,109.80014252536837,73.43335636481598,34.560829535870994,43.32726902776902,B2_frame_greedy_tau3_t1.5_g1.5
24,68.17011561369596,109.80014252536837,73.47502033884875,34.560829535870994,43.32726902776902,B2_frame_greedy_tau3_t1.5_g2
24,68.17011561369596,109.80014252536837,73.47502033884875,34.560829535870994,43.32726902776902,B2_frame_greedy_tau3_t1.5_g3
24,53.11922472043479,110.12364610495206,66.66949016880035,29.309154453054916,42.90799372194655,B2_frame_greedy_tau3_t2_g1.5
24,53.11922472043479,110.12364610495206,66.67029861132394,29.309154453054916,42.90799372194655,B2_frame_greedy_tau3_t2_g2
24,53.11922472043479,110.12364610495206,66.67029861132394,29.309154453054916,42.90799372194655,B2_frame_greedy_tau3_t2_g3
24,69.02414472520584,111.59562084969394,77.4270006639254,33.83902493232557,51.66892669378103,B2_frame_greedy_tau4_t1.3_g1.5
24,69.18161328718239,111.59562084969394,77.46505474470051,33.53118031159678,51.65788044013971,B2_frame_greedy_tau4_t1.3_g2
24,69.18161328718239,111.59562084969394,77.46505474470051,33.53118031159678,51.65788044013971,B2_frame_greedy_tau4_t1.3_g3
24,67.6760512246326,109.63772085612509,72.49667948977047,33.95207576375362,43.398982143286986,B2_frame_greedy_tau4_t1.5_g1.5
24,67.6760512246326,109.63772085612509,72.51938960927518,33.95207576375362,43.398982143286986,B2_frame_greedy_tau4_t1.5_g2
24,67.6760512246326,109.63772085612509,72.51938960927518,33.95207576375362,43.398982143286986,B2_frame_greedy_tau4_t1.5_g3
24,52.96649398105284,109.76990071484698,66.40730574795722,29.9171890505321,42.941334833223735,B2_frame_greedy_tau4_t2_g1.5
24,52.96649398105284,109.76990071484698,66.40730574795722,29.9171890505321,42.941334833223735,B2_frame_greedy_tau4_t2_g2
24,52.96649398105284,109.76990071484698,66.40730574795722,29.9171890505321,42.941334833223735,B2_frame_greedy_tau4_t2_g3
24,71.28112608546068,133.91888078508413,82.69518455613425,35.818681213058106,48.48096597848722,B3_frame_exhaustive_t1.3_g1.5
24,72.80612343756655,133.02014264399455,82.76576219437561,37.238406217001284,48.66749929384804,B3_frame_exhaustive_t1.3_g2
24,72.80612343756655,133.02014264399455,82.74969104351796,37.238406217001284,48.66749929384804,B3_frame_exhaustive_t1.3_g3
24,69.67921169503656,133.4312474796441,82.3801792786821,35.79110482922803,48.5091804270085,B3_frame_exhaustive_t1.5_g1.5
24,72.15648832507657,132.6801505760234,82.51259700786623,36.82370307501108,48.69571374236935,B3_frame_exhaustive_t1.5_g2
24,72.15648832507657,132.6801505760234,82.50068599820902,36.82370307501108,48.69571374236935,B3_frame_exhaustive_t1.5_g3
24,65.49299173436125,116.85584168146681,77.65203426962263,34.65684486933776,42.988896712282894,B3_frame_exhaustive_t2_g1.5
24,65.94766962815036,113.89435866168255,77.82927518187509,34.92512502874179,42.540376060733905,B3_frame_exhaustive_t2_g2
24,65.94766962815036,113.89435866168255,77.84669403264147,35.07617269203878,42.540376060733905,B3_frame_exhaustive_t2_g3
24,49.44905402372889,115.58333260616894,64.237011200706,29.73555418753272,40.16482459692246,headline_additive_only
24,27.84488523359707,49.55041072962423,32.437955909679324,22.710592950915427,9.454555728241075,oracle_best_subset_median_range
