bootstrap,delta_tag_mm,rho_percent,rms_mm,delta_A_mm,delta_B_mm,delta_C_mm,delta_D_mm,delta_E_mm,delta_F_mm,delta_G_mm,delta_H_mm
777,-245.0651636481411,9.942337629890119,95.5037809235128,397.41969432419273,114.33005040908037,110.13796691485473,243.78101734103205,137.53486087935306,249.70531554175204,171.04751691977114,67.22752173510946
778,-266.1143365397695,10.489480910911908,94.64066520953511,338.13824311326607,141.17089830558857,178.7935061430215,282.8971207781202,146.89413122620627,127.43208800732455,206.29293116149188,69.56502533012656
779,-286.1748102907735,11.214740579049476,96.61054321226189,341.5107265601602,133.6466592419019,133.77670008869887,232.35831047964678,186.87321893924732,190.64587359803798,178.5741040930877,93.79835106436484
780,-35.346950251354166,4.290869487078575,79.54387424401621,274.46803770464913,188.1589946198986,155.7626044090975,234.58448195864008,101.54413444975917,199.4579016536321,237.60936590643314,99.59842336303589
781,-278.6222521124067,10.776921065172473,96.36781433168122,362.9732173625763,147.69821311990714,125.97139265225411,292.21266055584744,175.3590450214729,180.74205938189206,157.60274199178198,48.62461397941374
782,-73.8715523556082,5.175593019677827,80.01999224382503,294.7435556405756,192.86098639366085,110.18787525410245,291.1254281702548,174.44975862510583,206.49429545127825,175.6630619627585,45.65898256740934
783,-191.46433697339728,8.621687855477944,97.92210295208186,266.1941038824617,221.19059631313337,105.25870527105889,291.52547600253206,143.70981924501058,235.89711615558753,143.8885752740267,83.51955192133477
784,-100.87626567487324,6.008511439395647,94.88959863938014,343.6589061736541,134.72385683615713,200.25248371752116,195.23921623607035,148.08172857502603,175.77713061449415,218.34670247814657,75.10391943407613
785,-280.22143920347816,10.98325617610314,93.72937709266616,356.6836692590116,145.992564648891,85.12358928012839,298.3102174136705,180.21822356769133,209.69642891311648,157.03274805139404,58.12650293124233
786,-181.8076338403926,8.7598336179326,109.36923471098534,381.3418257917506,98.34687927199295,181.40163687882654,272.54310763242285,165.94625087795143,158.1332084675623,182.07635790382392,51.39467724081504
787,-80.96814630428757,5.701976430405864,92.91211539117936,354.4716997994317,169.8875645047276,136.45408366220744,226.88978844140186,176.157321243231,183.7051316262944,172.251434790281,71.36691999757063
788,-148.4837105679978,7.71535760771016,94.9659772447813,346.7762003952404,199.16462699586523,233.45604247459687,264.6536974317547,136.39902652279287,139.36132624692942,136.88080138332302,34.49222261464314
789,-202.12129485376167,9.26794741762933,102.05201389754677,327.5542039569144,139.2484463778949,112.99257888657452,279.28108492539326,171.097942089844,169.57173773707837,252.32422876509213,39.11372132635401
790,-227.7341323682523,9.336494794558092,89.19500744749041,307.52675791297247,133.22751759326076,102.58262982954027,361.41352688806904,164.2885639858308,183.040632720355,152.08176021495956,87.02255492015777
791,-84.06808813745809,5.452761542293205,88.84287730969577,282.27970806119197,186.93320359942456,127.23892096794268,211.18017251805824,172.3453901674041,165.26196547805924,262.2735277209649,83.67105555209986
792,-121.93139375239372,7.249163633740352,89.84888494323978,285.68827603665113,213.9343841635044,101.01270094426528,301.6492635320112,143.3004803036769,185.45280867324172,220.6003385231067,39.54569188868828
793,-66.7019652667743,4.970019407520709,68.16736772472929,301.18346928585913,141.43622590509693,142.2380848622894,378.33305509822617,199.80558042086417,117.52372194372586,156.46347456818958,54.20033198089433
794,-107.041732676019,6.207951671925116,90.79878779884307,309.6149934730801,133.82766152353508,116.24529021458781,237.44829106124357,179.1176109013638,203.50947890589953,249.53394284707917,61.88667513835652
795,-204.85905847135604,9.377166689323246,99.32792035323527,261.5824242393082,166.08034693704147,123.81537798460926,226.93420799096583,190.51151101014474,156.51615965513685,306.27450977763596,59.469406470303355
796,-191.73300552793816,8.756990758535643,99.02000197188337,388.1815810189879,172.038216412515,134.076936537412,231.27999768608285,172.8355788393965,207.71065022368288,130.11059365049482,54.950389696573694
797,-130.64802705162037,7.26680080485802,95.10301358622687,308.47473576314405,183.49060709019224,101.3183883679505,298.4133268232562,195.59883874768437,206.06347308811647,148.00881169511948,49.81576248968224
798,-199.0879295665174,9.35289035087905,105.92898975442742,373.36833342959073,154.54456560301566,203.2866998581311,332.337325255972,88.70322402573163,122.50114316153642,171.031468131512,45.41118459965611
799,1.9847096537906679,3.428282104038516,88.61411695976066,274.824238875122,130.36640804034056,276.1139586328494,224.47108345696495,122.58831431424467,165.64271354784225,180.3198287096658,116.85739848811599
800,-279.13495586117324,10.545178189906323,96.66702528316475,283.9927304836461,145.28653753233522,118.47515603735741,342.3556631405556,189.97600418211448,173.61216808883643,178.43233616577214,59.0533484345283
801,-186.24603160524526,8.59019012326101,93.89631118261578,317.853144921741,224.317142479379,130.00839431813478,245.32795264343213,186.19051145665006,160.45409635575857,165.6003044567931,61.43239743325708
802,-79.99355684502046,5.870904052564896,93.6963502999202,344.35640764989876,140.28279253101843,149.54115576462956,253.7819255661233,119.51880607840172,223.49728565121896,179.00012479419217,81.20544602966275
803,-146.51772909044047,7.15781687977497,83.00717877446665,292.27693094205495,146.4753751112392,190.0750287036893,277.7412590931424,146.30796258162053,167.51017296299506,185.197369236733,85.59984543367116
804,-169.43361275921941,8.34697964126594,97.99404095995011,335.78360604014614,190.99241360443793,158.29506740089025,213.111644155775,167.28429360444463,162.07710746561716,218.59197356319575,45.04783823063883
805,-121.91775530544831,6.277486968143364,89.50131395822902,328.1807801496832,286.99716553028094,132.04481640239356,251.91785159897324,84.94542745856194,229.18867628251135,150.62259837271094,27.286628270030462
806,-42.9810961634299,3.9036220743511763,73.9845742887993,343.9876551364439,99.97573297830368,87.71612633581663,284.6577779350559,182.15744107071987,204.2791562953389,186.71028522077893,101.69976909268783
807,-244.74188940840418,9.761287111965444,92.10434968882149,316.2658815884062,157.85735902506832,97.87040774489368,299.66612138026113,138.6946279458272,205.8974301428349,224.95864339709908,49.97347284075511
808,-109.88964964850025,6.110302859099193,78.73171937393687,322.0189923843644,137.97766517985937,112.91261383209712,220.38247640900164,181.31962749367625,207.93758024783628,241.26421647092633,67.37077204738422
809,-217.7059471381073,9.11365667153703,88.88367833391767,268.71255184661436,158.06510478772705,111.18694659260636,249.90761727851404,236.64492879002086,165.26633336335607,232.11946490645917,69.28099649984773
810,-136.34080292692664,6.9659967934533995,81.77801260616046,318.7144784330344,168.35332599777635,134.27776166058652,253.87531592304407,144.14733305340278,203.11449531574576,194.4855517106944,74.21568197086131
811,-92.02653723318132,6.1081432831418425,101.3952824813906,314.20625413180124,213.6036190529996,152.68328956625726,236.20855623341205,105.71754430425405,179.4957450332628,220.90724718718062,68.36168855597799
812,-122.6031379678936,6.788221671281747,87.07969086795246,286.94010998731574,260.4611794447904,66.56561830473123,270.363512232653,159.42166976687315,184.77991059079173,190.0584984280175,72.59344530997292
813,-171.9793807319016,8.239298557379726,90.34630758315251,322.21524642792053,213.03726160982598,132.2097738513623,284.0059032204789,173.3456889657195,152.5864631095302,156.1713931910829,57.612213689225285
814,-205.7295087590599,8.675325293129177,94.06460889337602,380.3671657197575,167.8185362073359,215.773582252352,219.8647668279607,143.61310625827457,181.69732968612766,136.64725105893825,45.402206054399045
815,-68.43667753018582,5.060136181111119,81.26492234513394,387.66226093024306,159.63724059201655,102.19731820047762,245.91913496001592,107.7466600652153,220.42061082912065,195.14254926456013,72.45816922349638
816,-192.61958798341968,8.444058750487926,82.89550663731437,242.76971423758164,163.96311512567726,231.18669239343683,210.3385766831048,148.5579755374536,157.3002996236803,234.94082690521262,102.12674355899856
817,-123.13966086689167,6.851687520000382,90.10287752233897,300.9459477674918,130.21049515462414,109.12962999601368,323.1258614768447,203.86131472622748,173.49821696049472,189.12476613678456,61.28771184666452
818,-194.8146434888724,8.770539414834388,95.83254203554002,331.3559124754906,176.83430628132137,163.48300968638188,251.50914399205686,176.21146068335761,144.12725550430602,193.89794192191988,53.76491352031144
819,-88.03379005394545,5.588668624749005,77.76404186213169,326.807285344341,122.31698436632605,124.04646860333831,297.75027019292355,162.53288571297946,206.240378727738,183.52729032164515,67.96238079585412
820,-290.1498882747786,11.51090767923777,97.78019655196337,336.732027099269,183.27584734271835,152.17089045666893,252.39032510606586,148.39841425704395,218.03186007522174,144.17247051529418,56.01210921286358
821,-87.97971364488814,5.978384277730164,102.61280348000889,357.0895055740517,182.61747973802167,158.24919683245588,274.56862647752985,134.32596282421642,159.87716640494574,210.66000011455156,13.79600609937279
822,-275.8028936797042,10.812901875649628,102.72762006475577,353.68492778655525,185.83540782476493,121.164407376673,265.20526440773864,148.44445383647647,174.46570832461234,180.45725320064838,61.92652130767664
823,-93.12561443003476,6.522004017343619,98.7395847278594,289.1314038657755,223.96632722375273,167.74719738843535,221.08101982548592,130.33133437505958,213.89334875000498,183.52814930867248,61.50516332795908
824,-116.93175910485598,6.751656917848692,87.28495265906376,350.7492895370825,230.98950278330082,88.6720925449257,312.84151957026495,123.94559980770528,170.32308016330134,157.2745566211223,56.38830303744271
825,-249.18347542369276,10.023725846230036,93.13522388490732,368.35269786629055,82.68478776290694,133.18335351914303,240.0540656722244,182.80407675782251,161.7826613034239,254.01682394449008,68.30547723884419
826,-177.03006453042488,8.103327928704829,86.98015855422946,263.96522678509496,157.71529874848426,154.54972795053624,277.35812095846654,166.46121621053234,217.87139926993083,183.4748089085283,69.78814523357211
827,-240.14369494728882,10.009768021918664,94.41540057154234,320.5378331493103,183.09495168100327,102.18136874072918,275.0197443383467,99.08313068763617,205.9286570899158,248.03279421213216,57.305464166072056
828,-61.79289596528151,4.804333458464427,79.05870867899927,287.5510794295508,173.93250655577447,81.02239304187023,248.09289668484055,155.73504196457264,219.8275104522101,229.00338490129823,96.01913103502861
829,-183.0731328555919,7.92555439093654,91.95080554545012,323.3201468563334,203.95563938628337,108.35935481948871,275.9731896058441,98.78993854086696,177.02708019249263,219.4210428304376,84.33755183339883
830,-138.88019134664742,6.827579863035282,83.09191380497053,276.9452529253275,159.1732427773066,97.84762558908665,185.48917126616666,210.5941018385696,216.5346441105599,243.3560984464198,101.2438071117089
831,-185.34337578882864,8.622713205183175,96.52789440606315,268.85921971268385,117.44377907845501,151.79057236106522,254.37547274135022,190.23268341605117,178.91368669227094,294.5943781364168,34.974151926852414
832,-162.03773210261832,7.488354319358592,81.47879650998206,283.4214628469706,204.58768511427172,157.53741523120144,221.25755019429909,211.94015840443552,158.23158176937517,187.85497541279017,66.35311509180188
833,-222.46628026635048,9.316777293765455,92.23471464155135,372.2211356221725,217.8565828995112,179.20819537386254,164.5623917539075,141.24017132680393,224.3704972496961,165.58112141685822,26.14384842233366
834,-173.93312773566458,7.841401005243398,90.78759530248237,379.96539576580307,181.82588288942637,143.9739139942873,225.1036590394532,178.2948222086927,184.04298074137907,160.1494719507818,37.82781747532215
835,-113.95069594885048,6.209834628115374,89.32075172316472,323.4772760071063,144.6973058035075,149.7668961069029,310.76865851118515,164.96743024708223,165.71608589983305,168.20537692626004,63.58491456326851
836,-144.48120559549596,7.639561699206565,99.41799417479528,298.45218221376047,189.55606825255828,150.11855662586603,295.07235867095625,139.91883027923635,177.66973790463246,182.86639952367202,57.529810594463754
837,-222.7706146480407,9.380200641773051,101.92479435715023,338.8818655455547,175.47000542088307,136.5376296334116,249.53497841038268,194.22743538140472,137.63258103201355,172.75170949392148,86.14773914757382
838,-175.41493200137592,7.308171695524379,76.02426273126382,352.91530756053373,134.98405572417565,103.87467653060668,268.6321972826651,165.64304807484461,175.98075731091933,204.2702583482974,84.88364323310314
839,-159.73059067783396,8.04624043115112,112.01357999318643,345.6649613919656,221.5485564070104,179.97223877179894,192.22346583272332,128.321076364644,172.8108520936258,200.60151251784754,50.041280685529955
840,-211.99514369541154,9.275191779808267,103.45155674509542,361.0448669642593,173.02265831590307,134.9918784403032,236.70996625987271,178.09683683913886,222.386958700635,169.3359869390004,15.594791606033084
841,-271.05150446046684,10.949532476578838,98.28477173178537,279.5559656791986,251.84855941787558,60.909909400549154,338.08207962103523,150.96841970285124,187.33314897488162,162.47516092829053,60.010700340463615
842,-130.14747699554047,7.031810111218739,82.05614863194435,318.33446780979415,175.1473198137481,101.98826052698827,305.8127839137103,125.71542301509379,134.62166523572347,213.81293992440965,115.75108382567788
843,-208.81703655471807,9.326927404109853,95.28751737295802,364.15444223199484,131.92286796265665,40.302041298315714,274.21180811940644,183.60461546840108,195.30729357597176,220.65807616845484,81.0227992399443
844,-118.2162957232909,6.850830958856813,102.32925442861152,331.6657239145007,182.79037848245892,116.24962705205577,260.56159996510144,131.74296632673958,184.7966743757057,210.5544642375795,72.82250971100403
845,-113.83489074591648,6.322561109333336,95.58718835988107,338.6522312807398,171.54992800510794,153.97005823286113,302.89162241021756,116.2504240946171,180.50133511238988,160.52072447562753,66.84762045358468
846,-125.7108546040795,6.192427589041927,84.8584769945343,338.8825708166053,113.62397078105096,118.6985001332702,287.6015602332128,187.01937650400103,169.06640756649068,197.6183651293617,78.67319290115293
847,-25.0328378568716,4.028652172849689,87.09369907270899,243.2828844565568,208.06156461654928,143.81202284565447,257.30273744296704,166.65477484712932,160.39606047600068,268.9386452068998,42.735254173388256
848,-62.61038108509387,4.452386799509722,76.33834422893726,305.9916592112857,187.010147620511,96.90701930999842,237.34814965590246,144.98083501045707,193.11710018545298,217.4268039918075,108.40222907973049
849,-89.15563932508142,5.38600317229978,88.64673823176616,373.905354203261,126.60337526511474,104.13602160249296,285.6898223527017,132.7764814577997,218.91415646066991,186.81783663220736,62.34089609089824
850,-166.14298879020117,8.20485947474019,94.97345739929014,301.7462933690549,154.95547200211138,182.79385103937994,254.5345989641541,130.9236366060236,209.23809859248092,176.75795841094282,80.23403508099788
851,-290.6354819594354,11.15247917898543,98.72113387621025,390.6339549697384,145.94082702614887,100.04515995148721,259.00264846263065,174.310691532242,157.01145989490556,195.16732164845237,69.07188057954059
852,-221.18908661375747,9.332741381442133,102.3957000219291,397.18292825024,89.26879733722961,192.14526974785514,262.4772604822174,153.98132567556064,205.59156643208672,176.01681275630494,14.519983383651123
853,-98.70107611212205,6.414255362255972,102.98558679653226,325.4494594409451,228.81852855857113,107.99948791907056,249.33477680398704,102.43487625249688,201.07787018375683,236.16588938708963,39.903055519228474
854,-193.83415453342883,8.572138633450876,101.73205647431361,379.5580613489053,164.49372683244178,170.28062558167545,196.00702881636315,166.26520822967404,184.3921010160774,179.21407312065514,50.973119119353385
855,-225.21465761079324,9.740632397596016,93.85776579680345,354.1087631249387,163.0078601570521,121.72187454282417,180.81217823325204,247.15952335245115,204.0767976566116,166.32120815255587,53.975738845459944
856,-160.72039860532809,7.735549854909607,91.54466399304806,315.59364290897724,107.52126624389446,198.3470953312585,246.48110205273332,159.20819424108774,236.25487744488143,176.45430922420923,51.323456618103734
857,-29.862895228076066,4.251876800294241,96.0997786720341,356.254496485133,126.43046085682482,171.3724600651856,221.52066864839657,137.03281871525246,208.69526988037165,206.78395250864637,63.09381690533512
858,-278.28320899935056,10.701447306407275,98.96674036047982,288.29652728417875,173.5218345928719,179.73805142249776,280.9249234157355,139.87740629781257,163.14717918522066,191.70591648022992,73.97210538659854
859,-65.9976665184407,5.087068563853592,81.23647527820721,321.4633429201686,213.64954637946624,71.89947247251015,342.67885612802775,98.79135661576464,172.9245396339501,196.98881609145747,72.78801382380068
860,-277.9819835277884,10.859750216319952,99.91675555041944,361.27732734459164,147.17990148837245,147.62013215075365,253.2436453820303,97.7154640947576,211.91326661400657,217.87079190132437,54.36341508930906
861,-75.94425111395611,5.455754965436199,89.47708471372229,321.1734680414133,280.28997988488334,119.70512345434872,240.3384979881146,145.53374188026885,141.42452496730235,203.81135626264265,38.90725158617187
862,-62.53493073975759,5.229861420291471,84.23059723561605,216.46856861843202,200.41364248471132,129.24112268173798,297.75921725761606,206.94248749788989,190.96612592395627,154.14766218385662,95.24511741694545
863,-190.0950833348571,8.396970145579274,88.1533827395273,349.44384676889126,130.21261432499097,148.73752148538316,249.46472608508907,115.92717068010155,238.1142463295066,178.94767808502291,80.33614030616005
864,-172.8641549533714,8.099889958950257,105.73366322974462,353.94846062446123,249.94137276864151,159.164686412047,165.98677155447973,182.58618588090016,175.06842944110318,178.15851638867642,26.3295209948364
865,-222.75599754624545,9.30800228114137,95.74790339280938,268.68327012433764,138.91721531963742,162.14825253270024,284.2842420616729,197.20413908075136,154.17859284279015,211.91454700953517,73.85368509372069
866,-235.26717311262115,10.10436791057856,109.87992114874861,380.2558134646141,105.47385847265694,117.35896952826326,283.5141876324475,123.48674730830129,190.99131037801092,218.40760692012935,71.69545036072225
867,-33.87975193082359,4.095120371887262,82.57777358058324,352.4160974589588,212.44156661114306,59.04095067552589,238.78591661744588,194.46682053080673,191.69882877276368,166.86149500328827,75.47226839521332
868,-94.36029777621467,5.96485979846042,93.78886068929778,325.82640854280305,194.11788535246248,110.06299614723227,262.896132834287,119.48502435954993,202.30952684045278,196.74637706143096,79.73959292692716
869,-154.03568978389424,7.607833344319204,90.03850825341084,274.73940464384117,123.1688190423314,153.03712671188248,247.28454217590922,87.46615157187632,219.99880387845718,228.14120421238295,157.3478918284649
870,-265.39872784469935,10.718306804786693,100.09626257204097,319.09162419984614,137.50983678589006,126.72197351295692,271.1966537931425,222.49041868396696,140.3529749485277,212.80011497292378,61.020347167891586
871,-135.14334535330886,7.173117550153307,93.96420878648863,278.5940165306819,169.34654390442088,159.44728369883097,247.575707014617,173.09744762470737,220.68207959975078,165.46419569531716,76.97666999681954
872,-101.994051525418,5.897570309415556,89.30940010934971,286.7651755676492,191.86859273928317,182.07492670544622,216.03012141392202,161.52856101758883,135.3741660295616,243.48640157697957,74.05599901471501
873,-203.14185306261808,8.850816951276563,92.94969356919349,358.26818474509264,174.0689180999328,77.3525631412657,272.69910375406937,134.84370461132178,196.8892512588622,228.1360464845323,48.926171970068765
874,-86.52641631709251,5.732788408516143,85.04635482466622,295.98306945822947,238.15246916221489,73.84261801236858,269.40295866806696,172.6578565397429,189.26264510428558,146.89898036358932,104.98334675664795
875,-149.70149680696346,7.5874399645663,86.80733545164412,316.3817895879562,214.97209682890303,92.91858871217534,246.19641463554714,133.38417089898036,222.19005134731003,153.0333999380048,112.10743211626874
876,-9.591517776767827,3.454158052122125,84.56704122812948,317.09158308472206,155.98380251242733,98.19708813485903,247.62052755895118,88.95500074635919,209.61771954654546,274.3028128645607,99.4154096167207
877,-183.52130455493224,8.792387800432433,107.15414399616219,374.6689923781645,180.95262731151675,152.04355534554597,253.27999181098608,178.02865980872872,156.92887988774172,131.87315955905876,63.408077963403144
878,-201.75244842639108,8.810065327095984,95.99311683518305,322.2472323806629,208.57233939605013,130.93020132526397,280.0467990016477,128.93469857052145,143.56963143789895,169.93308828480406,106.94995366829652
879,-206.75414159956554,8.573032459290175,90.11011992177197,277.95723152550596,120.43939058006073,179.973821737421,316.8352977382489,139.1769140677234,211.2877335897934,180.35426950250033,65.1592853238919
880,-179.22808997374807,8.104919239737463,96.36021460643299,317.70126909243885,175.0196950943388,113.541794811184,314.9933476920362,149.18326270148168,158.69570652030205,203.45418830098464,58.59467985237943
881,-222.04896163281555,8.895488299936716,91.25863838697813,355.3620917082761,139.5038024594263,144.14490599297562,260.39551607836756,105.54376060947918,241.23914222172894,201.31728771387742,43.67743728101436
882,-176.34990110528247,7.715850084508702,79.1714526375203,286.426147309043,145.40814958717476,109.1380513891953,236.27655964053656,203.70176825734544,228.5710742953571,191.49894612913582,90.1632474573576
883,-80.7749154747091,6.014521179145049,100.4111964082593,314.34029229021985,337.1696587110923,150.43185255517676,203.40640347435587,86.16801664087595,149.7904839291513,191.09450272112926,58.782733743144334
884,-140.04059983956452,7.79163960903464,103.91818425131508,323.77608562121543,202.39972140777536,217.5740664785946,195.03682052196268,91.07133359674762,193.83952168574018,189.3004133455587,78.18598140755108
885,-216.41920725423992,9.823636135509162,103.24953517079065,333.4425730645446,247.6991605731438,92.20134135363641,235.3161925611442,131.11256430545058,198.7747140316534,177.2430464937119,75.3943516818607
886,-267.1969081446436,10.706894754471463,94.03413508197087,396.3692741542399,154.62506183843402,69.43683776947705,233.6792869075682,190.19727810456288,197.09027872561833,216.1733388222808,33.612587742964394
887,-186.53721804904185,8.309694487397401,95.63522166776538,301.24965378873276,178.16820145514578,142.1981576900661,261.2535714567911,74.82324584791164,233.81158521263762,202.04416994834193,97.63535866551865
888,-225.66835543814224,9.823740491164301,96.7617450704075,297.45176321360606,141.8540767278178,105.01596219892393,335.2648315633089,181.4568478250544,169.54771634306454,176.00187844758557,84.59086774578446
889,-96.58998391636361,6.343070483353586,92.97167805043327,318.4599138811183,164.60370695551512,91.14722683977622,265.1649510178988,197.02064362610224,217.8972996809227,200.94552379132367,35.94467827248852
890,-116.50061295279092,6.562953035255958,91.67916513644596,378.03377209487735,236.45469000701112,100.75204284759543,255.72503509095216,123.79106898847562,125.39225781356414,182.00590638649683,89.02917083617297
891,-261.5162189990872,10.69612164259155,109.67470752727132,302.84346326410304,257.8670892312998,176.25075775836024,228.64120411452805,93.47005328136412,180.25315721276357,211.8024970574238,40.05572214530304
892,-188.35114226230766,8.467212670031188,91.05154507464155,354.5148702923931,99.21810918328376,166.896140421641,275.6171582844489,215.06743395612472,162.08255426897023,152.99526994406602,64.7924077142179
893,-138.87483595593892,6.899486153347567,95.09217096310265,268.885088622533,140.59263658304144,174.06348777171416,227.80352832071728,176.28865143382092,178.3679688521755,246.74042370085806,78.4421587802853
894,-154.3116941505193,7.171795555727378,91.87345347989668,328.0190675284384,177.93408563826213,78.5669905618232,245.2828144657541,115.16417537518323,176.3892237305272,306.28256691668093,63.5450198484764
895,-81.23037905644118,5.517379372472675,87.80925706421401,275.2940667760864,214.83957432359423,118.4848271174041,290.9288428543386,190.39996312835356,154.71006787196546,179.5648809774957,66.96172101590751
896,-249.04636623375066,10.551588131407286,104.96353123572258,323.2830473635497,174.94970185566564,183.8295218667761,207.36076114178508,130.34540573787172,200.10308163414254,235.70212638896675,35.61029807638806
897,-156.3814107979718,7.597584922981326,78.61586524629402,285.57846631810924,222.09773451183557,86.40873229092797,242.48322344932438,198.1814672802958,190.29719423840478,164.1566476278948,101.98047834835305
898,-345.8851701520438,13.446195330294586,111.97071525075027,368.8840928178455,44.06325433274603,207.4735451509705,224.3095979657155,215.93333144313885,162.2957584609307,181.51229799700204,86.71206589679647
899,-237.1082470869138,9.870071857059948,101.50256773903706,303.4541227472746,195.8972066972288,144.62656496869656,257.77724713246516,145.3530330957989,145.72936523296627,196.6662263669704,101.68017782374493
900,-193.6538864520604,8.603020218147606,100.26244394341174,319.9273706708835,167.6904453482831,274.437155074542,198.4158982130426,114.19168530056159,180.35486943000436,156.41518770699366,79.75133232083485
901,-165.50039491737778,7.534662311982743,83.92478316273066,278.1174848520097,120.31687656766043,159.20313114139083,222.34378573751738,132.81932669822584,242.9345328354431,254.3498999274637,81.09890630543467
902,-232.50548114324786,9.97292276724906,113.63158101155709,323.95800654934635,191.26759439506353,155.16642347435737,274.49371788095146,195.64652185288617,128.74916109755293,182.29348038125747,39.609038433730376
903,-53.73438595687394,4.827214967800586,85.68851879465817,334.23877331909046,143.405845171214,52.901532768513704,265.8183715999801,175.1768617077099,225.006747468339,222.86859174954736,71.76722028075119
904,-128.41372806023026,6.756601064556289,85.62491129667211,289.87660474925224,188.3628498541405,159.1323867737166,301.18421902736424,140.9617219209145,183.65424599407865,166.05897162617782,61.95294411950108
905,-91.82399294473244,6.191406456394688,81.29938755613308,309.3629692257832,194.67169192590688,154.02326724258063,272.09463574128847,145.11618036326743,143.40312012589186,197.35871348067147,75.1533659597556
906,-184.996509602537,8.572161749967222,86.77053354838581,291.9557385470548,293.107423102636,88.0729078660985,290.1220061366721,155.00566050035246,172.27995263005965,126.37408641124335,74.26616887102875
907,-134.45395004920275,7.328761493432978,92.83711012592926,526.310078346983,104.28316815170798,120.80331598040225,228.17794225933875,164.60340217133094,157.17869222974912,126.28382918910263,63.54351573653095
908,-169.4553883507537,7.884546153174554,90.95982216333118,343.4185715505793,206.244362149844,90.8487337101358,214.8450060764464,137.64367724557985,222.53556122238115,185.3508036919806,90.29722841819853
909,-138.88391854217326,7.134798316000612,97.99438299224013,327.01080130780224,158.01199260732753,119.59537228389274,198.90276051592227,170.99870691232792,191.8524542015739,265.02941529035763,59.782440945941374
910,-170.21168184871837,8.415566251172812,101.62156000515161,305.00845937446326,199.53623707117376,177.47609651856592,181.59840357324157,139.43678264183052,205.641545511235,213.65434613350263,68.83207324113297
911,-23.485659565988104,3.735570153673251,81.33845240749717,325.6783239643143,170.2223968297331,133.0930020708206,263.87939830930907,124.27229872245655,132.5428742488105,245.95718093625828,95.53846898344318
912,-80.91099864518027,5.6917607253886615,83.71010632689521,233.7060796828734,145.7324337977918,218.00753702342755,328.9842632919316,170.20465648630287,162.08550016849875,141.2261834545271,91.23729015979262
913,-174.94519484274966,8.546862522867027,103.23836279588734,293.1529384817429,193.26263398580292,153.16997722067177,291.46976328614835,132.09109528461403,161.43536506823284,198.6195887924528,67.98258194547999
914,-245.63302618718782,9.330006883178399,85.61008337268534,304.7582091358796,160.14393925291935,169.09781263892464,313.7198119773761,137.0907803661895,145.24081506515216,143.21732423861607,117.91525139008817
915,-168.5312422267476,7.955499282512646,97.44248161167216,332.17780669757167,183.97377007727746,127.39680414308063,293.93678742042596,174.96047128758465,145.30863173980663,178.256481225845,55.173191473553686
916,-267.09090821176335,10.872194408230484,98.09922127728845,330.1753552601813,103.76134233041861,241.53124133375857,223.9891505337502,159.94192131806986,187.39384225012836,194.23934319202576,50.151747846812924
917,-191.10941224684046,8.958381904955681,96.8096667231956,313.26893299778516,184.02276828240394,121.56509588565423,256.7010278555818,133.65940742849008,210.60113808630908,201.27440358678797,70.09116994213336
918,-192.1986265802789,8.520377259837275,97.60308927165774,337.98935259441964,206.333341418585,103.45808196086908,192.6149330954822,211.66617844710538,148.46990940057103,209.62005358976552,81.03209355834775
919,-136.27345949243636,7.180384088303526,92.67377377540667,211.77181600165642,209.37991326286436,137.6486998804216,292.38427900617455,124.62735242020125,235.5499315515175,228.01757651151874,51.804375430791254
920,-140.39977136123673,6.981648545334451,91.1603200800263,332.1708610492584,145.6292157745718,116.08886158518072,187.554608537967,163.13175858098282,209.16698217453262,244.4265320060853,93.01512435656693
921,-283.1645514642003,11.406576457380346,96.19181912059366,303.9729470717862,175.18568195616047,105.36622633250109,323.9866423131292,160.82466318511763,179.745296582672,202.10190252613688,40.000584097642076
922,-83.48736546286305,5.606379685679741,82.12066101492171,283.7565040953164,153.69225440584938,107.83371153986087,328.24785961754526,142.02187218925383,186.88110541178077,202.2269375094169,86.52369929612222
923,-137.15939459599235,7.329729458814427,89.10895918725849,331.4543014394892,142.4716963852846,148.27956920728104,243.05734525545506,119.5912927863669,139.08394223554834,308.51338535536337,58.73241140035714
924,-99.12906987409352,6.110525308164938,81.89572525052456,360.36892815858175,262.0564203567091,79.0920290081839,241.82472077832045,140.03056760855748,152.54815115254763,199.26736149910022,55.995765503145094
925,-91.82570930173875,6.074834072067148,79.56766105059413,284.62719645244323,153.3358671772225,136.72236977526453,278.55993641613827,148.53255451418295,182.31527723763188,196.7877452368134,110.30299725544887
926,-191.40218707087993,8.434052305881323,103.24101912449505,317.6854541805096,152.90540526024932,218.7449032929543,228.66330970961306,138.0554211680684,195.5504196319275,157.92986104569383,81.64916977612963
927,-100.8467997886639,5.912540876932582,86.95194958707934,327.26779261465526,247.75813815273546,61.90839332830991,242.837394181092,133.81118131684744,181.67891968279892,214.38517355281826,81.53695123588835
928,-139.9275616343433,7.334392083188135,106.55371877647477,326.4346500205736,132.56594476521207,147.3028876129665,243.54164241256356,173.89735155197124,172.19090612640235,229.02673083550735,66.22383073994892
929,-80.81718161441322,5.541159922526617,87.11166190581072,356.97867659272504,119.00590118807486,149.37177495977636,228.5164423950966,135.43915974753912,231.0310053266566,203.1080701125288,67.73291374274822
