mode,delta_tag_median_mm,delta_tag_min_mm,delta_tag_max_mm,train_rms_median_mm,train_links_median
tagfit_additive_only_no_top12_train,105.53547897881661,101.07856807982994,108.64921501406847,60.516486660996506,172.0
