position,subset,kept_n,dropped_links,frames_solved,aligned_x_mm,aligned_y_vertical_mm,aligned_z_mm,err_x_mm,err_y_vertical_mm,err_z_mm,err_horizontal_mm,err_vertical_mm,err_3d_mm
ID01,ABCDEF,6,"G,H",1,-488.3099781319171,81.5439811879209,-329.63256545484523,53.905366217423875,-100.99881939615841,53.69149547558669,76.08262083708426,100.99881939615841,126.44890949651308
ID01,ABCDEG,6,"F,H",1,-463.05335250533926,59.35362722331391,-324.0827026734787,79.1619918440017,-123.18917336076541,59.24135825695322,98.87446323919272,123.18917336076541,157.96117217261713
ID01,ABCDEH,6,"F,G",1,-469.91660454859266,130.08225507347998,-353.0698196165258,72.29873980074831,-52.46054551059933,30.254241313906107,78.37363647462308,52.46054551059933,94.31084629842972
ID01,ABCDFG,6,"E,H",1,-496.72302763570883,169.08016538191887,-368.317480793884,45.492316713632135,-13.462635202160442,15.006580136547939,47.903531470738656,13.462635202160442,49.75932951672981
ID01,ABCDFH,6,"E,G",1,-495.58760346659096,198.53940141122249,-386.5613179863378,46.627740882750004,15.996600827143169,-3.2372570559059,46.73998345180375,15.996600827143169,49.401591989508255
ID01,ABCDGH,6,"E,F",1,-521.5868978451289,256.3315678467027,-388.5135838264696,20.628446504212093,73.78876726262337,-5.1895228960376585,21.271200085224134,73.78876726262337,76.79352920138022
ID01,ABCEFG,6,"D,H",1,-475.1806616313304,93.41091390567172,-322.5196631505919,67.03468271801057,-89.1318866784076,60.80439777984003,90.50316832284581,89.1318866784076,127.02486646057083
ID01,ABCEFH,6,"D,G",1,-451.030056057618,158.2862569477391,-359.1255837370645,91.18528829172294,-24.25654363634021,24.19847719336741,94.34152372800934,24.25654363634021,97.40997386563772
ID01,ABCEGH,6,"D,F",1,-444.4676475108795,133.46199055742684,-361.7866770203327,97.74769683846148,-49.08081002665247,21.53738391009921,100.09231310602614,49.08081002665247,111.4782357941994
ID01,ABCFGH,6,"D,E",1,-480.80007473502474,198.9268620732215,-388.52224446431774,61.41526961431623,16.384061489142198,-5.1981835338858104,61.63486394769697,16.384061489142198,63.77533947170417
ID01,ABDEFG,6,"C,H",1,-470.233056783747,92.72298121859728,-318.94881465763433,71.98228756559399,-89.81981936548203,64.3752462727976,96.56926040857519,89.81981936548203,131.88336516296144
ID01,ABDEFH,6,"C,G",1,-522.3981995370395,172.2266103625471,-404.3984061180811,19.81714481230142,-10.316190221532224,-21.074345187649158,28.928312318555957,10.316190221532224,30.71271779388391
ID01,ABDEGH,6,"C,F",1,-482.18483076371774,163.58950657069073,-364.42511098960927,60.030513585623225,-18.953294013388586,18.89894994082266,62.93514813059087,18.953294013388586,65.72716503986283
ID01,ABDFGH,6,"C,E",1,-541.4324020797673,242.2646178660916,-432.3271203888153,0.7829422695737094,59.721817282012296,-49.00305945838335,49.009313756462035,59.721817282012296,77.25676859890919
ID01,ABEFGH,6,"C,D",1,-464.9040008600166,161.23802153892066,-369.50030740300826,77.31134348932437,-21.304779045158654,13.823753527423662,78.53750692319726,21.304779045158654,81.37587851368664
ID01,ACDEFG,6,"B,H",1,-477.4798009074931,89.25305069654462,-316.42412924204837,64.73554344184788,-93.2897498875347,66.89993168838356,93.09291833765747,93.2897498875347,131.79252208945903
