mode,covariate,coefficient_percent_median,coefficient_percent_min,coefficient_percent_max,delta_tag_median_mm,train_rms_median_mm
vicon_distance_covariate,vicon_distance_mm,7.672795846675395,6.849482840148546,8.495870918487292,-157.15997862053098,95.4795613440574
measured_median_range_covariate,median_range_mm,12.463067414086293,11.228748121698118,13.456607221527761,-385.88681817521694,85.7729487053713
