family,positions,median_3d_mm,p95_3d_mm,rmse_3d_mm,median_horizontal_mm,median_vertical_mm,mode,median_regression_vs_headline_mm
B1_session,24,49.62617693828392,115.58333260616894,66.32956149549088,29.73555418753272,43.89153353824746,B1_session_t2_g1.5,0.17712291455502793
B2_frame_greedy,24,52.96649398105284,109.76990071484698,66.40730574795722,29.9171890505321,42.941334833223735,B2_frame_greedy_tau4_t2_g1.5,3.517439957323951
B3_frame_exhaustive,24,65.94766962815036,113.89435866168255,77.82927518187509,34.92512502874179,42.540376060733905,B3_frame_exhaustive_t2_g2,16.498615604421474
