mode,position,anchor,dropped_frames,frames
B2_frame_greedy_tau2.5_t1.5_g3,ID07,A,2,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID07,C,2,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID07,D,1,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID07,E,3,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID07,F,2,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID07,G,67,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID07,H,2,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID08,A,2,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID08,B,930,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID08,C,561,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID08,D,1,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID08,E,40,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID08,F,4,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID08,G,24,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID08,H,17,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID09,A,2,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID09,B,1,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID09,C,2,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID09,D,125,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID09,E,10,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID09,F,216,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID09,G,25,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID09,H,17,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID10,A,9,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID10,B,10,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID10,C,19,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID10,D,11,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID10,E,58,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID10,F,424,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID10,G,726,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID10,H,29,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID11,A,4,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID11,B,19,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID11,C,1053,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID11,E,2,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID11,F,53,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID11,G,42,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID11,H,15,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID12,A,96,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID12,B,56,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID12,C,989,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID12,D,2,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID12,E,192,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID12,F,40,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID12,G,45,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID12,H,13,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID13,A,16,1200
B2_frame_greedy_tau2.5_t1.5_g3,ID13,B,2,1200
B2_frame_greedy_tau2.5_t1.5_g3,ID13,C,132,1200
B2_frame_greedy_tau2.5_t1.5_g3,ID13,D,36,1200
B2_frame_greedy_tau2.5_t1.5_g3,ID13,E,20,1200
B2_frame_greedy_tau2.5_t1.5_g3,ID13,F,160,1200
B2_frame_greedy_tau2.5_t1.5_g3,ID13,G,50,1200
B2_frame_greedy_tau2.5_t1.5_g3,ID13,H,10,1200
B2_frame_greedy_tau2.5_t1.5_g3,ID14,A,10,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID14,B,35,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID14,C,16,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID14,D,3,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID14,E,438,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID14,F,29,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID14,G,287,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID14,H,1,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID15,A,43,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID15,C,141,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID15,D,1,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID15,E,25,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID15,F,17,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID15,G,170,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID15,H,2,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID16,A,49,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID16,B,42,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID16,C,10,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID16,D,1,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID16,E,136,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID16,F,71,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID16,G,362,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID16,H,3,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID17,A,32,1199
B2_frame_greedy_tau2.5_t1.5_g3,ID17,B,26,1199
B2_frame_greedy_tau2.5_t1.5_g3,ID17,D,13,1199
B2_frame_greedy_tau2.5_t1.5_g3,ID17,E,4,1199
B2_frame_greedy_tau2.5_t1.5_g3,ID17,F,20,1199
B2_frame_greedy_tau2.5_t1.5_g3,ID17,G,30,1199
B2_frame_greedy_tau2.5_t1.5_g3,ID18,A,332,1199
B2_frame_greedy_tau2.5_t1.5_g3,ID18,B,11,1199
B2_frame_greedy_tau2.5_t1.5_g3,ID18,C,10,1199
B2_frame_greedy_tau2.5_t1.5_g3,ID18,D,32,1199
B2_frame_greedy_tau2.5_t1.5_g3,ID18,E,8,1199
B2_frame_greedy_tau2.5_t1.5_g3,ID18,F,40,1199
B2_frame_greedy_tau2.5_t1.5_g3,ID18,G,108,1199
B2_frame_greedy_tau2.5_t1.5_g3,ID18,H,18,1199
B2_frame_greedy_tau2.5_t1.5_g3,ID19,B,22,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID19,E,179,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID19,G,229,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID20,A,1,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID20,B,1,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID20,C,1,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID20,D,13,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID20,E,2,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID20,F,195,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID20,G,1,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID20,H,133,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID21,A,9,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID21,B,15,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID21,C,2,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID21,D,739,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID21,E,69,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID21,F,40,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID21,G,217,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID21,H,8,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID22,A,1081,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID22,C,7,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID22,D,5,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID22,E,49,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID22,F,18,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID22,G,783,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID22,H,4,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID23,A,80,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID23,B,842,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID23,C,4,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID23,D,15,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID23,E,4,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID23,F,23,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID23,G,343,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID23,H,14,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID24,A,221,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID24,C,1124,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID24,D,25,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID24,E,375,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID24,F,18,1201
B2_frame_greedy_tau2.5_t1.5_g3,ID24,H,1,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID01,A,173,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID01,C,5,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID01,E,65,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID01,F,5,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID01,G,52,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID01,H,31,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID02,A,14,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID02,C,7,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID02,D,1,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID02,E,2,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID02,F,11,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID02,G,20,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID02,H,2,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID03,D,1,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID04,A,4,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID04,C,15,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID04,F,72,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID04,G,4,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID04,H,54,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID05,A,420,1200
B2_frame_greedy_tau2.5_t2_g1.5,ID05,C,1,1200
B2_frame_greedy_tau2.5_t2_g1.5,ID05,D,22,1200
B2_frame_greedy_tau2.5_t2_g1.5,ID05,F,1,1200
B2_frame_greedy_tau2.5_t2_g1.5,ID05,G,119,1200
B2_frame_greedy_tau2.5_t2_g1.5,ID05,H,3,1200
B2_frame_greedy_tau2.5_t2_g1.5,ID06,A,174,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID06,B,17,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID06,C,521,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID06,D,5,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID06,E,2,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID06,F,7,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID06,G,1,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID07,A,1,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID07,G,57,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID07,H,1,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID08,B,311,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID08,C,89,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID08,E,9,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID08,H,1,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID09,B,1,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID09,D,14,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID09,F,47,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID09,G,1,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID09,H,1,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID10,A,1,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID10,B,1,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID10,C,2,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID10,D,1,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID10,E,4,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID10,F,114,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID10,G,253,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID10,H,6,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID11,B,2,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID11,C,682,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID11,F,41,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID11,G,39,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID11,H,8,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID12,A,7,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID12,B,2,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID12,C,357,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID12,E,30,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID12,F,18,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID12,G,11,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID12,H,3,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID13,A,1,1200
B2_frame_greedy_tau2.5_t2_g1.5,ID13,B,1,1200
B2_frame_greedy_tau2.5_t2_g1.5,ID13,C,31,1200
B2_frame_greedy_tau2.5_t2_g1.5,ID13,D,6,1200
B2_frame_greedy_tau2.5_t2_g1.5,ID13,E,2,1200
B2_frame_greedy_tau2.5_t2_g1.5,ID13,F,59,1200
B2_frame_greedy_tau2.5_t2_g1.5,ID13,G,46,1200
B2_frame_greedy_tau2.5_t2_g1.5,ID14,A,1,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID14,B,2,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID14,E,69,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID14,F,22,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID14,G,51,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID15,A,6,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID15,C,53,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID15,E,1,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID15,F,14,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID15,G,76,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID16,A,11,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID16,B,6,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID16,E,14,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID16,F,33,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID16,G,115,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID16,H,1,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID17,A,1,1199
B2_frame_greedy_tau2.5_t2_g1.5,ID17,B,2,1199
B2_frame_greedy_tau2.5_t2_g1.5,ID17,D,2,1199
B2_frame_greedy_tau2.5_t2_g1.5,ID17,F,6,1199
B2_frame_greedy_tau2.5_t2_g1.5,ID17,G,23,1199
B2_frame_greedy_tau2.5_t2_g1.5,ID18,A,52,1199
B2_frame_greedy_tau2.5_t2_g1.5,ID18,B,1,1199
B2_frame_greedy_tau2.5_t2_g1.5,ID18,D,1,1199
B2_frame_greedy_tau2.5_t2_g1.5,ID18,F,27,1199
B2_frame_greedy_tau2.5_t2_g1.5,ID18,G,38,1199
B2_frame_greedy_tau2.5_t2_g1.5,ID18,H,2,1199
B2_frame_greedy_tau2.5_t2_g1.5,ID19,E,2,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID19,G,31,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID20,A,1,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID20,C,1,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID20,D,1,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID20,F,64,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID20,H,19,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID21,A,2,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID21,B,5,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID21,D,290,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID21,E,12,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID21,F,7,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID21,G,35,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID21,H,1,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID22,A,638,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID22,C,1,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID22,D,2,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID22,E,11,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID22,F,8,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID22,G,283,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID22,H,1,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID23,A,13,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID23,B,380,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID23,D,2,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID23,F,2,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID23,G,69,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID23,H,3,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID24,A,66,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID24,C,1080,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID24,D,4,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID24,E,112,1201
B2_frame_greedy_tau2.5_t2_g1.5,ID24,F,1,1201
B2_frame_greedy_tau2.5_t2_g2,ID01,A,173,1201
B2_frame_greedy_tau2.5_t2_g2,ID01,C,5,1201
B2_frame_greedy_tau2.5_t2_g2,ID01,E,65,1201
B2_frame_greedy_tau2.5_t2_g2,ID01,F,5,1201
B2_frame_greedy_tau2.5_t2_g2,ID01,G,52,1201
B2_frame_greedy_tau2.5_t2_g2,ID01,H,31,1201
B2_frame_greedy_tau2.5_t2_g2,ID02,A,14,1201
B2_frame_greedy_tau2.5_t2_g2,ID02,C,7,1201
B2_frame_greedy_tau2.5_t2_g2,ID02,D,1,1201
B2_frame_greedy_tau2.5_t2_g2,ID02,E,2,1201
B2_frame_greedy_tau2.5_t2_g2,ID02,F,11,1201
B2_frame_greedy_tau2.5_t2_g2,ID02,G,20,1201
B2_frame_greedy_tau2.5_t2_g2,ID02,H,2,1201
B2_frame_greedy_tau2.5_t2_g2,ID03,D,1,1201
B2_frame_greedy_tau2.5_t2_g2,ID04,A,4,1201
B2_frame_greedy_tau2.5_t2_g2,ID04,C,16,1201
B2_frame_greedy_tau2.5_t2_g2,ID04,F,72,1201
B2_frame_greedy_tau2.5_t2_g2,ID04,G,4,1201
B2_frame_greedy_tau2.5_t2_g2,ID04,H,54,1201
B2_frame_greedy_tau2.5_t2_g2,ID05,A,420,1200
B2_frame_greedy_tau2.5_t2_g2,ID05,C,1,1200
B2_frame_greedy_tau2.5_t2_g2,ID05,D,22,1200
B2_frame_greedy_tau2.5_t2_g2,ID05,F,1,1200
B2_frame_greedy_tau2.5_t2_g2,ID05,G,119,1200
B2_frame_greedy_tau2.5_t2_g2,ID05,H,3,1200
B2_frame_greedy_tau2.5_t2_g2,ID06,A,174,1201
B2_frame_greedy_tau2.5_t2_g2,ID06,B,17,1201
B2_frame_greedy_tau2.5_t2_g2,ID06,C,521,1201
B2_frame_greedy_tau2.5_t2_g2,ID06,D,5,1201
B2_frame_greedy_tau2.5_t2_g2,ID06,E,2,1201
B2_frame_greedy_tau2.5_t2_g2,ID06,F,7,1201
B2_frame_greedy_tau2.5_t2_g2,ID06,G,1,1201
B2_frame_greedy_tau2.5_t2_g2,ID07,A,1,1201
B2_frame_greedy_tau2.5_t2_g2,ID07,G,57,1201
B2_frame_greedy_tau2.5_t2_g2,ID07,H,1,1201
B2_frame_greedy_tau2.5_t2_g2,ID08,B,311,1201
B2_frame_greedy_tau2.5_t2_g2,ID08,C,89,1201
B2_frame_greedy_tau2.5_t2_g2,ID08,E,9,1201
B2_frame_greedy_tau2.5_t2_g2,ID08,H,1,1201
B2_frame_greedy_tau2.5_t2_g2,ID09,B,1,1201
B2_frame_greedy_tau2.5_t2_g2,ID09,D,14,1201
B2_frame_greedy_tau2.5_t2_g2,ID09,F,47,1201
B2_frame_greedy_tau2.5_t2_g2,ID09,G,1,1201
B2_frame_greedy_tau2.5_t2_g2,ID09,H,1,1201
B2_frame_greedy_tau2.5_t2_g2,ID10,A,1,1201
B2_frame_greedy_tau2.5_t2_g2,ID10,B,1,1201
B2_frame_greedy_tau2.5_t2_g2,ID10,C,2,1201
B2_frame_greedy_tau2.5_t2_g2,ID10,D,1,1201
B2_frame_greedy_tau2.5_t2_g2,ID10,E,4,1201
B2_frame_greedy_tau2.5_t2_g2,ID10,F,114,1201
B2_frame_greedy_tau2.5_t2_g2,ID10,G,253,1201
B2_frame_greedy_tau2.5_t2_g2,ID10,H,6,1201
B2_frame_greedy_tau2.5_t2_g2,ID11,B,2,1201
B2_frame_greedy_tau2.5_t2_g2,ID11,C,682,1201
B2_frame_greedy_tau2.5_t2_g2,ID11,F,41,1201
B2_frame_greedy_tau2.5_t2_g2,ID11,G,39,1201
B2_frame_greedy_tau2.5_t2_g2,ID11,H,8,1201
B2_frame_greedy_tau2.5_t2_g2,ID12,A,7,1201
B2_frame_greedy_tau2.5_t2_g2,ID12,B,2,1201
B2_frame_greedy_tau2.5_t2_g2,ID12,C,357,1201
B2_frame_greedy_tau2.5_t2_g2,ID12,E,31,1201
B2_frame_greedy_tau2.5_t2_g2,ID12,F,18,1201
B2_frame_greedy_tau2.5_t2_g2,ID12,G,11,1201
B2_frame_greedy_tau2.5_t2_g2,ID12,H,3,1201
B2_frame_greedy_tau2.5_t2_g2,ID13,A,1,1200
B2_frame_greedy_tau2.5_t2_g2,ID13,B,1,1200
B2_frame_greedy_tau2.5_t2_g2,ID13,C,31,1200
B2_frame_greedy_tau2.5_t2_g2,ID13,D,6,1200
B2_frame_greedy_tau2.5_t2_g2,ID13,E,2,1200
B2_frame_greedy_tau2.5_t2_g2,ID13,F,59,1200
B2_frame_greedy_tau2.5_t2_g2,ID13,G,46,1200
B2_frame_greedy_tau2.5_t2_g2,ID14,A,1,1201
B2_frame_greedy_tau2.5_t2_g2,ID14,B,2,1201
B2_frame_greedy_tau2.5_t2_g2,ID14,E,69,1201
B2_frame_greedy_tau2.5_t2_g2,ID14,F,22,1201
B2_frame_greedy_tau2.5_t2_g2,ID14,G,51,1201
B2_frame_greedy_tau2.5_t2_g2,ID15,A,6,1201
B2_frame_greedy_tau2.5_t2_g2,ID15,C,53,1201
B2_frame_greedy_tau2.5_t2_g2,ID15,E,1,1201
B2_frame_greedy_tau2.5_t2_g2,ID15,F,14,1201
B2_frame_greedy_tau2.5_t2_g2,ID15,G,76,1201
B2_frame_greedy_tau2.5_t2_g2,ID16,A,11,1201
B2_frame_greedy_tau2.5_t2_g2,ID16,B,6,1201
B2_frame_greedy_tau2.5_t2_g2,ID16,E,14,1201
B2_frame_greedy_tau2.5_t2_g2,ID16,F,33,1201
B2_frame_greedy_tau2.5_t2_g2,ID16,G,115,1201
B2_frame_greedy_tau2.5_t2_g2,ID16,H,1,1201
B2_frame_greedy_tau2.5_t2_g2,ID17,A,1,1199
B2_frame_greedy_tau2.5_t2_g2,ID17,B,2,1199
B2_frame_greedy_tau2.5_t2_g2,ID17,D,2,1199
B2_frame_greedy_tau2.5_t2_g2,ID17,F,6,1199
B2_frame_greedy_tau2.5_t2_g2,ID17,G,23,1199
B2_frame_greedy_tau2.5_t2_g2,ID18,A,52,1199
B2_frame_greedy_tau2.5_t2_g2,ID18,B,1,1199
B2_frame_greedy_tau2.5_t2_g2,ID18,D,1,1199
B2_frame_greedy_tau2.5_t2_g2,ID18,F,27,1199
B2_frame_greedy_tau2.5_t2_g2,ID18,G,38,1199
B2_frame_greedy_tau2.5_t2_g2,ID18,H,2,1199
B2_frame_greedy_tau2.5_t2_g2,ID19,E,2,1201
B2_frame_greedy_tau2.5_t2_g2,ID19,G,31,1201
B2_frame_greedy_tau2.5_t2_g2,ID20,A,1,1201
B2_frame_greedy_tau2.5_t2_g2,ID20,C,1,1201
B2_frame_greedy_tau2.5_t2_g2,ID20,D,1,1201
B2_frame_greedy_tau2.5_t2_g2,ID20,F,64,1201
B2_frame_greedy_tau2.5_t2_g2,ID20,H,19,1201
B2_frame_greedy_tau2.5_t2_g2,ID21,A,2,1201
B2_frame_greedy_tau2.5_t2_g2,ID21,B,5,1201
B2_frame_greedy_tau2.5_t2_g2,ID21,D,290,1201
B2_frame_greedy_tau2.5_t2_g2,ID21,E,12,1201
B2_frame_greedy_tau2.5_t2_g2,ID21,F,7,1201
B2_frame_greedy_tau2.5_t2_g2,ID21,G,35,1201
B2_frame_greedy_tau2.5_t2_g2,ID21,H,1,1201
B2_frame_greedy_tau2.5_t2_g2,ID22,A,638,1201
B2_frame_greedy_tau2.5_t2_g2,ID22,C,1,1201
B2_frame_greedy_tau2.5_t2_g2,ID22,D,2,1201
B2_frame_greedy_tau2.5_t2_g2,ID22,E,11,1201
B2_frame_greedy_tau2.5_t2_g2,ID22,F,8,1201
B2_frame_greedy_tau2.5_t2_g2,ID22,G,283,1201
B2_frame_greedy_tau2.5_t2_g2,ID22,H,1,1201
B2_frame_greedy_tau2.5_t2_g2,ID23,A,13,1201
B2_frame_greedy_tau2.5_t2_g2,ID23,B,380,1201
B2_frame_greedy_tau2.5_t2_g2,ID23,D,2,1201
B2_frame_greedy_tau2.5_t2_g2,ID23,F,2,1201
B2_frame_greedy_tau2.5_t2_g2,ID23,G,69,1201
B2_frame_greedy_tau2.5_t2_g2,ID23,H,3,1201
B2_frame_greedy_tau2.5_t2_g2,ID24,A,66,1201
B2_frame_greedy_tau2.5_t2_g2,ID24,C,1080,1201
B2_frame_greedy_tau2.5_t2_g2,ID24,D,4,1201
B2_frame_greedy_tau2.5_t2_g2,ID24,E,112,1201
B2_frame_greedy_tau2.5_t2_g2,ID24,F,1,1201
B2_frame_greedy_tau2.5_t2_g3,ID01,A,173,1201
B2_frame_greedy_tau2.5_t2_g3,ID01,C,5,1201
B2_frame_greedy_tau2.5_t2_g3,ID01,E,65,1201
B2_frame_greedy_tau2.5_t2_g3,ID01,F,5,1201
B2_frame_greedy_tau2.5_t2_g3,ID01,G,52,1201
B2_frame_greedy_tau2.5_t2_g3,ID01,H,31,1201
B2_frame_greedy_tau2.5_t2_g3,ID02,A,14,1201
B2_frame_greedy_tau2.5_t2_g3,ID02,C,7,1201
B2_frame_greedy_tau2.5_t2_g3,ID02,D,1,1201
B2_frame_greedy_tau2.5_t2_g3,ID02,E,2,1201
B2_frame_greedy_tau2.5_t2_g3,ID02,F,11,1201
B2_frame_greedy_tau2.5_t2_g3,ID02,G,20,1201
B2_frame_greedy_tau2.5_t2_g3,ID02,H,2,1201
B2_frame_greedy_tau2.5_t2_g3,ID03,D,1,1201
B2_frame_greedy_tau2.5_t2_g3,ID04,A,4,1201
B2_frame_greedy_tau2.5_t2_g3,ID04,C,16,1201
