convention_in_solver_residual,expected_relative_formula,non_A_sign_matches,non_A_sign_disagrees,rerun_triggered,sign_fixed_variant,sign_fixed_anchor_median_3d_mm,sign_fixed_anchor_rms_3d_mm,sign_fixed_shape_rms_mm,sign_fixed_pair_rms_mm,sign_fixed_delay_min_mm,sign_fixed_delay_max_mm
range residual uses distance + d_i + d_j - measured for V-A,(Delta_i - Delta_A)/2,0,7,True,V-A_subtractive_delay_sanity,105.93520397280128,111.25106912323696,132.84610620199257,46.52337009800808,-201.6031898987285,0.0
