trials,heldout_rms_mean_mm,heldout_rms_median_mm,heldout_rms_p95_mm,heldout_rms_max_mm,in_sample_rms_mm
200,66.87481562210009,66.90826571257648,94.98728374575144,117.36775098161824,43.7752355332265
