method,registration,position,aligned_x_mm,aligned_y_vertical_mm,aligned_z_mm,err_x_mm,err_y_vertical_mm,err_z_mm,err_horizontal_mm,err_vertical_mm,err_3d_mm
B1_session_t1.3_g1.5,anchor_only_3d_rigid,ID01,-472.2612193107343,137.51398313380128,-351.45751586265965,69.95412503860666,-45.02881745027804,31.86654506777228,76.87038639471885,45.02881745027804,89.0878819225367
B1_session_t1.3_g1.5,anchor_only_3d_rigid,ID02,-539.5926330339187,1084.7237335352702,-202.30766600550965,3.6373469660812816,-20.865266464729757,57.61369399449035,57.728398805461715,20.865266464729757,61.38344543349298
B1_session_t1.3_g1.5,anchor_only_3d_rigid,ID03,-554.5712566486636,1700.7232346579362,-221.11203005261768,-0.5683866486635907,75.16178465793632,35.18306994738231,35.18766082456711,75.16178465793632,82.99075458911533
B1_session_t1.3_g1.5,anchor_only_3d_rigid,ID04,-292.7469171237784,208.15826115343398,480.22129536906345,28.43189787622157,25.994471153433977,0.2874753690634293,28.433351173080368,25.994471153433977,38.52490090160417
B1_session_t1.3_g1.5,anchor_only_3d_rigid,ID05,-274.176802703808,1028.9968759054136,433.90673193933594,-89.1949129068756,-74.58974065416328,-39.79729699461336,97.67065750030858,74.58974065416328,122.89502328165256
B1_session_t1.3_g1.5,anchor_only_3d_rigid,ID06,-167.5614929931894,1592.0989351261815,521.7501046493383,25.6697620068106,-92.85361487381851,45.227124649338236,52.00412950461795,92.85361487381851,106.4247305877186
B1_session_t1.3_g1.5,anchor_only_3d_rigid,ID07,269.34309357426923,125.96975838157482,41.66407960690958,-82.80445642573079,-85.59559661842519,-12.131786393090415,83.68845944960586,85.59559661842519,119.70950006374801
B1_session_t1.3_g1.5,anchor_only_3d_rigid,ID08,361.90147408036387,1145.1211163002918,-76.96200066203983,-29.99906591963611,12.84071630029166,-5.430071662039836,30.48654841574495,12.84071630029166,33.08041156651677
B1_session_t1.3_g1.5,anchor_only_3d_rigid,ID09,334.820877058781,1633.916375691105,7.217987758556546,-73.989062941219,65.73102569110483,69.64377625855656,101.61022097442537,65.73102569110483,121.01737373152766
B1_session_t1.3_g1.5,anchor_only_3d_rigid,ID10,35.23535450931695,187.64019160079638,-976.9689192406047,-30.263890490683053,-51.00953839920362,-38.775499240604745,49.18782785395382,51.00953839920362,70.86194618192492
B1_session_t1.3_g1.5,anchor_only_3d_rigid,ID11,-94.12281140429582,1114.8911003282997,-945.5436664808833,-30.217016904295818,-18.60874967170048,11.446628519116643,32.31243437206726,18.60874967170048,37.287785927742696
B1_session_t1.3_g1.5,anchor_only_3d_rigid,ID12,10.53250118403298,1558.0798091186666,-911.7285496241024,54.22118568403298,-32.05024088133359,44.628990375897615,70.22594790356585,32.05024088133359,77.19392268505243
B1_session_t1.3_g1.5,anchor_only_3d_rigid,ID13,-197.40218440518584,1092.023935409261,-184.1243480476487,-7.774029405185843,-47.0736645907391,13.841811952351293,15.875493419637364,47.0736645907391,49.678578777158606
B1_session_t1.3_g1.5,anchor_only_3d_rigid,ID14,-189.32738282126047,1044.9153481129347,-167.8591825550925,9.367937178739538,-87.7124518870653,26.831402444907496,28.41975376644559,87.7124518870653,92.2017170132213
B1_session_t1.3_g1.5,anchor_only_3d_rigid,ID15,-201.69007015915452,1087.8700640019329,-192.76541621379783,-1.5247351591545169,-44.385035998067224,-8.452831213797822,8.589247512705446,44.385035998067224,45.2084792199897
B1_session_t1.3_g1.5,anchor_only_3d_rigid,ID16,-193.68334691159055,1086.4027180468067,-183.01436755150598,-8.82869191159054,-35.654481953193226,2.7657874484940237,9.251777184953779,35.654481953193226,36.83527472994619
B1_session_t1.3_g1.5,anchor_only_3d_rigid,ID17,-175.59742103389442,252.85668607842769,-306.4552042525054,4.800978966105589,43.39803107842769,21.748030747494624,22.271646558504827,43.39803107842769,48.77925114135247
B1_session_t1.3_g1.5,anchor_only_3d_rigid,ID18,-330.88593292811186,272.0475452981307,-250.19568842606282,-35.46163292811184,65.14169529813068,-26.194278426062823,44.08704608147666,65.14169529813068,78.65817248388592
B1_session_t1.3_g1.5,anchor_only_3d_rigid,ID19,-170.47734772376475,290.58652879238593,-106.18416003785501,18.05320727623524,84.62595879238594,7.9509349621449985,19.72652173422808,84.62595879238594,86.89469811939954
B1_session_t1.3_g1.5,anchor_only_3d_rigid,ID20,-59.430362050179724,208.58564089617786,-243.77892187683074,20.765629449820267,6.025510896177877,-23.08625687683073,31.051354608619846,6.025510896177877,31.63057705117337
B1_session_t1.3_g1.5,anchor_only_3d_rigid,ID21,-194.67395629547082,1540.9651486396574,-235.56352398392755,17.379508704529172,-57.67915136034253,-8.62877898392756,19.403689071005935,57.67915136034253,60.85546525344769
B1_session_t1.3_g1.5,anchor_only_3d_rigid,ID22,-299.5726042882127,1454.9622152610077,-301.04601818681294,-66.73493428821268,-144.35898473899238,-65.87193818681294,93.76920440602751,144.35898473899238,172.1400016550831
B1_session_t1.3_g1.5,anchor_only_3d_rigid,ID23,-256.29659002164533,1552.3202943402441,-228.63238054413227,-25.41926002164533,-47.34395565975569,-5.390900544132279,25.984622158591073,47.34395565975569,54.00602490683475
B1_session_t1.3_g1.5,anchor_only_3d_rigid,ID24,-202.50575017791766,1516.330232722617,-203.34210256800293,15.69672482208233,-83.25126727738302,22.729072431997082,27.622416689333054,83.25126727738302,87.71414599167805
B1_session_t1.3_g2,anchor_only_3d_rigid,ID01,-472.2612193107343,137.51398313380128,-351.45751586265965,69.95412503860666,-45.02881745027804,31.86654506777228,76.87038639471885,45.02881745027804,89.0878819225367
B1_session_t1.3_g2,anchor_only_3d_rigid,ID02,-539.5926330339187,1084.7237335352702,-202.30766600550965,3.6373469660812816,-20.865266464729757,57.61369399449035,57.728398805461715,20.865266464729757,61.38344543349298
B1_session_t1.3_g2,anchor_only_3d_rigid,ID03,-554.5712566486636,1700.7232346579362,-221.11203005261768,-0.5683866486635907,75.16178465793632,35.18306994738231,35.18766082456711,75.16178465793632,82.99075458911533
B1_session_t1.3_g2,anchor_only_3d_rigid,ID04,-292.7469171237784,208.15826115343398,480.22129536906345,28.43189787622157,25.994471153433977,0.2874753690634293,28.433351173080368,25.994471153433977,38.52490090160417
B1_session_t1.3_g2,anchor_only_3d_rigid,ID05,-274.176802703808,1028.9968759054136,433.90673193933594,-89.1949129068756,-74.58974065416328,-39.79729699461336,97.67065750030858,74.58974065416328,122.89502328165256
B1_session_t1.3_g2,anchor_only_3d_rigid,ID06,-167.5614929931894,1592.0989351261815,521.7501046493383,25.6697620068106,-92.85361487381851,45.227124649338236,52.00412950461795,92.85361487381851,106.4247305877186
B1_session_t1.3_g2,anchor_only_3d_rigid,ID07,269.34309357426923,125.96975838157482,41.66407960690958,-82.80445642573079,-85.59559661842519,-12.131786393090415,83.68845944960586,85.59559661842519,119.70950006374801
B1_session_t1.3_g2,anchor_only_3d_rigid,ID08,361.90147408036387,1145.1211163002918,-76.96200066203983,-29.99906591963611,12.84071630029166,-5.430071662039836,30.48654841574495,12.84071630029166,33.08041156651677
B1_session_t1.3_g2,anchor_only_3d_rigid,ID09,334.820877058781,1633.916375691105,7.217987758556546,-73.989062941219,65.73102569110483,69.64377625855656,101.61022097442537,65.73102569110483,121.01737373152766
B1_session_t1.3_g2,anchor_only_3d_rigid,ID10,35.23535450931695,187.64019160079638,-976.9689192406047,-30.263890490683053,-51.00953839920362,-38.775499240604745,49.18782785395382,51.00953839920362,70.86194618192492
B1_session_t1.3_g2,anchor_only_3d_rigid,ID11,-94.12281140429582,1114.8911003282997,-945.5436664808833,-30.217016904295818,-18.60874967170048,11.446628519116643,32.31243437206726,18.60874967170048,37.287785927742696
B1_session_t1.3_g2,anchor_only_3d_rigid,ID12,10.53250118403298,1558.0798091186666,-911.7285496241024,54.22118568403298,-32.05024088133359,44.628990375897615,70.22594790356585,32.05024088133359,77.19392268505243
B1_session_t1.3_g2,anchor_only_3d_rigid,ID13,-197.40218440518584,1092.023935409261,-184.1243480476487,-7.774029405185843,-47.0736645907391,13.841811952351293,15.875493419637364,47.0736645907391,49.678578777158606
B1_session_t1.3_g2,anchor_only_3d_rigid,ID14,-189.32738282126047,1044.9153481129347,-167.8591825550925,9.367937178739538,-87.7124518870653,26.831402444907496,28.41975376644559,87.7124518870653,92.2017170132213
B1_session_t1.3_g2,anchor_only_3d_rigid,ID15,-201.69007015915452,1087.8700640019329,-192.76541621379783,-1.5247351591545169,-44.385035998067224,-8.452831213797822,8.589247512705446,44.385035998067224,45.2084792199897
B1_session_t1.3_g2,anchor_only_3d_rigid,ID16,-193.68334691159055,1086.4027180468067,-183.01436755150598,-8.82869191159054,-35.654481953193226,2.7657874484940237,9.251777184953779,35.654481953193226,36.83527472994619
B1_session_t1.3_g2,anchor_only_3d_rigid,ID17,-175.59742103389442,252.85668607842769,-306.4552042525054,4.800978966105589,43.39803107842769,21.748030747494624,22.271646558504827,43.39803107842769,48.77925114135247
B1_session_t1.3_g2,anchor_only_3d_rigid,ID18,-330.88593292811186,272.0475452981307,-250.19568842606282,-35.46163292811184,65.14169529813068,-26.194278426062823,44.08704608147666,65.14169529813068,78.65817248388592
B1_session_t1.3_g2,anchor_only_3d_rigid,ID19,-170.47734772376475,290.58652879238593,-106.18416003785501,18.05320727623524,84.62595879238594,7.9509349621449985,19.72652173422808,84.62595879238594,86.89469811939954
B1_session_t1.3_g2,anchor_only_3d_rigid,ID20,-59.430362050179724,208.58564089617786,-243.77892187683074,20.765629449820267,6.025510896177877,-23.08625687683073,31.051354608619846,6.025510896177877,31.63057705117337
B1_session_t1.3_g2,anchor_only_3d_rigid,ID21,-194.67395629547082,1540.9651486396574,-235.56352398392755,17.379508704529172,-57.67915136034253,-8.62877898392756,19.403689071005935,57.67915136034253,60.85546525344769
B1_session_t1.3_g2,anchor_only_3d_rigid,ID22,-299.5726042882127,1454.9622152610077,-301.04601818681294,-66.73493428821268,-144.35898473899238,-65.87193818681294,93.76920440602751,144.35898473899238,172.1400016550831
B1_session_t1.3_g2,anchor_only_3d_rigid,ID23,-256.29659002164533,1552.3202943402441,-228.63238054413227,-25.41926002164533,-47.34395565975569,-5.390900544132279,25.984622158591073,47.34395565975569,54.00602490683475
B1_session_t1.3_g2,anchor_only_3d_rigid,ID24,-202.50575017791766,1516.330232722617,-203.34210256800293,15.69672482208233,-83.25126727738302,22.729072431997082,27.622416689333054,83.25126727738302,87.71414599167805
B1_session_t1.3_g3,anchor_only_3d_rigid,ID01,-472.2612193107343,137.51398313380128,-351.45751586265965,69.95412503860666,-45.02881745027804,31.86654506777228,76.87038639471885,45.02881745027804,89.0878819225367
B1_session_t1.3_g3,anchor_only_3d_rigid,ID02,-539.5926330339187,1084.7237335352702,-202.30766600550965,3.6373469660812816,-20.865266464729757,57.61369399449035,57.728398805461715,20.865266464729757,61.38344543349298
B1_session_t1.3_g3,anchor_only_3d_rigid,ID03,-554.5712566486636,1700.7232346579362,-221.11203005261768,-0.5683866486635907,75.16178465793632,35.18306994738231,35.18766082456711,75.16178465793632,82.99075458911533
B1_session_t1.3_g3,anchor_only_3d_rigid,ID04,-292.7469171237784,208.15826115343398,480.22129536906345,28.43189787622157,25.994471153433977,0.2874753690634293,28.433351173080368,25.994471153433977,38.52490090160417
B1_session_t1.3_g3,anchor_only_3d_rigid,ID05,-274.176802703808,1028.9968759054136,433.90673193933594,-89.1949129068756,-74.58974065416328,-39.79729699461336,97.67065750030858,74.58974065416328,122.89502328165256
B1_session_t1.3_g3,anchor_only_3d_rigid,ID06,-167.5614929931894,1592.0989351261815,521.7501046493383,25.6697620068106,-92.85361487381851,45.227124649338236,52.00412950461795,92.85361487381851,106.4247305877186
B1_session_t1.3_g3,anchor_only_3d_rigid,ID07,269.34309357426923,125.96975838157482,41.66407960690958,-82.80445642573079,-85.59559661842519,-12.131786393090415,83.68845944960586,85.59559661842519,119.70950006374801
B1_session_t1.3_g3,anchor_only_3d_rigid,ID08,361.90147408036387,1145.1211163002918,-76.96200066203983,-29.99906591963611,12.84071630029166,-5.430071662039836,30.48654841574495,12.84071630029166,33.08041156651677
B1_session_t1.3_g3,anchor_only_3d_rigid,ID09,334.820877058781,1633.916375691105,7.217987758556546,-73.989062941219,65.73102569110483,69.64377625855656,101.61022097442537,65.73102569110483,121.01737373152766
B1_session_t1.3_g3,anchor_only_3d_rigid,ID10,35.23535450931695,187.64019160079638,-976.9689192406047,-30.263890490683053,-51.00953839920362,-38.775499240604745,49.18782785395382,51.00953839920362,70.86194618192492
B1_session_t1.3_g3,anchor_only_3d_rigid,ID11,-94.12281140429582,1114.8911003282997,-945.5436664808833,-30.217016904295818,-18.60874967170048,11.446628519116643,32.31243437206726,18.60874967170048,37.287785927742696
B1_session_t1.3_g3,anchor_only_3d_rigid,ID12,10.53250118403298,1558.0798091186666,-911.7285496241024,54.22118568403298,-32.05024088133359,44.628990375897615,70.22594790356585,32.05024088133359,77.19392268505243
