capture_id,rank,coarse_beta_s,coarse_score_median_3d_mm,n_overlap,layout,tag_method
R09,4,14.697439000000001,204.37354687873173,2400,v2,T2
R09,5,55.147439000000006,211.33428610180513,2400,v2,T2
R10,1,45.335709,97.3908546381436,2400,v2,T2
R10,2,40.135709000000006,124.81944259799013,2400,v2,T2
R10,3,34.935709,126.33834210224225,2400,v2,T2
R10,4,19.285709,132.38117154710352,2400,v2,T2
R10,5,14.035709,134.98966111349804,2400,v2,T2
R11,1,45.497481,99.77811453998939,2401,v2,T2
R11,2,40.297481000000005,109.13131423520996,2401,v2,T2
R11,3,35.097481,115.02762484289981,2401,v2,T2
R11,4,29.947481000000003,117.85297153402834,2401,v2,T2
R11,5,4.047480999999999,118.10364372919513,2401,v2,T2
R12,1,46.89982500000001,106.95325780765737,2400,v2,T2
R12,2,41.799825000000006,121.22606506881999,2400,v2,T2
R12,3,36.599825,127.93662844783404,2400,v2,T2
R12,4,31.449825000000004,139.50526421364475,2400,v2,T2
R12,5,26.249825,149.90221422028597,2400,v2,T2
R13,1,44.948564000000005,97.7131109928557,2401,v2,T2
R13,2,39.698564000000005,107.86423020368144,2401,v2,T2
R13,3,34.498564,109.60906583395878,2401,v2,T2
R13,4,50.098564,110.20709506432873,2401,v2,T2
R13,5,29.298564,113.54854286208788,2401,v2,T2
R14,1,45.598682000000004,96.5635663926654,2401,v2,T2
R14,2,40.29868200000001,104.57235577984233,2401,v2,T2
R14,3,50.848682000000004,104.83958998106479,2401,v2,T2
R14,4,34.998682,112.70520636078075,2401,v2,T2
R14,5,29.648682,121.12614475275213,2401,v2,T2
R15,1,43.64745200000001,100.02907937055915,2400,v2,T2
R15,2,38.347452000000004,109.46007015216824,2400,v2,T2
R15,3,32.997452,115.40295091260808,2400,v2,T2
R15,4,27.647452,125.42944597190859,2400,v2,T2
R15,5,22.247452,133.59187456520164,2400,v2,T2
R16,1,44.499039,109.81112131346192,2401,v2,T2
R16,2,39.249039,115.29276406827972,2401,v2,T2
R16,3,33.949039000000006,117.73321892498146,2401,v2,T2
R16,4,28.649039000000002,124.72364498644507,2401,v2,T2
R16,5,23.399039000000002,127.35861541364451,2401,v2,T2
R17,1,45.54838,100.25498524422588,2401,v2,T2
R17,2,40.24838,110.46161072461118,2401,v2,T2
R17,3,34.94838,121.80688363144885,2401,v2,T2
R17,4,29.648380000000003,130.60269422435817,2401,v2,T2
R17,5,24.398380000000003,144.1486717565107,2401,v2,T2
R01,1,37.697956000000005,117.95339663554854,2401,v2,T3
R01,2,41.497956,131.5205002743681,2401,v2,T3
R01,3,33.897956,132.70405914928475,2401,v2,T3
R01,4,45.247956,143.12889913293927,2401,v2,T3
R01,5,30.147956,144.27749916843933,2401,v2,T3
R02,1,46.547358,124.84961896610682,2401,v2,T3
R02,2,42.297358,144.9109986215128,2401,v2,T3
R02,3,50.747358,145.29070471909523,2401,v2,T3
R02,4,38.097358,146.58279659490003,2401,v2,T3
R02,5,25.447358,158.52293939376472,2401,v2,T3
R03,1,46.347582,116.25937792233417,2251,v2,T3
R03,2,42.14758200000001,150.64568428135507,2293,v2,T3
R03,3,50.597582,151.16260182000144,2208,v2,T3
R03,4,54.797582000000006,182.20473971482556,2166,v2,T3
R03,5,37.997582,182.63116995401458,2334,v2,T3
R04,1,47.298211,112.11606604014139,2400,v2,T3
R04,2,34.648210999999996,138.19283828121303,2400,v2,T3
R04,3,43.098211,139.05077597189228,2400,v2,T3
R04,4,38.898211,144.3695666914255,2400,v2,T3
R04,5,30.498211,147.0147719633057,2400,v2,T3
R05,1,48.697578,109.22712929266045,2401,v2,T3
R05,2,44.547578,140.35927296855272,2401,v2,T3
R05,3,40.347578,152.72242927843746,2401,v2,T3
R05,4,36.147577999999996,167.49908104012388,2401,v2,T3
R05,5,31.997578,184.7367224230107,2401,v2,T3
R06,1,45.548791,124.11635983094043,2401,v2,T3
R06,2,30.448791000000003,177.76771874784862,2401,v2,T3
R06,3,40.498791,180.45861170967405,2401,v2,T3
R06,4,35.398790999999996,188.01947701399823,2401,v2,T3
R06,5,25.448791000000003,208.24437180848167,2401,v2,T3
R07,1,45.249804,98.75959695081771,2401,v2,T3
R07,2,9.649804,136.39707359744688,2401,v2,T3
R07,3,4.499804,138.3376944940217,2401,v2,T3
R07,4,40.149804,138.65155708050182,2401,v2,T3
R07,5,14.699804,139.04083855048933,2401,v2,T3
R08,1,44.847477000000005,99.62427618276348,2401,v2,T3
R08,2,39.79747700000001,146.6809209194673,2401,v2,T3
R08,3,34.79747700000001,146.80117767853955,2401,v2,T3
R08,4,29.747477,150.08966010293736,2401,v2,T3
R08,5,9.597477000000001,151.90985920767514,2401,v2,T3
R09,1,44.947439,119.11814608928972,2400,v2,T3
R09,2,49.997439,175.42858359932177,2400,v2,T3
R09,3,39.897439000000006,175.4314881407637,2400,v2,T3
R09,4,14.597439000000001,202.67125465138002,2400,v2,T3
R09,5,55.047439000000004,207.6046479859305,2400,v2,T3
R10,1,45.335709,98.99246797988596,2400,v2,T3
R10,2,40.135709000000006,125.91817171650646,2400,v2,T3
R10,3,34.935709,127.44121911168051,2400,v2,T3
R10,4,19.285709,133.32820598238465,2400,v2,T3
R10,5,14.035709,137.0878359836634,2400,v2,T3
R11,1,45.497481,101.05965470161718,2401,v2,T3
R11,2,40.297481000000005,109.1461005761834,2401,v2,T3
R11,3,35.097481,115.50093002663422,2401,v2,T3
R11,4,29.947481000000003,117.6239575410069,2401,v2,T3
R11,5,4.047480999999999,119.52581133090791,2401,v2,T3
R12,1,46.89982500000001,107.39636351435493,2400,v2,T3
R12,2,41.749825,121.16525701903132,2400,v2,T3
R12,3,36.599825,128.0202089961419,2400,v2,T3
R12,4,31.399825000000003,137.05658689288748,2400,v2,T3
R12,5,26.249825,146.42723086443277,2400,v2,T3
R13,1,44.89856400000001,98.92705371116668,2401,v2,T3
R13,2,39.698564000000005,108.81793163272147,2401,v2,T3
R13,3,34.498564,110.82922827262824,2401,v2,T3
R13,4,50.098564,111.27814426512924,2401,v2,T3
R13,5,29.298564,114.04457792807015,2401,v2,T3
R14,1,45.598682000000004,101.36735635244038,2401,v2,T3
R14,2,40.29868200000001,108.92494469082818,2401,v2,T3
R14,3,50.848682000000004,110.00289305463644,2401,v2,T3
R14,4,34.998682,117.16331769018014,2401,v2,T3
R14,5,29.648682,123.67898179859806,2401,v2,T3
R15,1,43.64745200000001,102.45540587189797,2400,v2,T3
R15,2,38.347452000000004,113.4036135210118,2400,v2,T3
R15,3,32.997452,118.34472113164841,2400,v2,T3
R15,4,27.597452,127.73974752074744,2400,v2,T3
R15,5,22.247452,135.84752326494743,2400,v2,T3
R16,1,44.499039,107.61374112104114,2401,v2,T3
R16,2,39.249039,112.43017543615575,2401,v2,T3
R16,3,33.949039000000006,116.58379235912298,2401,v2,T3
R16,4,28.649039000000002,122.19635866779899,2401,v2,T3
R16,5,23.349039,126.69283996989495,2401,v2,T3
R17,1,45.54838,99.75864785089136,2401,v2,T3
R17,2,40.24838,109.4848510624577,2401,v2,T3
R17,3,34.94838,119.82847907744421,2401,v2,T3
R17,4,29.648380000000003,130.52789053766014,2401,v2,T3
R17,5,24.398380000000003,143.4497309200177,2401,v2,T3
R01,1,37.697956000000005,115.11127942732696,2401,v2,T4
R01,2,41.497956,129.30822914160714,2401,v2,T4
R01,3,33.897956,130.2276161114812,2401,v2,T4
R01,4,30.147956,142.28531314548457,2401,v2,T4
R01,5,45.297956000000006,142.29270770701422,2401,v2,T4
R02,1,46.547358,121.10851074673035,2401,v2,T4
R02,2,50.747358,140.57713955505122,2401,v2,T4
R02,3,42.297358,141.1230457145167,2401,v2,T4
R02,4,38.097358,143.1060207310299,2401,v2,T4
R02,5,29.697358,152.8552182968508,2401,v2,T4
R03,1,46.347582,116.70224938413797,2251,v2,T4
R03,2,50.597582,151.87719864362566,2208,v2,T4
R03,3,42.14758200000001,151.97149197547827,2293,v2,T4
R03,4,37.997582,183.9919207141285,2334,v2,T4
R03,5,54.797582000000006,185.10665025946793,2166,v2,T4
R04,1,47.298211,112.34426473386628,2400,v2,T4
R04,2,34.648210999999996,137.71797540772724,2400,v2,T4
R04,3,43.098211,138.6103432436119,2400,v2,T4
R04,4,38.898211,143.95011890802633,2400,v2,T4
R04,5,30.498211,145.60706558144528,2400,v2,T4
R05,1,48.697578,116.87448843322728,2401,v2,T4
R05,2,44.547578,143.79809634565703,2401,v2,T4
R05,3,40.347578,154.73047860364105,2401,v2,T4
R05,4,36.147577999999996,170.76855379414553,2401,v2,T4
R05,5,31.947578000000004,183.84984856987094,2401,v2,T4
R06,1,45.498791,119.49238817689042,2401,v2,T4
R06,2,30.448791000000003,174.04465552769577,2401,v2,T4
R06,3,40.498791,175.67156039681296,2401,v2,T4
R06,4,35.398790999999996,182.75139621770788,2401,v2,T4
R06,5,25.448791000000003,201.11205710931904,2401,v2,T4
R07,1,45.249804,96.60683362733664,2401,v2,T4
R07,2,9.649804,135.90095947645787,2401,v2,T4
R07,3,4.499804,137.00346004913504,2401,v2,T4
R07,4,40.149804,138.2715853584859,2401,v2,T4
R07,5,14.699804,138.54176272667718,2401,v2,T4
R08,1,44.847477000000005,99.68626225500469,2401,v2,T4
R08,2,34.79747700000001,147.5212608414502,2401,v2,T4
R08,3,39.79747700000001,147.727692140542,2401,v2,T4
R08,4,29.747477,151.02559571552644,2401,v2,T4
R08,5,9.597477000000001,153.33314622538379,2401,v2,T4
R09,1,44.947439,119.62774589150229,2400,v2,T4
R09,2,39.897439000000006,173.38076745355374,2400,v2,T4
R09,3,50.047439000000004,175.64959769141018,2400,v2,T4
R09,4,14.647439,201.52326936914554,2400,v2,T4
R09,5,55.097439,206.6588707878334,2400,v2,T4
R10,1,45.335709,96.28084991696136,2400,v2,T4
R10,2,40.135709000000006,123.28386553038135,2400,v2,T4
R10,3,34.935709,124.04587561431842,2400,v2,T4
R10,4,19.285709,129.03337193329452,2400,v2,T4
R10,5,14.035709,132.35566573598322,2400,v2,T4
R11,1,45.497481,100.54689974263727,2401,v2,T4
R11,2,40.297481000000005,109.6146780297748,2401,v2,T4
R11,3,35.097481,114.58649418753055,2401,v2,T4
R11,4,29.947481000000003,118.72424328134639,2401,v2,T4
R11,5,4.047480999999999,119.24396993985596,2401,v2,T4
R12,1,46.949825000000004,109.4079601381812,2400,v2,T4
R12,2,41.799825000000006,123.33369823898244,2400,v2,T4
R12,3,36.599825,131.04372545544152,2400,v2,T4
R12,4,31.449825000000004,140.24375100585831,2400,v2,T4
R12,5,26.249825,150.6379713808778,2400,v2,T4
R13,1,44.948564000000005,98.10388372391967,2401,v2,T4
R13,2,39.698564000000005,107.71644265812984,2401,v2,T4
R13,3,34.498564,110.07534211170807,2401,v2,T4
R13,4,50.098564,110.2558161825136,2401,v2,T4
R13,5,29.298564,114.04165752425625,2401,v2,T4
R14,1,45.598682000000004,93.79761098618317,2401,v2,T4
R14,2,40.29868200000001,102.77839393494588,2401,v2,T4
R14,3,50.848682000000004,103.75269495120965,2401,v2,T4
R14,4,34.998682,110.78931943915583,2401,v2,T4
R14,5,29.698682,118.74510283663778,2401,v2,T4
R15,1,43.64745200000001,100.26618618358879,2400,v2,T4
R15,2,38.347452000000004,109.97480553567291,2400,v2,T4
R15,3,32.997452,115.13676246967734,2400,v2,T4
R15,4,27.597452,126.18725797713572,2400,v2,T4
R15,5,0.8474520000000001,134.7254191791498,2400,v2,T4
R16,1,44.499039,110.11171383354676,2401,v2,T4
R16,2,39.249039,115.65821346107678,2401,v2,T4
R16,3,33.949039000000006,119.61169064396286,2401,v2,T4
R16,4,28.699039000000003,125.57681553128528,2401,v2,T4
R16,5,23.399039000000002,128.46451235756263,2401,v2,T4
R17,1,45.54838,99.50704216104467,2401,v2,T4
R17,2,40.24838,109.80559424654867,2401,v2,T4
R17,3,34.94838,120.70998531037236,2401,v2,T4
R17,4,29.648380000000003,128.96770005517368,2401,v2,T4
R17,5,24.398380000000003,141.9596888944835,2401,v2,T4
R01,1,37.697956000000005,123.40276242383541,2401,v3-full,T1
R01,2,41.497956,136.3917416402435,2401,v3-full,T1
R01,3,33.897956,138.46293402922973,2401,v3-full,T1
R01,4,45.247956,147.34281485341236,2401,v3-full,T1
R01,5,30.097956,149.3465189722156,2401,v3-full,T1
R02,1,46.497358,121.40676284900093,2401,v3-full,T1
R02,2,42.297358,142.1779636408219,2401,v3-full,T1
R02,3,50.697358,144.05486529893383,2401,v3-full,T1
R02,4,38.097358,145.69887533019377,2401,v3-full,T1
R02,5,29.647358,157.23283703862697,2401,v3-full,T1
R03,1,46.39758200000001,119.61511491883635,2250,v3-full,T1
R03,2,50.597582,154.28930519154625,2208,v3-full,T1
R03,3,42.14758200000001,155.25935187010523,2293,v3-full,T1
R03,4,54.797582000000006,187.3453973623831,2166,v3-full,T1
R03,5,37.947582000000004,189.95210609996928,2334,v3-full,T1
R04,1,47.298211,125.15282038550043,2400,v3-full,T1
R04,2,34.698211,150.58298491033145,2400,v3-full,T1
R04,3,43.098211,152.8540535794353,2400,v3-full,T1
R04,4,38.898211,157.3914069662821,2400,v3-full,T1
R04,5,30.498211,161.68253422031864,2400,v3-full,T1
R05,1,48.697578,145.32697013470795,2401,v3-full,T1
R05,2,44.547578,172.70210460887418,2401,v3-full,T1
R05,3,40.347578,183.86805282185082,2401,v3-full,T1
R05,4,36.147577999999996,197.84043276564458,2401,v3-full,T1
R05,5,31.947578000000004,215.5315968528039,2401,v3-full,T1
R06,1,45.498791,125.94398347660838,2401,v3-full,T1
R06,2,30.398791000000003,187.68400441924447,2401,v3-full,T1
R06,3,40.448791,187.82878259358503,2401,v3-full,T1
R06,4,35.348791,195.29841402992488,2401,v3-full,T1
R06,5,25.348791000000002,219.2759195777418,2401,v3-full,T1
R07,1,45.249804,106.68581097432214,2401,v3-full,T1
R07,2,9.649804,143.72287972961882,2401,v3-full,T1
R07,3,4.549804,144.43076261677197,2401,v3-full,T1
R07,4,40.149804,144.83587977325556,2401,v3-full,T1
R07,5,14.749804,145.02181893549323,2401,v3-full,T1
R08,1,44.847477000000005,115.23666772205692,2401,v3-full,T1
R08,2,39.847477000000005,162.43502097857146,2401,v3-full,T1
R08,3,34.79747700000001,162.76284026120555,2401,v3-full,T1
R08,4,29.747477,167.47602016637848,2401,v3-full,T1
R08,5,9.597477000000001,170.26950211425466,2401,v3-full,T1
R09,1,44.947439,153.9534367528173,2400,v3-full,T1
R09,2,49.997439,204.21103358797004,2400,v3-full,T1
R09,3,39.847439,204.47337778887186,2400,v3-full,T1
R09,4,14.597439000000001,229.89585294710466,2400,v3-full,T1
R09,5,55.097439,234.39305809802391,2400,v3-full,T1
R10,1,45.335709,103.18581125393058,2400,v3-full,T1
R10,2,40.135709000000006,132.99526111660475,2400,v3-full,T1
R10,3,34.935709,136.13838551248443,2400,v3-full,T1
R10,4,14.035709,141.68879252991178,2400,v3-full,T1
R10,5,19.285709,143.13036822386835,2400,v3-full,T1
R11,1,45.497481,99.09817485888024,2401,v3-full,T1
R11,2,40.297481000000005,110.3943103240249,2401,v3-full,T1
R11,3,35.147481,115.52452152973702,2401,v3-full,T1
R11,4,29.947481000000003,119.66915801774377,2401,v3-full,T1
R11,5,4.047480999999999,120.3042586847168,2401,v3-full,T1
R12,1,46.949825000000004,116.13639885676386,2400,v3-full,T1
R12,2,41.749825,131.07694516268936,2400,v3-full,T1
R12,3,36.599825,139.3964790480702,2400,v3-full,T1
R12,4,31.399825000000003,149.24716174051156,2400,v3-full,T1
R12,5,26.249825,159.9502188925187,2400,v3-full,T1
R13,1,44.89856400000001,116.35287114771674,2401,v3-full,T1
R13,2,39.698564000000005,126.340033010309,2401,v3-full,T1
R13,3,50.098564,128.43850724292187,2401,v3-full,T1
R13,4,34.498564,129.12391791790603,2401,v3-full,T1
R13,5,29.298564,133.23475588464444,2401,v3-full,T1
R14,1,45.598682000000004,103.73913645533669,2401,v3-full,T1
R14,2,40.29868200000001,113.91322824490605,2401,v3-full,T1
R14,3,50.848682000000004,114.70047802332749,2401,v3-full,T1
R14,4,34.948682000000005,124.76955779939013,2401,v3-full,T1
R14,5,29.698682,130.95995395607298,2401,v3-full,T1
R15,1,43.64745200000001,103.65512710925132,2400,v3-full,T1
R15,2,38.347452000000004,111.81727774982473,2400,v3-full,T1
R15,3,32.997452,116.76213245360768,2400,v3-full,T1
R15,4,27.647452,128.09144273805305,2400,v3-full,T1
R15,5,0.8474520000000001,137.35759190760217,2400,v3-full,T1
R16,1,44.54903900000001,124.21856293508512,2401,v3-full,T1
R16,2,39.249039,129.3885638382518,2401,v3-full,T1
R16,3,33.999039,133.86634641884552,2401,v3-full,T1
R16,4,28.699039000000003,138.17371471778122,2401,v3-full,T1
R16,5,23.449039000000003,142.350838451163,2401,v3-full,T1
R17,1,45.54838,118.40772961287965,2401,v3-full,T1
R17,2,40.24838,128.54331004504766,2401,v3-full,T1
R17,3,34.94838,139.93141046437114,2401,v3-full,T1
R17,4,29.648380000000003,150.72379434921575,2401,v3-full,T1
R17,5,24.348380000000002,163.57960664939026,2401,v3-full,T1
R01,1,37.697956000000005,123.14734291180054,2401,v3-full,T2
R01,2,41.497956,136.26486536689478,2401,v3-full,T2
R01,3,33.897956,138.46294280733375,2401,v3-full,T2
R01,4,45.247956,147.18717099754508,2401,v3-full,T2
R01,5,30.097956,149.12847678677295,2401,v3-full,T2
R02,1,46.497358,120.66615083356818,2401,v3-full,T2
R02,2,42.297358,141.35995181954115,2401,v3-full,T2
R02,3,50.697358,143.5189203183395,2401,v3-full,T2
R02,4,38.097358,145.22076687975047,2401,v3-full,T2
R02,5,29.647358,156.49185185436951,2401,v3-full,T2
R03,1,46.39758200000001,119.49715196465147,2250,v3-full,T2
R03,2,50.597582,154.36152387506652,2208,v3-full,T2
R03,3,42.14758200000001,155.41794966760935,2293,v3-full,T2
R03,4,54.797582000000006,187.19496061917943,2166,v3-full,T2
R03,5,37.947582000000004,189.8875886017766,2334,v3-full,T2
R04,1,47.298211,125.15448773128131,2400,v3-full,T2
R04,2,34.698211,150.31229209062218,2400,v3-full,T2
R04,3,43.098211,152.60063599496846,2400,v3-full,T2
R04,4,38.898211,157.2899266173652,2400,v3-full,T2
R04,5,30.498211,161.68234320528887,2400,v3-full,T2
R05,1,48.697578,144.934284890719,2401,v3-full,T2
R05,2,44.547578,172.4916415798754,2401,v3-full,T2
R05,3,40.347578,183.70746540822984,2401,v3-full,T2
R05,4,36.147577999999996,197.48121763484963,2401,v3-full,T2
R05,5,31.947578000000004,215.05806226611512,2401,v3-full,T2
R06,1,45.498791,126.03890823587253,2401,v3-full,T2
R06,2,30.448791000000003,187.498439016042,2401,v3-full,T2
R06,3,40.448791,187.69611932017082,2401,v3-full,T2
R06,4,35.398790999999996,195.15084036681858,2401,v3-full,T2
R06,5,25.348791000000002,219.28013487637944,2401,v3-full,T2
R07,1,45.249804,106.70295537891323,2401,v3-full,T2
R07,2,9.649804,143.4227911577458,2401,v3-full,T2
R07,3,4.549804,144.20328867868054,2401,v3-full,T2
R07,4,40.149804,144.83436272158582,2401,v3-full,T2
R07,5,14.749804,145.15548865785075,2401,v3-full,T2
R08,1,44.847477000000005,115.0347344204502,2401,v3-full,T2
R08,2,34.79747700000001,162.18769589395797,2401,v3-full,T2
R08,3,39.847477000000005,162.7535652667744,2401,v3-full,T2
R08,4,29.747477,167.49644846957955,2401,v3-full,T2
R08,5,9.597477000000001,170.23192876481303,2401,v3-full,T2
R09,1,44.947439,153.95343675281708,2400,v3-full,T2
R09,2,49.997439,204.1615881787269,2400,v3-full,T2
R09,3,39.847439,204.39835338645224,2400,v3-full,T2
R09,4,14.597439000000001,229.89585294710466,2400,v3-full,T2
R09,5,55.147439000000006,234.3469880651764,2400,v3-full,T2
R10,1,45.335709,103.1246602731168,2400,v3-full,T2
R10,2,40.135709000000006,132.87133987943014,2400,v3-full,T2
R10,3,34.935709,136.5206290733451,2400,v3-full,T2
R10,4,14.035709,141.34903691999483,2400,v3-full,T2
R10,5,19.285709,143.27544688730862,2400,v3-full,T2
R11,1,45.497481,99.13972326008758,2401,v3-full,T2
R11,2,40.297481000000005,110.24357017342474,2401,v3-full,T2
R11,3,35.147481,115.4725008469575,2401,v3-full,T2
R11,4,29.947481000000003,119.59618943476289,2401,v3-full,T2
R11,5,4.047480999999999,120.18032753787236,2401,v3-full,T2
R12,1,46.949825000000004,116.33632199182743,2400,v3-full,T2
R12,2,41.749825,131.2383416023073,2400,v3-full,T2
R12,3,36.599825,139.51286105123017,2400,v3-full,T2
R12,4,31.399825000000003,149.99530693738058,2400,v3-full,T2
R12,5,26.249825,160.19451032834542,2400,v3-full,T2
R13,1,44.89856400000001,116.36572415053433,2401,v3-full,T2
R13,2,39.698564000000005,126.37978335766223,2401,v3-full,T2
R13,3,50.098564,128.24295150038265,2401,v3-full,T2
R13,4,34.498564,129.01597214081733,2401,v3-full,T2
R13,5,29.298564,133.07337612482715,2401,v3-full,T2
R14,1,45.598682000000004,103.73913749807191,2401,v3-full,T2
R14,2,40.29868200000001,114.11781119224531,2401,v3-full,T2
R14,3,50.848682000000004,114.87744405640738,2401,v3-full,T2
R14,4,34.948682000000005,124.64485991132388,2401,v3-full,T2
R14,5,29.698682,130.77650167110025,2401,v3-full,T2
R15,1,43.697452000000006,103.46655619314777,2400,v3-full,T2
R15,2,38.347452000000004,111.71734880108968,2400,v3-full,T2
R15,3,32.997452,116.67087995211742,2400,v3-full,T2
R15,4,27.647452,128.05455795706007,2400,v3-full,T2
R15,5,22.297452,137.2373534843996,2400,v3-full,T2
R16,1,44.54903900000001,124.07955227755781,2401,v3-full,T2
R16,2,39.249039,129.3631510272566,2401,v3-full,T2
R16,3,33.999039,133.76024246022737,2401,v3-full,T2
R16,4,28.699039000000003,138.17371471899773,2401,v3-full,T2
R16,5,23.449039000000003,142.2541576483651,2401,v3-full,T2
R17,1,45.54838,118.40832717335661,2401,v3-full,T2
R17,2,40.24838,128.53280917576606,2401,v3-full,T2
R17,3,34.94838,140.18748200010913,2401,v3-full,T2
R17,4,29.648380000000003,150.500060951501,2401,v3-full,T2
R17,5,24.348380000000002,163.62258954186726,2401,v3-full,T2
R01,1,37.697956000000005,126.83891789790938,2401,v3-full,T3
R01,2,41.497956,142.20439063743353,2401,v3-full,T3
R01,3,33.897956,143.2657897270196,2401,v3-full,T3
R01,4,30.097956,153.58962566291808,2401,v3-full,T3
R01,5,45.247956,153.84062475967147,2401,v3-full,T3
R02,1,46.497358,125.8093400408542,2401,v3-full,T3
R02,2,42.297358,148.49348182648268,2401,v3-full,T3
R02,3,50.747358,149.7199912307987,2401,v3-full,T3
R02,4,38.097358,151.06886414791464,2401,v3-full,T3
R02,5,29.647358,162.07821500290157,2401,v3-full,T3
R03,1,46.39758200000001,115.85280438925773,2250,v3-full,T3
R03,2,50.597582,148.27073813915558,2208,v3-full,T3
R03,3,42.14758200000001,151.49593646273314,2293,v3-full,T3
R03,4,54.797582000000006,182.4443999778862,2166,v3-full,T3
R03,5,37.947582000000004,185.08700211032527,2334,v3-full,T3
R04,1,47.298211,128.08386000871138,2400,v3-full,T3
R04,2,34.698211,154.98234842085674,2400,v3-full,T3
R04,3,43.098211,156.24462521765275,2400,v3-full,T3
R04,4,38.898211,161.3185218059713,2400,v3-full,T3
R04,5,30.498211,164.7836399525753,2400,v3-full,T3
R05,1,48.697578,144.4138659427892,2401,v3-full,T3
R05,2,44.497578,172.20154277474523,2401,v3-full,T3
R05,3,40.347578,186.06843473955792,2401,v3-full,T3
R05,4,36.147577999999996,198.55094312189001,2401,v3-full,T3
R05,5,31.947578000000004,213.90393358821413,2401,v3-full,T3
R06,1,45.498791,128.24031650713556,2401,v3-full,T3
R06,2,30.448791000000003,185.49157430689408,2401,v3-full,T3
R06,3,40.448791,187.06133232136446,2401,v3-full,T3
R06,4,35.398790999999996,195.3587006166974,2401,v3-full,T3
R06,5,25.398791000000003,217.50415384438585,2401,v3-full,T3
R07,1,45.249804,104.64023152376383,2401,v3-full,T3
R07,2,9.649804,139.98752963134888,2401,v3-full,T3
R07,3,40.149804,140.4822018167852,2401,v3-full,T3
R07,4,14.699804,140.96533630008398,2401,v3-full,T3
R07,5,4.499804,141.12907924740753,2401,v3-full,T3
R08,1,44.847477000000005,111.89481879284715,2401,v3-full,T3
R08,2,34.79747700000001,158.47785086970123,2401,v3-full,T3
R08,3,39.79747700000001,158.8547077742392,2401,v3-full,T3
R08,4,29.747477,164.23965593186915,2401,v3-full,T3
R08,5,9.597477000000001,166.73472805519964,2401,v3-full,T3
R09,1,44.947439,150.90299315295618,2400,v3-full,T3
R09,2,49.997439,204.24137075038135,2400,v3-full,T3
R09,3,39.847439,204.7733192126052,2400,v3-full,T3
R09,4,14.647439,228.07730761288377,2400,v3-full,T3
R09,5,55.097439,231.27220058753778,2400,v3-full,T3
R10,1,45.285709000000004,106.9557062456775,2400,v3-full,T3
R10,2,40.135709000000006,135.89145289573543,2400,v3-full,T3
R10,3,34.935709,138.72529645272857,2400,v3-full,T3
R10,4,19.285709,145.9405920159216,2400,v3-full,T3
R10,5,14.035709,146.6322475384515,2400,v3-full,T3
R11,1,45.497481,98.44736652369683,2401,v3-full,T3
R11,2,40.297481000000005,109.40200103534904,2401,v3-full,T3
R11,3,35.097481,114.49998023379153,2401,v3-full,T3
R11,4,29.947481000000003,118.59485834849134,2401,v3-full,T3
R11,5,4.047480999999999,118.67412086854249,2401,v3-full,T3
R12,1,46.89982500000001,113.3364488121382,2400,v3-full,T3
R12,2,41.749825,127.62729671556104,2400,v3-full,T3
R12,3,36.599825,135.00236420504262,2400,v3-full,T3
R12,4,31.399825000000003,146.71930729689774,2400,v3-full,T3
R12,5,26.249825,156.16472259086356,2400,v3-full,T3
R13,1,44.89856400000001,119.33374408390591,2401,v3-full,T3
R13,2,39.698564000000005,132.04397642625096,2401,v3-full,T3
R13,3,50.098564,133.4773240441195,2401,v3-full,T3
R13,4,34.498564,133.70785132597612,2401,v3-full,T3
R13,5,29.298564,138.73475678829064,2401,v3-full,T3
R14,1,45.598682000000004,104.83302199180294,2401,v3-full,T3
R14,2,50.89868200000001,113.95878665201496,2401,v3-full,T3
R14,3,40.29868200000001,114.1832375778176,2401,v3-full,T3
R14,4,34.948682000000005,123.21074790550568,2401,v3-full,T3
R14,5,29.698682,129.4523251306658,2401,v3-full,T3
R15,1,43.64745200000001,100.5513514441177,2400,v3-full,T3
R15,2,38.29745200000001,111.51171114079588,2400,v3-full,T3
R15,3,32.997452,116.3605296163885,2400,v3-full,T3
R15,4,27.597452,127.52060404601946,2400,v3-full,T3
R15,5,22.247452,137.03365681896054,2400,v3-full,T3
R16,1,44.54903900000001,125.10068287988662,2401,v3-full,T3
R16,2,39.249039,131.56132744287575,2401,v3-full,T3
R16,3,33.999039,137.49891761560554,2401,v3-full,T3
R16,4,28.699039000000003,141.35018434641276,2401,v3-full,T3
R16,5,23.449039000000003,144.65452027232516,2401,v3-full,T3
R17,1,45.54838,121.90073915456169,2401,v3-full,T3
R17,2,40.24838,131.9738469654333,2401,v3-full,T3
R17,3,34.898379999999996,143.83795137821465,2401,v3-full,T3
R17,4,29.648380000000003,153.58112563032515,2401,v3-full,T3
R17,5,24.348380000000002,167.0960195523927,2401,v3-full,T3
R01,1,37.697956000000005,124.45880274622367,2401,v3-full,T4
R01,2,41.497956,138.6764319419931,2401,v3-full,T4
R01,3,33.897956,141.00729442275025,2401,v3-full,T4
R01,4,30.097956,151.72676935272526,2401,v3-full,T4
R01,5,45.247956,152.10138627137243,2401,v3-full,T4
R02,1,46.497358,113.12425708370777,2401,v3-full,T4
R02,2,42.297358,133.4243577472586,2401,v3-full,T4
R02,3,50.747358,134.88819636964303,2401,v3-full,T4
