row_spec,stage,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R2:L7:I3:T6,simulate_imu_prior,0.6623496359970886,,,,
R2:L7:I3:T6,cpu_golden,21.87703801599855,,,,
R2:L7:I3:T6,torch_gpu,2.5660238249984104,0,1,2.5660238249984104,2.5660238249984104
R2:L7:I3:T8,simulate_imu_prior,0.6463771549897501,,,,
R2:L7:I3:T8,cpu_golden,21.952667158999247,,,,
R2:L7:I3:T8,torch_gpu,2.5611149280011887,0,1,2.5611149280011887,2.5611149280011887
R2:L7:I4:T6,simulate_imu_prior,0.6454506919981213,,,,
R2:L7:I4:T6,cpu_golden,21.633325443996,,,,
R2:L7:I4:T6,torch_gpu,2.3528974910004763,0,1,2.3528974910004763,2.3528974910004763
R2:L7:I4:T8,simulate_imu_prior,0.6401171239995165,,,,
R2:L7:I4:T8,cpu_golden,24.806341004004935,,,,
R2:L7:I4:T8,torch_gpu,3.707304228999419,0,1,3.707304228999419,3.707304228999419
