sweep,conn_id,peer_name,tag_id,anchor_id,status,raw_mm,filt_mm,quality_percent,ok_count,fail_count
66,,BS2DCE,,0,timeout,0,2827,66,2,1
66,,BS2DCE,,1,ok,3460,3460,100,3,0
66,,BS2DCE,,2,ok,2992,2992,100,3,0
66,,BS2DCE,,3,ok,2847,2847,100,3,0
66,,BS2DCE,,4,ok,2864,2864,100,3,0
66,,BS2DCE,,5,ok,3061,3061,100,3,0
24056,,BSF66F,,0,ok,3847,3847,100,5,0
24056,,BSF66F,,1,ok,2586,2586,100,5,0
24056,,BSF66F,,2,ok,2149,2149,100,5,0
80,,BSDC91,,0,ok,3451,3451,100,3,0
80,,BSDC91,,1,ok,1826,1826,100,3,0
80,,BSDC91,,2,ok,3190,3190,100,3,0
80,,BSDC91,,3,ok,3847,3847,100,3,0
80,,BSDC91,,4,ok,3080,3080,100,3,0
80,,BSDC91,,5,ok,1693,1693,100,3,0
24057,,BSF66F,,4,ok,3712,3712,100,6,0
24057,,BSF66F,,5,ok,2355,2355,100,6,0
81,,BSDC91,,0,reject,2349,3451,75,3,1
81,,BSDC91,,1,reject,2314,1826,75,3,1
81,,BSDC91,,2,ok,3111,3111,100,4,0
81,,BSDC91,,3,reject,3040,3847,75,3,1
81,,BSDC91,,4,reject,2598,3080,75,3,1
81,,BSDC91,,5,reject,2576,1693,75,3,1
81,,BSDC91,,6,ok,3309,3309,100,4,0
67,,BS2DCE,,0,ok,3173,3173,75,3,1
67,,BS2DCE,,1,reject,2824,3460,75,3,1
67,,BS2DCE,,2,ok,2676,2676,100,4,0
67,,BS2DCE,,3,ok,3095,3095,100,4,0
67,,BS2DCE,,4,ok,3064,3064,100,4,0
67,,BS2DCE,,5,ok,2716,2716,100,4,0
67,,BS2DCE,,6,ok,2665,2665,100,4,0
24058,,BSF66F,,0,ok,3900,3900,100,6,0
24058,,BSF66F,,1,ok,2489,2489,100,6,0
24058,,BSF66F,,2,ok,2170,2170,100,6,0
24058,,BSF66F,,3,ok,3492,3492,100,6,0
82,,BSDC91,,0,reject,2422,3451,60,3,2
82,,BSDC91,,1,reject,2550,1826,60,3,2
82,,BSDC91,,2,ok,3090,3090,100,5,0
82,,BSDC91,,3,reject,2835,3847,60,3,2
82,,BSDC91,,4,reject,2590,3080,60,3,2
82,,BSDC91,,5,reject,2583,1693,60,3,2
82,,BSDC91,,6,ok,3229,3229,100,5,0
82,,BSDC91,,7,reject,3031,3875,60,3,2
24059,,BSF66F,,4,ok,3783,3783,100,7,0
24059,,BSF66F,,5,ok,2362,2362,100,7,0
24059,,BSF66F,,6,ok,1980,1980,100,7,0
83,,BSDC91,,0,reject,2442,3451,50,3,3
83,,BSDC91,,1,reject,2757,1826,50,3,3
83,,BSDC91,,2,ok,3104,3104,100,6,0
83,,BSDC91,,3,reject,2741,3847,50,3,3
