sweep,conn_id,peer_name,tag_id,plan,pmode,anchor_label,status,reason,raw_mm,filt_mm,pred_mm,resid_mm,tracker_quality_percent,solve_quality_percent
24056,,BSF66F,,cal_static,4,E,ok,ok,3854,3854,0,0,100,100
24056,,BSF66F,,cal_static,4,F,ok,ok,2355,2355,0,0,100,100
24056,,BSF66F,,cal_static,4,G,ok,ok,2006,2006,0,0,100,100
24056,,BSF66F,,cal_static,4,H,ok,ok,3519,3519,0,0,100,100
67,,BS2DCE,,cal_roto,5,A,timeout,rx_timeout,0,2827,0,0,66,66
67,,BS2DCE,,cal_roto,5,B,ok,ok,3460,3460,0,0,100,100
67,,BS2DCE,,cal_roto,5,C,ok,ok,2992,2992,0,0,100,100
67,,BS2DCE,,cal_roto,5,D,ok,ok,2847,2847,0,0,100,100
67,,BS2DCE,,cal_roto,5,E,ok,ok,2864,2864,0,0,100,100
67,,BS2DCE,,cal_roto,5,F,ok,ok,3061,3061,0,0,100,100
67,,BS2DCE,,cal_roto,5,G,ok,ok,2598,2598,0,0,100,100
67,,BS2DCE,,cal_roto,5,H,ok,ok,2904,2904,0,0,100,100
24057,,BSF66F,,cal_static,4,A,ok,ok,3847,3847,0,0,100,100
24057,,BSF66F,,cal_static,4,B,ok,ok,2586,2586,0,0,100,100
24057,,BSF66F,,cal_static,4,C,ok,ok,2149,2149,0,0,100,100
24057,,BSF66F,,cal_static,4,D,ok,ok,3522,3522,0,0,100,100
81,,BSDC91,,cal_roto,5,A,ok,ok,3451,3451,0,0,100,100
81,,BSDC91,,cal_roto,5,B,ok,ok,1826,1826,0,0,100,100
81,,BSDC91,,cal_roto,5,C,ok,ok,3190,3190,0,0,100,100
81,,BSDC91,,cal_roto,5,D,ok,ok,3847,3847,0,0,100,100
81,,BSDC91,,cal_roto,5,E,ok,ok,3080,3080,0,0,100,100
81,,BSDC91,,cal_roto,5,F,ok,ok,1693,1693,0,0,100,100
81,,BSDC91,,cal_roto,5,G,ok,ok,2951,2951,0,0,100,100
81,,BSDC91,,cal_roto,5,H,ok,ok,3875,3875,0,0,100,100
24058,,BSF66F,,cal_static,4,E,ok,ok,3712,3712,0,0,100,100
24058,,BSF66F,,cal_static,4,F,ok,ok,2355,2355,0,0,100,100
24058,,BSF66F,,cal_static,4,G,ok,ok,1982,1982,0,0,100,100
24058,,BSF66F,,cal_static,4,H,ok,ok,3479,3479,0,0,100,100
82,,BSDC91,,cal_roto,5,A,reject,raw_outlier,2349,3451,0,0,75,75
82,,BSDC91,,cal_roto,5,B,reject,raw_outlier,2314,1826,0,0,75,75
82,,BSDC91,,cal_roto,5,C,ok,ok,3111,3111,0,0,100,100
82,,BSDC91,,cal_roto,5,D,reject,raw_outlier,3040,3847,0,0,75,75
82,,BSDC91,,cal_roto,5,E,reject,raw_outlier,2598,3080,0,0,75,75
82,,BSDC91,,cal_roto,5,F,reject,raw_outlier,2576,1693,0,0,75,75
82,,BSDC91,,cal_roto,5,G,ok,ok,3309,3309,0,0,100,100
68,,BS2DCE,,cal_roto,5,A,ok,ok,3173,3173,0,0,75,75
24059,,BSF66F,,cal_static,4,A,ok,ok,3900,3900,0,0,100,100
24059,,BSF66F,,cal_static,4,B,ok,ok,2489,2489,0,0,100,100
68,,BS2DCE,,cal_roto,5,B,reject,raw_outlier,2824,3460,0,0,75,75
68,,BS2DCE,,cal_roto,5,C,ok,ok,2676,2676,0,0,100,100
68,,BS2DCE,,cal_roto,5,D,ok,ok,3095,3095,0,0,100,100
68,,BS2DCE,,cal_roto,5,E,ok,ok,3064,3064,0,0,100,100
24059,,BSF66F,,cal_static,4,C,ok,ok,2170,2170,0,0,100,100
24059,,BSF66F,,cal_static,4,D,ok,ok,3492,3492,0,0,100,100
68,,BS2DCE,,cal_roto,5,F,ok,ok,2716,2716,0,0,100,100
68,,BS2DCE,,cal_roto,5,G,ok,ok,2665,2665,0,0,100,100
83,,BSDC91,,cal_roto,5,A,reject,raw_outlier,2422,3451,0,0,60,60
83,,BSDC91,,cal_roto,5,B,reject,raw_outlier,2550,1826,0,0,60,60
83,,BSDC91,,cal_roto,5,C,ok,ok,3090,3090,0,0,100,100
83,,BSDC91,,cal_roto,5,D,reject,raw_outlier,2835,3847,0,0,60,60
83,,BSDC91,,cal_roto,5,E,reject,raw_outlier,2590,3080,0,0,60,60
83,,BSDC91,,cal_roto,5,F,reject,raw_outlier,2583,1693,0,0,60,60
83,,BSDC91,,cal_roto,5,G,ok,ok,3229,3229,0,0,100,100
24060,,BSF66F,,cal_static,4,E,ok,ok,3783,3783,0,0,100,100
24060,,BSF66F,,cal_static,4,F,ok,ok,2362,2362,0,0,100,100
24060,,BSF66F,,cal_static,4,G,ok,ok,1980,1980,0,0,100,100
24060,,BSF66F,,cal_static,4,H,ok,ok,3511,3511,0,0,100,100
84,,BSDC91,,cal_roto,5,A,reject,raw_outlier,2442,3451,0,0,50,50
84,,BSDC91,,cal_roto,5,B,reject,raw_outlier,2757,1826,0,0,50,50
84,,BSDC91,,cal_roto,5,C,ok,ok,3104,3104,0,0,100,100
84,,BSDC91,,cal_roto,5,D,reject,raw_outlier,2741,3847,0,0,50,50
84,,BSDC91,,cal_roto,5,E,reject,raw_outlier,2477,3080,0,0,50,50
84,,BSDC91,,cal_roto,5,F,reject,raw_outlier,2726,1693,0,0,50,50
69,,BS2DCE,,cal_roto,5,A,timeout,rx_timeout,0,3173,0,0,60,60
69,,BS2DCE,,cal_roto,5,B,reject,raw_outlier,2252,3460,0,0,60,60
69,,BS2DCE,,cal_roto,5,C,ok,ok,2764,2764,0,0,100,100
69,,BS2DCE,,cal_roto,5,D,ok,ok,3486,3486,0,0,100,100
69,,BS2DCE,,cal_roto,5,E,ok,ok,3153,3153,0,0,100,100
84,,BSDC91,,cal_roto,5,G,ok,ok,3216,3216,0,0,100,100
84,,BSDC91,,cal_roto,5,H,reject,raw_outlier,2870,3875,0,0,50,50
69,,BS2DCE,,cal_roto,5,F,reject,raw_outlier,2177,2716,0,0,80,80
69,,BS2DCE,,cal_roto,5,G,ok,ok,2518,2518,0,0,100,100
24061,,BSF66F,,cal_static,4,A,ok,ok,3918,3918,0,0,100,100
24061,,BSF66F,,cal_static,4,B,ok,ok,2537,2537,0,0,100,100
24061,,BSF66F,,cal_static,4,C,ok,ok,2186,2186,0,0,100,100
24061,,BSF66F,,cal_static,4,D,ok,ok,3491,3491,0,0,100,100
70,,BS2DCE,,cal_roto,5,A,ok,ok,3402,3402,0,0,66,66
70,,BS2DCE,,cal_roto,5,B,timeout,rx_timeout,0,3460,0,0,50,50
85,,BSDC91,,cal_roto,5,A,reject,raw_outlier,2610,3451,0,0,42,42
85,,BSDC91,,cal_roto,5,B,reject,raw_outlier,2767,1826,0,0,42,42
85,,BSDC91,,cal_roto,5,C,ok,ok,3016,3016,0,0,100,100
85,,BSDC91,,cal_roto,5,D,reject,raw_outlier,2594,3847,0,0,42,42
85,,BSDC91,,cal_roto,5,E,ok,ok,2951,2951,0,0,57,57
70,,BS2DCE,,cal_roto,5,C,timeout,rx_timeout,0,2764,0,0,83,83
70,,BS2DCE,,cal_roto,5,D,ok,ok,3476,3476,0,0,100,100
70,,BS2DCE,,cal_roto,5,E,ok,ok,3206,3206,0,0,100,100
70,,BS2DCE,,cal_roto,5,F,reject,raw_outlier,2035,2716,0,0,66,66
70,,BS2DCE,,cal_roto,5,G,ok,ok,2599,2599,0,0,100,100
85,,BSDC91,,cal_roto,5,F,reject,raw_outlier,2800,1693,0,0,42,42
85,,BSDC91,,cal_roto,5,G,ok,ok,3004,3004,0,0,100,100
70,,BS2DCE,,cal_roto,5,H,ok,ok,3587,3587,0,0,100,100
24062,,BSF66F,,cal_static,4,E,ok,ok,3776,3776,0,0,100,100
24062,,BSF66F,,cal_static,4,F,ok,ok,2353,2353,0,0,100,100
24062,,BSF66F,,cal_static,4,G,ok,ok,2040,2040,0,0,100,100
24062,,BSF66F,,cal_static,4,H,ok,ok,3536,3536,0,0,100,100
