version,eval_set,method,ID,location,height,facing,tag_truth_source,tag_truth_corrected,tag_truth_permutation,tag_truth_shift_from_motive_mm,tag_ball_fingerprint_as_is_max_abs_dev_mm,tag_ball_fingerprint_corrected_max_abs_dev_mm,err_x_mm,err_y_vertical_mm,err_z_mm,err_horizontal_mm,err_vertical_mm,err_3d_mm,aligned_x_mm,aligned_y_vertical_mm,aligned_z_mm,truth_x_mm,truth_y_vertical_mm,truth_z_mm,anchor_fit_det,anchor_fit_scale,anchor_similarity_scale_diagnostic,distance_to_array_centroid_mm,scale_bias_expected_mm,n_frames,pct_ge8
v1-old,all8,C_anchor_locked_OFFICIAL,ID01,edge,low,ABEF,reconstructed_from_relabelled_balls,True,"0,1,4,2,3",54.12208743140742,29.051378695780997,1.5155498742221383,55.17862762876507,-197.43397503101858,-5.4342873200448025,55.445580758710754,197.43397503101858,205.07166289426627,-487.0367167205759,-14.891174446939225,-388.75834825047673,-542.215344349341,182.54280058407934,-383.3240609304319,-1.0000000000000009,1.0,0.9549735987772423,889.8367413746068,40.06614613988432,1201,91.75686927560366
v1-old,all8,C_anchor_locked_OFFICIAL,ID02,edge,mid,ABEF,motive_iantenna,False,"0,1,2,3,4",0.0,0.6572220380767959,0.6572220380767959,15.666509358102871,-50.03775322657975,10.5962459066331,18.91348573852434,50.03775322657975,53.492959263303575,-527.5634706418971,1055.5512467734202,-249.3251140933669,-543.22998,1105.589,-259.92136,-1.0000000000000009,1.0,0.9549735987772423,461.6346339824702,20.785746248015595,1201,95.67027477102414
v1-old,all8,C_anchor_locked_OFFICIAL,ID03,edge,high,ABEF,motive_iantenna,False,"0,1,2,3,4",0.0,0.6213212809211015,0.6213212809211015,-18.576538522360806,406.718326429846,-10.051443872115044,21.12153657731923,406.718326429846,407.26639483424333,-572.5794085223608,2032.2797764298462,-266.34654387211503,-554.00287,1625.5614500000001,-256.2951,-1.0000000000000009,1.0,0.9549735987772423,813.3092827400905,36.620390082848594,1201,92.2564529558701
v1-old,all8,C_anchor_locked_OFFICIAL,ID04,edge,low,BCGF,motive_iantenna,False,"0,1,2,3,4",0.0,1.6855830977794,1.6855830977794,62.56585009712444,-328.3211129888137,15.084301497606475,64.35854061464211,328.3211129888137,334.5695368443754,-258.61296490287555,-146.1573229888137,495.01812149760644,-321.178815,182.16379,479.93381999999997,-1.0000000000000009,1.0,0.9549735987772423,1047.8906733259494,47.18274589475991,1201,93.83846794338052
v1-old,all8,C_anchor_locked_OFFICIAL,ID05,edge,mid,BCGF,reconstructed_from_relabelled_balls,True,"3,4,2,0,1",2.0942332073721013,5.490229164285438,0.8401003929094628,22.876934784457518,94.12746716417405,73.98916504055029,77.44514632002519,94.12746716417405,121.89229164829405,-162.10495501247487,1197.7140837237507,547.6931939744995,-184.9818897969324,1103.5866165595767,473.70402893394925,-1.0000000000000009,1.0,0.9549735987772423,705.9514108073571,31.7864514667839,1200,91.5
v1-old,all8,C_anchor_locked_OFFICIAL,ID06,edge,high,BCGF,motive_iantenna,False,"0,1,2,3,4",0.0,1.4652634113752043,1.4652634113752043,-6.74714631684779,238.08016177987793,0.2582300584774657,6.7520860616593135,238.08016177987793,238.17588899659196,-199.9784013168478,1923.032711779878,476.7812100584774,-193.231255,1684.95255,476.52297999999996,-1.0000000000000009,1.0,0.9549735987772423,1013.9317064581626,45.65369582746061,1201,92.83930058284764
v1-old,all8,C_anchor_locked_OFFICIAL,ID07,edge,low,CDHG,motive_iantenna,False,"0,1,2,3,4",0.0,3.010748996927397,3.010748996927397,-16.705192486419946,-244.22251939043923,45.25972539827755,48.24423487978467,244.22251939043923,248.94205184449913,335.4423575135801,-32.65716439043922,99.05559139827756,352.14755,211.565355,53.795866000000004,-1.0000000000000009,1.0,0.9549735987772423,906.6934696461826,40.825143950343296,1201,90.84096586178184
v1-old,all8,C_anchor_locked_OFFICIAL,ID08,edge,mid,CDHG,motive_iantenna,False,"0,1,2,3,4",0.0,0.8379427491692439,0.8379427491692439,87.46251843955099,-16.777028956636514,-30.761587319444743,92.71444000909794,16.777028956636514,94.22014692629406,479.36305843955097,1115.5033710433636,-102.29351631944473,391.90054,1132.2804,-71.53192899999999,-1.0000000000000009,1.0,0.9549735987772423,557.6228692802323,25.107751043197105,1201,90.25811823480431
v1-old,all8,C_anchor_locked_OFFICIAL,ID09,edge,high,CDHG,motive_iantenna,False,"0,1,2,3,4",0.0,1.1233421057233244,1.1233421057233244,64.45386912529239,48.3635042611395,-18.587277136538617,67.08046002056642,48.3635042611395,82.69713816685598,473.26380912529237,1616.5488542611397,-81.01306563653861,408.80994,1568.1853500000002,-62.425788499999996,-1.0000000000000009,1.0,0.9549735987772423,828.1828777899989,37.29009454119059,1201,93.42214820982517
v1-old,all8,C_anchor_locked_OFFICIAL,ID10,edge,low,ADHE,motive_iantenna,False,"0,1,2,3,4",0.0,1.700334281718746,1.700334281718746,29.538113750333395,-164.69563129356055,-69.57093427759276,75.581843455851,164.69563129356055,181.21055716312227,95.0373587503334,73.95409870643945,-1007.7643542775927,65.499245,238.64973,-938.19342,-1.0000000000000009,1.0,0.9549735987772423,1028.888366883956,46.327140420744925,1201,90.75770191507078
