speed_bin,n_samples,err3d_mean_mm,err3d_rmse_mm,err3d_p50_mm,err3d_p90_mm,err3d_p95_mm,err3d_max_mm,err_horizontal_xz_mean_mm,err_horizontal_xz_rmse_mm,err_horizontal_xz_p50_mm,err_horizontal_xz_p90_mm,err_horizontal_xz_p95_mm,err_horizontal_xz_max_mm,err_vertical_y_mean_mm,err_vertical_y_rmse_mm,err_vertical_y_p50_mm,err_vertical_y_p90_mm,err_vertical_y_p95_mm,err_vertical_y_max_mm,abs_radius_mean_mm,abs_radius_rmse_mm,abs_radius_p50_mm,abs_radius_p90_mm,abs_radius_p95_mm,abs_radius_max_mm
fast > 84.1 deg/s,13554,116.8216362134083,133.81770590490282,107.57465084840754,182.98677095592657,214.242412690454,750.4333385187008,72.4679915491243,85.24245738350204,63.92182695735125,129.17644157492072,154.1500990500164,581.8699317093486,78.95555130231457,103.15474721442975,66.03895830399216,153.95079561913553,181.0439463539952,687.7806145066917,56.19243708313225,72.0117951594466,46.39014580974589,116.1321775415938,140.26798332128337,480.03249443911716
mid 68.0-84.1 deg/s,13553,110.85721395072294,122.55286209810343,104.641359551184,177.49402229899968,203.19071787123977,519.1982806743173,69.51000574342783,80.51494353411272,62.99653622569592,121.76107457413026,142.76509389522442,408.747410106405,74.77151665096399,92.3934406553593,66.30943012898274,148.3329799975719,174.94081246564363,402.2890759835575,57.96190879354413,73.3838025178505,49.0576051453985,117.20860964909487,139.48773627812886,452.3400877227295
slow <= 68.0 deg/s,13554,115.7457249647341,126.64329957040208,110.53963903804885,183.3487839136919,207.6104935995889,476.6869675154726,68.01046290837242,78.38103314916094,61.77918940654227,117.68908443638897,139.87589433959144,356.8832516648927,82.21662388345632,99.47330781947859,74.93754163805738,158.4972970087445,182.40472812713097,436.6327596044728,68.64163848859087,83.63519623093734,61.76097930634569,134.04486317139296,155.38108213249367,372.5596522540355
