phase_bin_deg,n_samples,err3d_mean_mm,err3d_rmse_mm,err3d_p50_mm,err3d_p90_mm,err3d_p95_mm,err3d_max_mm,err_horizontal_xz_mean_mm,err_horizontal_xz_rmse_mm,err_horizontal_xz_p50_mm,err_horizontal_xz_p90_mm,err_horizontal_xz_p95_mm,err_horizontal_xz_max_mm,err_vertical_y_mean_mm,err_vertical_y_rmse_mm,err_vertical_y_p50_mm,err_vertical_y_p90_mm,err_vertical_y_p95_mm,err_vertical_y_max_mm,abs_radius_mean_mm,abs_radius_rmse_mm,abs_radius_p50_mm,abs_radius_p90_mm,abs_radius_p95_mm,abs_radius_max_mm
0-90,9669,116.19104276590434,131.09310940406948,109.25870272620205,180.92752617301088,208.1822992000953,750.4333385187008,70.38734917559283,82.0419911279876,62.9996356578068,124.75498930924472,144.7173211070918,355.9856401435641,79.88690425508219,102.24732282550256,68.5023261701408,156.51495918371032,182.47150730828173,687.7806145066917,58.38494827158566,72.34716387555602,50.43679049542163,117.50229024836096,137.42730093802686,352.84818309124273
180-270,10729,118.55634519230364,132.8998156027165,110.25084471991131,189.0997433397083,222.1354460656926,686.2215709912676,72.14907443572073,84.18284678154592,64.4336131595649,128.32134939531053,154.96220104194975,363.854753428748,82.45073397752402,102.83778145696655,72.98643527610977,158.87220391657775,187.60025450225328,655.5190108176256,62.40341812398082,79.0718708265101,52.92248501583015,126.14697206867264,152.8386817920168,372.5596522540355
270-360,9644,107.20908500864837,118.7871423182265,100.07538465947032,174.47628228495333,196.8820998703064,606.8636063456795,67.69779109701443,78.01407767836417,61.100112718812696,118.89448431892605,136.97752261927093,581.8699317093486,71.52118087143265,89.57783690246573,60.61618247977469,145.64343095235023,170.94844297182067,402.2890759835575,56.068122833195396,70.93428415846124,46.94389199546151,116.23043477306852,137.25928128855264,368.6537671877161
90-180,10619,115.38743744114606,127.23550489264281,109.88904316013443,180.63102898758163,205.54528226909449,645.8123831849852,69.55211257353096,81.07870836567776,62.719239798087656,121.64161737451793,144.84144905397127,508.81542629633503,80.1502361076478,98.05670173445112,71.90245759025333,154.74018935130437,177.5556127692524,598.0734820880089,66.18207888544593,82.26523893401938,57.53716438723484,132.39569704314857,155.17006219024734,480.03249443911716
