capture_id,tag,n_samples,opti_circle_radius_mm,angular_speed_deg_s_median,angular_speed_deg_s_p95,abs_radius_error_p50_mm,abs_radius_error_p95_mm
R01,BS2DCE,1201,426.48582848840823,95.00996679269068,99.12082074644721,45.225112773238436,138.00264892032368
R01,BSDC91,1200,553.5374362567889,94.99786640531997,99.20681637168391,36.71070132037869,139.71773017090777
R02,BS2DCE,1201,426.5872672453299,86.01727343481309,98.42872008061893,45.84012321757859,128.94226351782953
R02,BSDC91,1200,553.7579522299013,86.28914456975616,97.52563148139856,53.24840049119965,134.8614888213254
R03,BS2DCE,1050,426.572346201647,87.70762700590748,98.16628361717784,65.68016338616968,151.8088523710449
R03,BSDC91,1200,553.5575033917082,87.95108822634577,97.5376237718197,54.80255188982531,141.8270605968865
R04,BS2DCE,1200,426.43337333690476,86.6805473605806,98.41673313480067,59.1727869270793,154.09517224634814
R04,BSDC91,1200,553.4706845883857,86.59369199793035,97.26347013008463,60.20356574396314,150.8636119461638
R05,BS2DCE,1200,426.4908337551261,87.61553983746961,98.40646762272841,57.89508560571744,211.59508763431543
R05,BSDC91,1201,553.5314134827562,87.51664641584217,97.4254564365186,48.63742310465278,176.54844794094095
R06,BS2DCE,1200,426.6440400664725,72.11910922305408,98.6240660312769,48.53559921605341,135.17118693324053
R06,BSDC91,1201,553.9352277035896,73.06448008325974,95.90846243158424,46.83399550794155,165.63241732530844
R07,BS2DCE,1200,426.63347228151616,70.32161357659481,98.09277554118707,62.24322068178569,154.80885513898187
R07,BSDC91,1201,553.7100883386518,71.2544064030481,95.0788945596194,69.64389001503173,131.85250941588924
R08,BS2DCE,1201,426.4998438737726,71.30998719446376,97.34807111489826,47.289179741994076,151.8953891500508
R08,BSDC91,1200,553.6862544616728,72.07390415052595,94.70867622018294,34.61991668525394,106.79086955590336
R09,BS2DCE,1200,426.5535566940207,71.56600705843792,98.51331249082314,59.96825446113928,192.36290180318485
R09,BSDC91,1200,553.6949651923159,72.54475130470767,96.10701609836559,57.6326931925731,158.24916699851462
R10,BS2DCE,1200,426.71442181080937,69.42136088988983,90.72244373312014,63.053253399340434,142.1951530245209
R10,BSDC91,1200,553.8753944619384,68.568130666506,91.88016697658696,51.21210120085257,143.0645702606673
R11,BS2DCE,1201,426.8423177244342,69.6301303216274,90.67506327060373,64.62031562219136,152.84214747808414
R11,BSDC91,1200,553.6302994130274,69.00278158213155,91.63729274059453,62.01341738892759,149.59384630036308
R12,BS2DCE,1200,426.60555995623395,70.5409437315242,89.92102805842677,47.16469038087814,154.6181168484351
R12,BSDC91,1200,553.7074846405563,69.81452678026,90.9438175594106,45.896675472441274,134.60456002595484
R13,BS2DCE,1201,426.619674136456,69.51390854614834,91.0413643869908,40.72902666482884,125.37184952510609
R13,BSDC91,1200,553.772122596342,68.58887381882454,92.23183897368914,49.05899574746354,134.17071953050055
R14,BS2DCE,1201,426.68697811414734,68.5746070558491,90.57837282930886,48.3391989274578,128.5605141659475
R14,BSDC91,1200,553.6911689203672,67.86325211433314,91.85536087949228,43.10989373124352,124.74034422593668
R15,BS2DCE,1200,426.7388268270692,68.2662866574774,91.51219343396014,54.38681342904087,140.9574205865489
R15,BSDC91,1200,553.7239696599694,67.35468607927479,92.47236984990096,62.089741556619,145.92706164794058
R16,BS2DCE,1201,426.7546691537481,68.615332604909,90.80536198612772,50.00317393720218,155.9495798219442
R16,BSDC91,1200,553.8570986645638,67.22652830681508,91.6619437262034,40.86366488045064,147.66689915469118
R17,BS2DCE,1201,426.77989847218157,68.87454490737977,91.01282263150316,45.76217274232886,121.77284045411119
R17,BSDC91,1200,553.9448837938895,67.81898199091333,92.28944565473574,56.813080543719536,142.0520752620512
