version,ID,status,location,height,facing,mean_x,mean_y,mean_z,N_frames,pct_ge8,path
v4-io-commonmode,ID01,ok,edge,low,ABEF,1281.1246421442556,736.1263967405871,219.7471318078137,1201,91.75686927560366,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID01_BSF66F_120s_20260528_110629/tag_capture_20260528_110630/tr_all.csv
v4-io-commonmode,ID02,ok,edge,mid,ABEF,1413.9266870158376,683.0741336179518,-798.1002876578522,1201,95.67027477102414,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID02_BSF66F_120s_20260528_111027/tag_capture_20260528_111027/tr_all.csv
v4-io-commonmode,ID03,ok,edge,high,ABEF,1392.7333501861358,619.3185363432731,-1502.803957296455,1201,92.2564529558701,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID03_BSF66F_120s_20260528_111354/tag_capture_20260528_111355/tr_all.csv
v4-io-commonmode,ID04,ok,edge,low,BCGF,2127.459575667087,1011.7352119160793,260.3652434584717,1201,93.83846794338052,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID04_BSF66F_120s_20260528_111732/tag_capture_20260528_111732/tr_all.csv
v4-io-commonmode,ID05,ok,edge,mid,BCGF,2125.765740727283,1080.4067216504259,-828.154337423978,1200,91.5,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID05_BSF66F_120s_20260528_112057/tag_capture_20260528_112057/tr_all.csv
v4-io-commonmode,ID06,ok,edge,high,BCGF,2098.4869428324046,1064.2360078013644,-1595.6427175903746,1201,92.83930058284763,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID06_BSF66F_120s_20260528_112429/tag_capture_20260528_112429/tr_all.csv
v4-io-commonmode,ID07,ok,edge,low,CDHG,1634.1756041570438,1555.3557952162066,182.90582821611255,1201,90.84096586178185,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID07_BSF66F_120s_20260528_112810/tag_capture_20260528_112810/tr_all.csv
v4-io-commonmode,ID08,ok,edge,mid,CDHG,1461.5402197135306,1664.3384548080107,-916.7379784028858,1201,90.25811823480433,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID08_BSF66F_120s_20260528_113136/tag_capture_20260528_113136/tr_all.csv
v4-io-commonmode,ID09,ok,edge,high,CDHG,1521.7997112080595,1644.4434691161227,-1313.872462312439,1201,93.42214820982515,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID09_BSF66F_120s_20260528_113816/tag_capture_20260528_113816/tr_all.csv
v4-io-commonmode,ID10,ok,edge,low,ADHE,626.0363094250589,1234.176576826277,91.05439502970457,1201,90.75770191507078,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID10_BSF66F_120s_20260528_114216/tag_capture_20260528_114216/tr_all.csv
v4-io-commonmode,ID11,ok,edge,mid,ADHE,630.55531089024,1033.0857412521168,-938.2612951392816,1201,91.84013322231473,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID11_BSF66F_120s_20260528_114551/tag_capture_20260528_114551/tr_all.csv
