version,eval_set,pair,measured_mm,predicted_mm,residual_mm,abs_residual_mm
v4-io,solve,A-B,1746.5000000000002,1774.5183151199851,28.01831511998489,28.01831511998489
v4-io,solve,A-C,3015.7201834862385,2990.0943259590335,-25.62585752720497,25.62585752720497
v4-io,solve,A-D,2556.9492520356,2540.2377636227425,-16.711488412857307,16.711488412857307
v4-io,solve,A-E,1771.3139269794822,1767.9583208860568,-3.355606093425422,3.355606093425422
v4-io,solve,A-F,2905.142551345097,2442.31852208652,-462.8240292585774,462.8240292585774
v4-io,solve,A-G,3207.588601036269,3229.632066433327,22.043465397057844,22.043465397057844
v4-io,solve,A-H,2790.9310435931307,2816.5009816682536,25.56993807512299,25.56993807512299
v4-io,solve,B-C,2411.3998025666338,2415.3031122952852,3.903309728651493,3.903309728651493
v4-io,solve,B-D,3114.6133056133062,2988.420237235932,-126.1930683773744,126.1930683773744
v4-io,solve,B-E,2395.4484748557297,2375.1401809142612,-20.30829394146849,20.30829394146849
v4-io,solve,B-F,1658.8435434111943,1657.2213939975143,-1.622149413680063,1.622149413680063
v4-io,solve,B-G,2759.4428772919605,2869.647404856553,110.20452756459235,110.20452756459235
v4-io,solve,B-H,3317.7108910891093,3314.8717596476026,-2.8391314415066518,2.8391314415066518
v4-io,solve,C-D,1611.121991701245,1609.9227585750882,-1.1992331261567415,1.1992331261567415
v4-io,solve,C-E,3237.180327868852,3239.341996715604,2.161668846752036,2.161668846752036
v4-io,solve,C-F,2850.8,2871.602374285931,20.80237428593091,20.80237428593091
v4-io,solve,C-G,1655.9311163895488,1595.7201489795862,-60.21096740996268,60.21096740996268
v4-io,solve,C-H,2177.634628650265,2203.88752804243,26.25289939216509,26.25289939216509
v4-io,solve,D-E,2993.0621336459553,3021.04185340197,27.979719756014674,27.979719756014674
v4-io,solve,D-F,3174.039325842696,3451.1792317973013,277.1399059546052,277.1399059546052
v4-io,solve,D-G,2212.232081911263,2210.4644326426287,-1.767649268634159,1.767649268634159
v4-io,solve,D-H,1695.3222453222456,1567.1739279125811,-128.14831740966451,128.14831740966451
v4-io,solve,E-F,1580.0990415335461,1607.9013829607138,27.802341427167676,27.802341427167676
v4-io,solve,E-G,2874.8788990825683,2594.7802790458113,-280.098620036757,280.098620036757
v4-io,solve,E-H,2307.0115606936415,2309.4943456249116,2.482784931270089,2.482784931270089
v4-io,solve,F-G,2379.7425389755012,2362.4628865930144,-17.279652382486802,17.279652382486802
v4-io,solve,F-H,3037.9026548672564,2985.3157076780226,-52.5869471892338,52.5869471892338
v4-io,solve,G-H,1539.185945945946,1541.1711446439617,1.9851986980156653,1.9851986980156653
