capture_id,tag,frames,finite_frames,xyz_diff_rmse_mm,xyz_diff_p95_mm,xyz_diff_max_mm,cpu_accept_rate,gpu_accept_rate,row_spec,seed_id,R,L,I,T,prior_sigma_mm,range_sigma_scale,robust
R01,BS2DCE,1201,1201,0.00048373743692648054,0.0009075910171876751,0.0020285484832340086,1.0,1.0,R4:L14:I0:T6,S01,R4,L14,I0,T6,202.74150000000003,1.35,True
R01,BSDC91,1200,1200,0.0005247971104987942,0.0010244886185610516,0.0017804816657723366,1.0,1.0,R4:L14:I0:T6,S01,R4,L14,I0,T6,202.74150000000003,1.35,True
R02,BS2DCE,1201,1201,0.0004560524120511713,0.000864263824045561,0.0013451753104264802,1.0,1.0,R4:L14:I0:T6,S01,R4,L14,I0,T6,202.74150000000003,1.35,True
R02,BSDC91,1200,1200,0.0005185917268546175,0.0010007455016590658,0.00171916802975653,1.0,1.0,R4:L14:I0:T6,S01,R4,L14,I0,T6,202.74150000000003,1.35,True
R03,BS2DCE,1200,1200,0.0003291766763037939,0.0005022776405972097,0.0008578098568449465,1.0,1.0,R4:L14:I0:T6,S01,R4,L14,I0,T6,202.74150000000003,1.35,True
R03,BSDC91,1200,1200,0.0004744451989746941,0.0009445388252673868,0.0016235751659083762,1.0,1.0,R4:L14:I0:T6,S01,R4,L14,I0,T6,202.74150000000003,1.35,True
R04,BS2DCE,1200,1200,0.00046513284856010276,0.0008168164768025167,0.0019281300569289463,1.0,1.0,R4:L14:I0:T6,S01,R4,L14,I0,T6,202.74150000000003,1.35,True
R04,BSDC91,1200,1200,0.0004977405929983175,0.0009302021593122513,0.001669327302710964,1.0,1.0,R4:L14:I0:T6,S01,R4,L14,I0,T6,202.74150000000003,1.35,True
R05,BS2DCE,1200,1200,0.0004199566605949602,0.0007883125194594493,0.0009950965053840495,1.0,1.0,R4:L14:I0:T6,S01,R4,L14,I0,T6,202.74150000000003,1.35,True
R05,BSDC91,1201,1201,0.0005277253070229646,0.0009590886074995761,0.0017322026097438346,1.0,1.0,R4:L14:I0:T6,S01,R4,L14,I0,T6,202.74150000000003,1.35,True
R06,BS2DCE,1200,1200,0.000510438382615982,0.0010361527092141861,0.0015106671258187374,1.0,1.0,R4:L14:I0:T6,S01,R4,L14,I0,T6,202.74150000000003,1.35,True
