capture_id,uwb_time_s,uwb_relative_distance_mm,opti_relative_distance_mm,signed_relative_distance_error_mm,abs_relative_distance_error_mm
R01,0.002044,893.0309409969633,979.68646526991,-86.65552427294665,86.65552427294665
R01,0.070511,904.4905840964709,979.6655533705665,-75.17496927409559,75.17496927409559
R01,0.16326,999.9480711774373,979.8502114819332,20.0978596955041,20.0978596955041
R01,0.295635,1010.2905843444047,979.0331620090429,31.257422335361753,31.257422335361753
R01,0.454647,1011.1075540296117,979.8901999592065,31.217354070405236,31.217354070405236
R01,0.466995,1045.1892818305296,979.7947546220753,65.39452720845429,65.39452720845429
R01,0.572952,1071.3426260104966,979.5866286629681,91.75599734752848,91.75599734752848
R01,0.670406,978.8692730194869,980.1862711909894,-1.3169981715025187,1.3169981715025187
R01,0.760465,1141.785876831227,980.0171749070076,161.76870192421927,161.76870192421927
R01,0.865366,1161.1201521428795,980.0272476523282,181.0929044905513,181.0929044905513
R01,0.963248,1197.885427678439,980.2092281600457,217.67619951839345,217.67619951839345
R01,1.067871,1091.577253232522,980.2426643082555,111.33458892426654,111.33458892426654
R01,1.172952,1074.6055602218387,980.7180368067693,93.88752341506938,93.88752341506938
R01,1.270613,1096.1730884647286,980.5121779591374,115.66091050559123,115.66091050559123
R01,1.430799,1070.30674980684,980.710100824446,89.59664898239384,89.59664898239384
R01,1.466199,1109.47561771506,980.3309860335936,129.14463168146642,129.14463168146642
R01,1.56289,1187.8197677101566,980.2548743977209,207.56489331243574,207.56489331243574
R01,1.668021,1020.4884322483415,980.2828391634224,40.20559308491909,40.20559308491909
R01,1.773485,983.7845692398221,979.5732068461053,4.21136239371674,4.21136239371674
R01,1.890118,925.8102960825498,979.3533736597832,-53.54307757723336,53.54307757723336
R01,1.965775,890.4764884851361,979.6062337114867,-89.12974522635056,89.12974522635056
R01,2.0953,1035.1130000235007,979.3110152836797,55.80198473982102,55.80198473982102
R01,2.162538,1073.2576035114291,979.5840861103763,93.67351740105278,93.67351740105278
R01,2.282774,993.0193562489426,979.394651658991,13.624704589951534,13.624704589951534
R01,2.457474,1001.257714544636,980.0326909934199,21.225023551216054,21.225023551216054
R01,2.470284,969.147441186793,979.8563393426499,-10.7088981558569,10.7088981558569
R01,2.560253,968.6981401563472,979.7945980043734,-11.096457848026148,11.096457848026148
R01,2.665308,1059.7654511761762,980.0997433731624,79.66570780301379,79.66570780301379
R01,2.828721,1072.1646416892363,980.1968809979792,91.96776069125713,91.96776069125713
R01,2.86779,1116.251057452707,979.6202114644377,136.63084598826936,136.63084598826936
R01,2.97322,985.5231479202147,979.5867542813291,5.936393638885534,5.936393638885534
R01,3.070078,1033.612500500263,979.8940879952396,53.718412505023366,53.718412505023366
R01,3.175337,1036.775887835561,979.711543512675,57.06434432288597,57.06434432288597
R01,3.280359,1023.9490671825308,980.2989031485741,43.650164033956685,43.650164033956685
R01,3.455401,1141.0299164084774,980.5906804737854,160.43923593469208,160.43923593469208
R01,3.481311,1047.4215493089857,979.9309366650283,67.49061264395743,67.49061264395743
R01,3.57269,862.9136996343353,979.9907723943139,-117.07707275997859,117.07707275997859
R01,3.670375,876.8713972945657,979.8575750837546,-102.9861777891889,102.9861777891889
R01,3.760378,948.8415780365931,979.9222894301378,-31.080711393544675,31.080711393544675
R01,3.895182,813.388547597087,979.7382276130074,-166.3496800159204,166.3496800159204
R01,3.98521,1097.7554226646266,979.7206180851043,118.0348045795223,118.0348045795223
R01,4.067677,1052.6880710896965,979.6105338179135,73.07753727178294,73.07753727178294
R01,4.172678,958.9764663327527,979.237054028291,-20.260587695538334,20.260587695538334
R01,4.270062,943.1766839941079,980.0028266723552,-36.82614267824738,36.82614267824738
R01,4.442254,952.4274248977273,980.1641429195798,-27.73671802185254,27.73671802185254
R01,4.465275,949.0993111685572,979.8431616631508,-30.74385049459363,30.74385049459363
R01,4.562623,1102.7553073891113,979.7283853267475,123.02692206236384,123.02692206236384
R01,4.667647,1135.1807522664126,980.2956510070288,154.88510125938376,154.88510125938376
R01,4.772807,1138.0657438425535,979.953796507469,158.11194733508455,158.11194733508455
R01,4.870202,1075.449482894854,979.8742378023833,95.57524509247082,95.57524509247082
R01,4.975298,1026.488558251484,980.2453059616291,46.24325228985481,46.24325228985481
R01,5.065223,1038.8011067043803,980.2910998149797,58.51000688940064,58.51000688940064
R01,5.162633,1092.3928641182963,980.6460569859415,111.74680713235477,111.74680713235477
R01,5.267817,1163.8681334156172,980.2298831175044,183.63825029811278,183.63825029811278
R01,5.43016,1031.8036686648145,980.3048181389805,51.49885052583397,51.49885052583397
R01,5.496421,841.0772632666126,979.6519779083643,-138.5747146417517,138.5747146417517
R01,5.564104,881.5599457877138,979.7701276355955,-98.2101818478817,98.2101818478817
R01,5.695179,942.7531833369103,979.6079271864023,-36.854743849492024,36.854743849492024
R01,5.762606,950.8403245177687,979.4818281858215,-28.641503668052792,28.641503668052792
R01,5.867676,1046.498570452218,979.4386675507947,67.05990290142336,67.05990290142336
R01,5.973298,1019.708329257231,979.1373546492753,40.57097460795569,40.57097460795569
R01,6.070108,953.0905083736693,979.9187666386015,-26.828258264932174,26.828258264932174
