experiment_id,deployability,description,track_count,capture_count,sample_err3d_n,sample_err3d_p50_mm,sample_err3d_p90_mm,sample_err3d_p95_mm,sample_err3d_rmse_mm,sample_err_horizontal_xz_n,sample_err_horizontal_xz_p50_mm,sample_err_horizontal_xz_p90_mm,sample_err_horizontal_xz_p95_mm,sample_err_horizontal_xz_rmse_mm,sample_err_vertical_y_n,sample_err_vertical_y_p50_mm,sample_err_vertical_y_p90_mm,sample_err_vertical_y_p95_mm,sample_err_vertical_y_rmse_mm,trackmedian_err3d_p50_mm,trackmedian_err3d_p95_mm,trackmedian_err3d_rmse_mm,trackmedian_horizontal_xz_p95_mm,trackmedian_vertical_y_p95_mm,trackmedian_turn_center_abs_error_3d_mm,trackmedian_turn_center_abs_error_xz_mm,trackmedian_turn_center_abs_error_y_mm,trackmedian_radius_error_abs_mm,trackmedian_circle_thickness_rms_mm,trackmedian_circle_thickness_p95_mm,imu_only_endpoint_drift_3d_trackmedian_mm,imu_only_endpoint_drift_xz_trackmedian_mm,imu_only_drift_rate_3d_trackmedian_mm_s,uwb_update_accept_rate_trackmedian,uwb_innovation_nis_trackmedian,uwb_innovation_nis_p95_trackmedian,raw_range_ge4_ratio_trackmedian,raw_range_full8_ratio_trackmedian,capture_pair_count,legacy_deltaR_error_rms_mm,legacy_abs_deltaR_error_median_mm,legacy_abs_deltaR_error_p95_mm,A,L,I,T,kind,seed_id,experiment_uid,U,P,R
X_A0_L20_I0_T11,imu_only_diagnostic_screening,Phase4 L20 single-I T11.,34,17,40661,3102.6549862488305,12548.522619499023,15998.093696275497,7110.351367368102,40661,2402.640094987604,10385.629244684173,13412.284321754147,6081.668595013026,40661,1336.195638032629,6348.496043001931,8133.946619110144,3683.802881244559,3377.4662453170276,12539.65141796285,6272.103070640429,9817.176890078747,5063.619282524114,7694.137789808332,7134.377809428015,1635.6882626317451,4865.781316734601,620.2748340726273,1148.3198332564261,13845.626740658146,10830.040971975443,115.46777614333178,nan,nan,nan,nan,nan,17,31378.63486226299,4553.001472678353,58129.28592444285,A0,L20,I0,T11,imu_only,S04,X_A0_L20_I0_T11__S04,,,
X_A0_L20_I0_T12,imu_only_diagnostic_screening,Phase4 L20 single-I T12.,34,17,40661,3102.384974128273,12549.46687569593,15997.31610880964,7110.347934563876,40661,2403.0297216283034,10384.627790300652,13411.361961990122,6081.665733151241,40661,1335.5347356509624,6347.664892464757,8135.997556836654,3683.800980070822,3377.514582156779,12538.803364664658,6272.097979781698,9816.556656537694,5062.844558877316,7713.80906834817,7156.824949612606,1634.5798051811698,4877.246928786393,617.7451562278696,1144.928485755235,13845.626740658146,10830.040971975443,115.46777614333178,nan,nan,nan,nan,nan,17,31433.898573138853,4544.126977017265,58266.03780807552,A0,L20,I0,T12,imu_only,S04,X_A0_L20_I0_T12__S04,,,
X_A0_L20_I1_T11,imu_only_diagnostic_screening,Phase4 L20 single-I T11.,34,17,40661,1564.7997272515925,5919.764062546512,7322.3864711730885,3509.8313525349095,40661,1225.8749277026154,4898.713403871011,6085.281603903361,2800.490281693282,40661,394.3573511505026,3270.947773379386,4889.01531159779,2115.6961751108106,1690.5573719130466,6238.464791258692,3021.2784225736436,5179.46218006442,2157.465548853441,3121.2026472716125,2979.1909509381985,625.4747759183842,2123.166134014086,489.1161417106012,937.5287970862848,7003.400848419231,5787.522807636543,58.392417918867736,nan,nan,nan,nan,nan,17,6164.716752539033,1566.6657953755728,13476.10275826514,A0,L20,I1,T11,imu_only,S04,X_A0_L20_I1_T11__S04,,,
X_A0_L20_I1_T12,imu_only_diagnostic_screening,Phase4 L20 single-I T12.,34,17,40661,1564.580437086485,5919.869528276163,7322.461167797802,3509.8309665952247,40661,1226.3360293273188,4898.725055470067,6084.936943613829,2800.49041135936,40661,394.12847683407426,3270.7353849446986,4890.371088910214,2115.6953632210493,1690.4028348209595,6239.556323738288,3021.2810707148824,5179.107408836222,2158.6292318354763,3121.9566450780994,2980.647957791526,625.1096667119851,2124.9870743370066,487.8308902422038,933.4951868740989,7003.400848419231,5787.522807636543,58.392417918867736,nan,nan,nan,nan,nan,17,6173.682155620273,1574.1979868960718,13498.03413076673,A0,L20,I1,T12,imu_only,S04,X_A0_L20_I1_T12__S04,,,
X_A0_L20_I2_T11,imu_only_diagnostic_screening,Phase4 L20 single-I T11.,34,17,40661,1462.0815723275346,5874.7437304221985,7269.62299290581,3372.1188085322965,40661,1171.414710680776,4888.429014388619,6269.651816562905,2886.3486217866725,40661,426.2195525956133,2889.1944584686653,4081.259046928695,1743.6103040437251,1638.6299466882651,6413.002042774816,3171.0911244650924,5117.555863717026,2443.872033248571,3073.0313508619197,2839.6392680387207,745.8667994043583,2260.733988471995,505.8408043565141,959.2538753776089,7155.728348067818,5781.520654609361,59.68019456296852,nan,nan,nan,nan,nan,17,2266.328734282755,1937.8067302742793,4166.748643384889,A0,L20,I2,T11,imu_only,S04,X_A0_L20_I2_T11__S04,,,
X_A0_L20_I2_T12,imu_only_diagnostic_screening,Phase4 L20 single-I T12.,34,17,40661,1461.6812718977817,5874.792849267102,7269.862293855215,3372.119274962281,40661,1171.274791241761,4888.622414817265,6269.600563915467,2886.3492847818497,40661,426.3870382058467,2889.3281065995807,4080.4308241295703,1743.6101085998107,1638.6071730381987,6412.757368464007,3171.092364850344,5118.6388143491295,2444.180653506992,3076.2065005309055,2844.1628588141025,745.617590223723,2265.745666003617,503.9467931215181,956.1226933813223,7155.728348067818,5781.520654609361,59.68019456296852,nan,nan,nan,nan,nan,17,2272.481420613775,1939.5767245030456,4181.013371311729,A0,L20,I2,T12,imu_only,S04,X_A0_L20_I2_T12__S04,,,
X_A0_L20_I3_T11,imu_only_diagnostic_screening,Phase4 L20 single-I T11.,34,17,40661,884.2276872868465,3559.5614612748036,4508.082847277569,2029.579795417183,40661,685.2923565984896,2984.2504588257448,3772.7092586867234,1694.4932186628503,40661,313.5603877552819,1791.551124789767,2648.5514841003587,1117.088572079792,1209.0596202720208,3581.6487659443815,1784.7734618295249,3149.011457085984,1264.7654598172567,1881.7642300023945,1756.1321528425308,452.1367983698355,914.9750269503644,395.03583827638516,751.2594779342962,4060.977287831298,3568.0797372217157,33.85238442065247,nan,nan,nan,nan,nan,17,1440.317243646383,868.195597108912,2591.2313124380607,A0,L20,I3,T11,imu_only,S04,X_A0_L20_I3_T11__S04,,,
X_A0_L20_I3_T12,imu_only_diagnostic_screening,Phase4 L20 single-I T12.,34,17,40661,883.8377488370819,3559.7762314388265,4507.538936193745,2029.581116094163,40661,685.5675100447024,2983.8340690304735,3772.8560828561813,1694.4942508747306,40661,313.3749103269081,1792.3696742524112,2648.264937442097,1117.0894058035437,1209.5454167221515,3580.106803833676,1784.7749883434894,3148.7395660565044,1264.0892766027666,1881.995692510518,1757.2969966335174,451.2245027285083,915.9836034674922,393.6614092628726,747.9376067988229,4060.977287831298,3568.0797372217157,33.85238442065247,nan,nan,nan,nan,nan,17,1444.0403523628609,871.5679465475945,2598.293030469031,A0,L20,I3,T12,imu_only,S04,X_A0_L20_I3_T12__S04,,,
X_A0_L20_I4_T11,imu_only_diagnostic_screening,Phase4 L20 single-I T11.,34,17,40661,1025.0145544564057,4171.636692399181,5188.617863484477,2384.6357679600524,40661,689.604409410937,3414.690164435683,4383.330795748796,1913.5750918683527,40661,360.0147123927195,2193.0073496885348,3107.1941788474087,1422.9258988490778,1158.817745941132,4657.499467495714,2218.2368464595565,3487.495410161295,1809.7597188280029,2390.895021070777,2226.7643838159797,472.2579198089152,1374.0582806396467,446.43633377837887,855.8076567604141,5249.303515060639,3891.626669043609,43.765108970525965,nan,nan,nan,nan,nan,17,1520.852740939221,833.0144624929361,3015.2300574283163,A0,L20,I4,T11,imu_only,S04,X_A0_L20_I4_T11__S04,,,
X_A0_L20_I4_T12,imu_only_diagnostic_screening,Phase4 L20 single-I T12.,34,17,40661,1024.8880361864651,4171.054900987188,5188.3886135714765,2384.637008481183,40661,689.8834636749986,3415.235053439308,4382.916026091437,1913.5763295652596,40661,360.3311849302752,2193.2290787609127,3108.2970230009987,1422.9263133225256,1157.9187733789545,4658.257667407582,2218.238772691896,3488.4127842227854,1809.4230541946083,2392.0277542446324,2227.6745188818795,473.0041854478603,1375.2399077261618,445.2917593590369,855.6436959707346,5249.303515060639,3891.626669043609,43.765108970525965,nan,nan,nan,nan,nan,17,1524.0987434709123,836.8913357940673,3025.438038117778,A0,L20,I4,T12,imu_only,S04,X_A0_L20_I4_T12__S04,,,
X_A0_L20_I5_T11,imu_only_diagnostic_screening,Phase4 L20 single-I T11.,34,17,40661,885.1649482324109,3299.968569707408,4083.092373407565,1914.6446991595687,40661,702.547038616757,2805.453696436372,3411.0288769092017,1588.897945816772,40661,243.06723771808322,1684.974410834311,2425.197333339557,1068.3012879328926,1008.4251754386271,3536.5353219037424,1770.6888167638062,2977.1172328028597,1284.889929963467,1711.946077081261,1707.9404248442956,405.10945839451307,913.517781426076,446.5779890234932,815.5614452490403,3909.801210638316,3245.6981115069802,32.5965269237406,nan,nan,nan,nan,nan,17,1151.7293256017354,520.2953665679809,1918.659490698603,A0,L20,I5,T11,imu_only,S04,X_A0_L20_I5_T11__S04,,,
X_A0_L20_I5_T12,imu_only_diagnostic_screening,Phase4 L20 single-I T12.,34,17,40661,884.6885706193958,3300.1105835145713,4083.3991754061963,1914.6470211084406,40661,702.1885138663447,2806.403676304057,3411.1127488595107,1588.9002639969362,40661,242.58297399339176,1685.0549570916085,2425.567018405397,1068.3020015472646,1008.2110790800095,3537.9270345431178,1770.6932673599897,2978.6084882633822,1284.9442967980826,1712.841937840578,1708.8517331381904,404.54850530740663,914.0047422208511,446.0583686152687,815.3622230106205,3909.801210638316,3245.6981115069802,32.5965269237406,nan,nan,nan,nan,nan,17,1154.3502089053836,520.8548284461243,1926.2107965205614,A0,L20,I5,T12,imu_only,S04,X_A0_L20_I5_T12__S04,,,
X_A0_L20_I6_T11,imu_only_diagnostic_screening,Phase4 L20 single-I T11.,34,17,40661,1070.1721731624157,3995.1633727274234,5036.327668600652,2306.3649288988704,40661,685.8135944763281,2944.8389296042847,3790.0535452882355,1723.0438847867727,40661,374.24661930221555,2495.2703642760266,3610.7110988113736,1533.1141367666003,1149.011403693939,4110.565810451046,2016.6979537687012,2821.01580576763,2010.5168327419442,2187.4821122171065,1975.7990119582198,646.1325154691262,1269.2831351027644,426.53880133393005,782.8227171276575,4535.150900358452,3155.3283121028135,37.82745027512087,nan,nan,nan,nan,nan,17,2185.0601689427153,602.2979127344503,3035.8942783377493,A0,L20,I6,T11,imu_only,S04,X_A0_L20_I6_T11__S04,,,
X_A0_L20_I6_T12,imu_only_diagnostic_screening,Phase4 L20 single-I T12.,34,17,40661,1069.3345535133694,3994.6059548686367,5037.962066407908,2306.366104449556,40661,686.2058875963157,2944.8758280455463,3791.723401662823,1723.0456507960275,40661,374.1259666296516,2494.4398380043767,3610.6989866761464,1533.1139204334152,1149.0342098333133,4110.962330849087,2016.698919415176,2821.212293714024,2009.8996172354541,2188.9439776074923,1977.4062437203686,646.4115303961323,1269.906959491308,425.97418410790215,781.1181244614681,4535.150900358452,3155.3283121028135,37.82745027512087,nan,nan,nan,nan,nan,17,2191.196458847202,602.5139650900842,3045.9370628919933,A0,L20,I6,T12,imu_only,S04,X_A0_L20_I6_T12__S04,,,
X_A0_L20_I7_T11,imu_only_diagnostic_screening,Phase4 L20 single-I T11.,34,17,40661,1116.0843520741012,5166.612537494625,6755.782873666534,2878.6486538467884,40661,820.9910558751342,4038.308810478854,5445.376939114297,2337.1349070136107,40661,442.5193177720805,2692.0628168275352,3790.7242387835404,1680.6006362941823,1313.3014842838975,4766.358596493585,2469.544392852486,3605.9679600195286,2162.982525514618,2591.8350784324957,2469.846861820222,661.5374627659246,1590.2628021603527,398.90594969379663,744.367524379239,5194.144787609005,4048.5306865896237,43.28880658774261,nan,nan,nan,nan,nan,17,2608.062724974551,1165.5177353441345,4868.095415715822,A0,L20,I7,T11,imu_only,S04,X_A0_L20_I7_T11__S04,,,
X_A0_L20_I7_T12,imu_only_diagnostic_screening,Phase4 L20 single-I T12.,34,17,40661,1116.1966246537752,5167.7468645313575,6757.750178866175,2878.6484475272205,40661,821.3581824411162,4037.536694790262,5447.210489441816,2337.134994327693,40661,442.46336590935175,2692.007231458836,3790.453881661225,1680.6001614720167,1312.480330372152,4768.785493260697,2469.546674903338,3607.1074813348514,2164.195485575874,2594.463806410713,2472.228287878279,662.7684333498008,1591.34844360428,397.9093884384929,743.2880026816525,5194.144787609005,4048.5306865896237,43.28880658774261,nan,nan,nan,nan,nan,17,2614.641700989922,1171.1973368799563,4877.008490173746,A0,L20,I7,T12,imu_only,S04,X_A0_L20_I7_T12__S04,,,
X_A0_L20_I8_T11,imu_only_diagnostic_screening,Phase4 L20 single-I T11.,34,17,40661,1150.0847243513415,4145.66541695043,5304.508707383476,2466.7055330749704,40661,805.3801693102882,3420.6528791021706,4630.410713422482,2053.566427506543,40661,382.72697353014297,2184.8591827789305,2836.408655599322,1366.5654447265551,1172.071946576728,4265.54899076582,2074.1864049398755,3347.3157136920904,2014.2047445658884,1975.7128021828821,1657.2787214623202,523.9749556852182,940.3434306419013,457.90902273374223,865.2668458406248,4753.903099436335,3691.6788966231143,40.57214692038272,nan,nan,nan,nan,nan,17,4795.12493400671,584.4019788085668,7161.659940990551,A0,L20,I8,T11,imu_only,S04,X_A0_L20_I8_T11__S04,,,
X_A0_L20_I8_T12,imu_only_diagnostic_screening,Phase4 L20 single-I T12.,34,17,40661,1149.8450591418346,4146.371724134157,5302.779933120868,2466.706669104459,40661,805.1360959522383,3421.275147249194,4632.4426398995465,2053.567438414929,40661,382.623909538171,2185.5605556395694,2835.6234588055772,1366.5659761922807,1172.4568981801676,4263.937626480269,2074.1883169920343,3348.3918848165613,2014.628183417481,1975.722089027368,1658.0806349330974,523.2809435590593,940.6801585543881,457.06914025069796,863.2674032136622,4753.903099436335,3691.6788966231143,40.57214692038272,nan,nan,nan,nan,nan,17,4809.285425202668,585.354024512834,7182.821460413881,A0,L20,I8,T12,imu_only,S04,X_A0_L20_I8_T12__S04,,,
X_A1_L20_I0_T11,imu_only_diagnostic_screening,Phase4 L20 single-I T11.,34,17,40661,2938.427684055272,11726.471681513913,14541.168144445664,6722.920125336015,40661,1871.6907671627707,9422.313457974973,11751.109068105994,5462.613647930754,40661,1068.0531718398875,6535.495785947893,9223.83584568722,3918.8655431245247,3116.563077446662,12268.532055014955,6242.912142202903,10217.832870114855,5367.799438118394,7721.834305006309,7491.749620246559,1508.1079771867162,4677.512368288644,699.9890467472973,1154.9796829416828,13737.809816914982,11269.449789533024,116.98412039592864,nan,nan,nan,nan,nan,17,5719.517062721465,5552.570764456766,9360.815709304636,A1,L20,I0,T11,imu_only,S04,X_A1_L20_I0_T11__S04,,,
X_A1_L20_I0_T12,imu_only_diagnostic_screening,Phase4 L20 single-I T12.,34,17,40661,2939.2562155787973,11726.96247784631,14540.134415634733,6722.916310218403,40661,1871.3143053852477,9423.2772584719,11750.820521043375,5462.610739415074,40661,1068.5434800252756,6536.147350737647,9223.224431652889,3918.863052446173,3114.8890410572394,12269.009003700457,6242.909726378844,10218.018399746106,5366.570632567597,7742.81178737772,7513.599684280869,1507.442947264276,4693.975164438843,696.5078832168035,1151.3871400324151,13737.809816914982,11269.449789533024,116.98412039592864,nan,nan,nan,nan,nan,17,5747.082855447676,5578.726176357839,9411.968427778835,A1,L20,I0,T12,imu_only,S04,X_A1_L20_I0_T12__S04,,,
X_A1_L20_I1_T11,imu_only_diagnostic_screening,Phase4 L20 single-I T11.,34,17,40661,1350.7712811873898,6016.933320455316,7440.654808447119,3388.0656388513485,40661,1103.0003745913186,5208.570476514298,6681.098562971669,2957.554170457146,40661,428.0664207491325,2830.819960142815,4067.848970902145,1652.8345658222242,1534.229775026848,6499.425406651643,3121.1072796404414,5450.906733898292,2332.3849767576226,3472.1640238165755,3413.801860376953,626.5076795723292,2227.0996387796167,571.1641177415294,1115.8010012083878,7418.279828842999,6066.416262870009,61.86683418151915,nan,nan,nan,nan,nan,17,11085.905832621746,1148.798500532316,14253.829781917972,A1,L20,I1,T11,imu_only,S04,X_A1_L20_I1_T11__S04,,,
X_A1_L20_I1_T12,imu_only_diagnostic_screening,Phase4 L20 single-I T12.,34,17,40661,1350.920624454554,6017.329938500712,7442.310147454601,3388.0650681593124,40661,1103.6073718830153,5208.385649494974,6679.832194492924,2957.5534733252666,40661,427.99733954877104,2830.278379237307,4068.4816200556156,1652.8346434241435,1534.420086099001,6501.01372969524,3121.105890448691,5450.271150084993,2332.960838271791,3475.538355663285,3417.3054636012107,626.7606510310143,2229.3465625237645,570.33158985637,1115.0105916493508,7418.279828842999,6066.416262870009,61.86683418151915,nan,nan,nan,nan,nan,17,11094.88754738062,1146.9121471655023,14280.251980097208,A1,L20,I1,T12,imu_only,S04,X_A1_L20_I1_T12__S04,,,
X_A1_L20_I2_T11,imu_only_diagnostic_screening,Phase4 L20 single-I T11.,34,17,40661,1107.5079812312624,5128.304376649127,6785.697099545023,2977.098782999511,40661,760.5125695496387,4024.874106398115,5372.46388337643,2290.7330459299874,40661,461.4122950495067,3172.718394760555,4382.443597526445,1901.4886999457804,1282.1295896057431,4668.069766446151,2389.5598478409665,3804.4226137738833,2340.459139732543,2216.2337030681538,2183.7460628993804,657.9275646538363,1138.6948460685749,408.69507852614686,819.0493186483844,5150.443419438543,4357.717289182857,42.961077449906014,nan,nan,nan,nan,nan,17,1890.610147818082,1149.7855473931513,3557.9918339766286,A1,L20,I2,T11,imu_only,S04,X_A1_L20_I2_T11__S04,,,
X_A1_L20_I2_T12,imu_only_diagnostic_screening,Phase4 L20 single-I T12.,34,17,40661,1107.7411929938542,5127.550004692702,6786.356120412288,2977.098542210738,40661,760.8313249156541,4023.2737967156927,5373.336530112026,2290.7331706569116,40661,461.3640972630339,3172.541838604676,4381.70818751102,1901.4881726914405,1281.7557281392938,4667.19860772016,2389.5596875997107,3803.711477471644,2341.2593489445435,2217.454227958031,2186.352943256242,656.3435536350377,1139.0740557189033,407.6358377984684,816.5700807208436,5150.443419438543,4357.717289182857,42.961077449906014,nan,nan,nan,nan,nan,17,1895.6678242861553,1152.3381582336583,3568.3203365049553,A1,L20,I2,T12,imu_only,S04,X_A1_L20_I2_T12__S04,,,
X_A1_L20_I3_T11,imu_only_diagnostic_screening,Phase4 L20 single-I T11.,34,17,40661,1028.379408999914,3991.0471070910803,5088.4825062067475,2278.822799191834,40661,765.6513173134884,3397.3645752745315,4458.497414200957,1957.9867221345173,40661,330.73044682300247,1796.5699806269838,2620.833818357598,1165.8993721850238,1213.8202917892663,3949.1263126181348,1935.9196468623554,3320.7843424028633,1347.272187362763,2333.4039738198285,2322.3706260959725,378.5054257788157,1303.2205412841813,494.41965404102154,939.4158352192744,4484.475787848122,3661.7095363183707,37.407281963505056,nan,nan,nan,nan,nan,17,1278.5787007017295,868.9184611088847,2152.599547625401,A1,L20,I3,T11,imu_only,S04,X_A1_L20_I3_T11__S04,,,
X_A1_L20_I3_T12,imu_only_diagnostic_screening,Phase4 L20 single-I T12.,34,17,40661,1028.820727130764,3991.5476435807273,5089.220735507613,2278.823696763204,40661,766.0277431793613,3396.6738275731395,4458.8093810014625,1957.9874170789562,40661,330.39055128464304,1796.2914461557662,2621.0211651388463,1165.8999594690765,1213.970194471628,3948.986074715671,1935.919021238095,3321.773171056344,1346.1071397804135,2334.460126256555,2323.4142980422657,378.55834717023174,1304.2875501884816,494.37804318140087,938.2993032597267,4484.475787848122,3661.7095363183707,37.407281963505056,nan,nan,nan,nan,nan,17,1280.496619443423,868.6135773393789,2156.877438876689,A1,L20,I3,T12,imu_only,S04,X_A1_L20_I3_T12__S04,,,
