row_spec,stage,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R2:L0:I0:T6,simulate_imu_prior,0.09317776300304104,,,,
R2:L0:I0:T6,cpu_golden,0.40790712399757467,,,,
R2:L0:I0:T6,torch_gpu,0.22604216700710822,0,1,0.22604216700710822,0.22604216700710822
