capture_id,tag,frames,finite_frames,xyz_diff_rmse_mm,xyz_diff_p95_mm,xyz_diff_max_mm,cpu_accept_rate,gpu_accept_rate,row_spec,R,L,I,T,prior_sigma_mm,range_sigma_scale,robust
R01,BS2DCE,1201,1201,0.00041367685473879626,0.0006816144711036255,0.0011670387519751146,1.0,1.0,R2:L1:I1+I3+I7:T6,R2,L1,I1+I3+I7,T6,38.7941125,1.0,False
R01,BSDC91,1200,1200,0.0003181479082650826,0.0005555113066788586,0.0008486981073217042,1.0,1.0,R2:L1:I1+I3+I7:T6,R2,L1,I1+I3+I7,T6,38.7941125,1.0,False
R02,BS2DCE,1201,1201,0.0003619555981293376,0.0006369929372626748,0.0008809563463911505,1.0,1.0,R2:L1:I1+I3+I7:T6,R2,L1,I1+I3+I7,T6,38.7941125,1.0,False
R02,BSDC91,1200,1200,0.00034168152297565945,0.0005717751644341133,0.0008703610306896633,1.0,1.0,R2:L1:I1+I3+I7:T6,R2,L1,I1+I3+I7,T6,38.7941125,1.0,False
R03,BS2DCE,1200,1200,0.0003531330945329618,0.0006053192898023602,0.0007589288882010389,1.0,1.0,R2:L1:I1+I3+I7:T6,R2,L1,I1+I3+I7,T6,38.7941125,1.0,False
R03,BSDC91,1200,1200,0.00038142148338621106,0.000636618101844335,0.0009025770261732449,1.0,1.0,R2:L1:I1+I3+I7:T6,R2,L1,I1+I3+I7,T6,38.7941125,1.0,False
R04,BS2DCE,1200,1200,0.0004015185063152123,0.0006703510448530011,0.0008569322856258036,1.0,1.0,R2:L1:I1+I3+I7:T6,R2,L1,I1+I3+I7,T6,38.7941125,1.0,False
R04,BSDC91,1200,1200,0.00037688061621858756,0.0006346839957647928,0.0007652798963966027,1.0,1.0,R2:L1:I1+I3+I7:T6,R2,L1,I1+I3+I7,T6,38.7941125,1.0,False
R05,BS2DCE,1200,1200,0.00029578831368565656,0.00046633139358032155,0.0006870268401506224,1.0,1.0,R2:L1:I1+I3+I7:T6,R2,L1,I1+I3+I7,T6,38.7941125,1.0,False
R05,BSDC91,1201,1201,0.0003148569143201768,0.0005363964294700791,0.0006812563477664092,1.0,1.0,R2:L1:I1+I3+I7:T6,R2,L1,I1+I3+I7,T6,38.7941125,1.0,False
R06,BS2DCE,1200,1200,0.0003902277963019602,0.0006666126111536725,0.0008838254705253428,1.0,1.0,R2:L1:I1+I3+I7:T6,R2,L1,I1+I3+I7,T6,38.7941125,1.0,False
