[RECV] BSF66F notify: CRX;1;5539;4;2532;3768889150;8649;47890;6804;6952;6475;1696;119;52;1184
[RECV] BSF66F notify: CRX;1;5539;1;3175;3572280627;5979;47903;3906;4081;3441;577;73;28;608
[RECV] BSF66F notify: CRX;1;5539;2;2638;3637816682;6853;47950;4121;4355;4262;883;75;36;806
[RECV] BSF66F notify: CRX;1;5539;6;2494;3886855777;11574;47669;5126;6926;4261;2058;123;48;1077
[RECV] BSF66F notify: CRX;1;5540;0;2717;3400855725;5705;47753;3648;5716;5743;1781;119;56;1098
[RECV] BSF66F notify: CRX;1;5540;4;2487;3663001136;8618;47652;1342;1307;1028;78;31;16;283
[RECV] BSF66F notify: CRX;1;5540;1;3266;3466392237;5361;47777;2367;2186;1811;213;47;16;319
[RECV] BSF66F notify: CRX;1;5540;6;2476;3780967431;11589;48083;456;6122;6051;1795;120;36;781
[RECV] BSF66F notify: CRX;1;5540;3;2470;3597464506;7210;48030;6917;7108;5926;2159;120;36;856
[RECV] BSF66F notify: CRX;1;5541;0;2687;3293166180;5770;47688;3683;5055;5382;1736;119;52;924
[RECV] BSF66F notify: CRX;1;5541;4;2876;3555311429;7871;47929;2318;2264;1285;217;45;20;412
[RECV] BSF66F notify: CRX;1;5541;1;3201;3358702654;5784;47658;3263;3166;2306;406;60;20;439
[RECV] BSF66F notify: CRX;1;5541;2;2717;3424239091;6476;48087;3441;3462;3226;600;62;24;522
[RECV] BSF66F notify: CRX;1;5541;6;2453;3673277854;11657;47970;3081;6815;5584;1992;122;40;869
[RECV] BSF66F notify: CRX;1;5541;3;2740;3489774968;6468;47972;2789;2860;2249;394;55;20;434
[RECV] BSF66F notify: CRX;1;5542;0;2713;3187698172;5789;48088;4367;5509;4470;1783;121;48;857
[RECV] BSF66F notify: CRX;1;5542;1;3203;3253234657;5940;48077;3728;3798;3376;523;72;28;583
[RECV] BSF66F notify: CRX;1;5542;5;2993;3508824694;-72;47730;7340;7306;4757;2114;124;68;1589
[RECV] BSF66F notify: CRX;1;5542;2;2646;3318770753;6852;47645;4077;4156;3709;837;73;28;634
[RECV] BSF66F notify: CRX;1;5542;3;2624;3384307146;6896;48046;4245;4309;2919;805;75;28;629
[RECV] BSF66F notify: CRX;1;5542;7;2201;3626791297;7496;47973;7259;7283;5789;2062;118;32;769
[RECV] BSF66F notify: CRX;1;5543;0;2711;3081960350;5634;48002;3284;5228;6028;1827;119;56;1101
[RECV] BSF66F notify: CRX;1;5543;1;3283;3147496790;5358;47946;2337;2388;2064;213;47;16;322
[RECV] BSF66F notify: CRX;1;5543;5;3059;3403086379;-151;47639;5016;7028;6143;1874;117;52;1230
[RECV] BSF66F notify: CRX;1;5543;3;2447;3278568895;7221;48035;6978;6861;5438;2052;119;44;1038
[RECV] BSF66F notify: CRX;1;5543;7;2239;3521053299;7462;47687;6961;7669;7535;2204;125;32;771
[RECV] BSF66F notify: CRX;1;5544;0;2747;2974309724;5662;47928;4974;5523;3412;1714;119;52;975
[RECV] BSF66F notify: CRX;1;5544;4;2874;3236455018;7849;47702;2409;2467;2200;241;48;16;336
[RECV] BSF66F notify: CRX;1;5544;1;3185;3039846127;5706;47835;3248;3006;2615;394;61;24;501
[RECV] BSF66F notify: CRX;1;5544;2;2675;3105382092;6598;47800;3476;3451;2068;615;63;28;599
[RECV] BSF66F notify: CRX;1;5544;6;2450;3354421354;11650;47686;1990;6496;7078;2263;124;40;947
[RECV] BSF66F notify: CRX;1;5544;3;2743;3170918289;6467;47997;2995;3024;1599;420;57;32;675
[RECV] BSF66F notify: CRX;1;5545;0;2698;2869158638;5726;47818;3686;6057;5831;1873;121;52;1023
[RECV] BSF66F notify: CRX;1;5545;4;2778;3131303779;7982;47959;2072;2100;1886;190;42;20;395
[RECV] BSF66F notify: CRX;1;5545;1;3143;2934695019;5972;47711;3946;4188;3499;597;74;28;637
[RECV] BSF66F notify: CRX;1;5545;6;2452;3249270295;11597;48091;2091;6903;6091;1860;123;40;908
[RECV] BSF66F notify: CRX;1;5545;3;2491;3065767396;7229;48072;6495;7313;7263;2105;121;52;1212
[RECV] BSF66F notify: CRX;1;5546;0;2733;2761112710;5714;47714;4416;5556;4154;1702;119;52;975
[RECV] BSF66F notify: CRX;1;5546;1;3237;2826649060;5427;48088;2295;2434;2214;237;48;20;396
[RECV] BSF66F notify: CRX;1;5546;5;2933;3082238819;1;47967;6489;7584;6072;2226;124;64;1504
[RECV] BSF66F notify: CRX;1;5546;3;2498;2957721554;7160;48054;7173;7166;4355;2031;117;48;1122
[RECV] BSF66F notify: CRX;1;5546;7;2247;3200205937;7446;47685;6968;7564;7469;2174;124;36;861
[RECV] BSF66F notify: CRX;1;5547;0;2740;2656093751;5714;47635;3788;6052;5457;1735;119;48;952
[RECV] BSF66F notify: CRX;1;5547;4;2895;2918239103;7809;47987;2335;2302;1442;225;46;16;319
[RECV] BSF66F notify: CRX;1;5547;1;3188;2721630574;5716;47962;3139;3120;2738;391;60;24;496
[RECV] BSF66F notify: CRX;1;5547;2;2712;2787166649;6557;48029;3455;3514;3078;605;62;24;540
[RECV] BSF66F notify: CRX;1;5547;6;2473;3036205379;11627;50447;641;6546;6697;1994;123;36;782
[RECV] BSF66F notify: CRX;1;5547;3;2781;2852702623;6445;48011;3076;3101;2922;431;56;20;432
[RECV] BSF66F notify: CRX;1;5548;0;2707;2550157789;5708;48065;3333;5671;6567;1936;121;56;1212
[RECV] BSF66F notify: CRX;1;5548;1;3162;2615694065;5925;47845;4101;3859;3012;580;72;28;638
[RECV] BSF66F notify: CRX;1;5548;5;2834;2871283952;289;47844;5887;7209;5499;1850;125;76;1775
[RECV] BSF66F notify: CRX;1;5548;2;2651;2681230335;6775;48091;4050;4182;3850;894;74;36;810
[RECV] BSF66F notify: CRX;1;5548;3;2649;2746766293;6859;48057;4251;4122;2435;790;76;32;714
[RECV] BSF66F notify: CRX;1;5548;7;2220;2989250452;7479;47984;7335;7283;4829;2059;120;40;949
[RECV] BSF66F notify: CRX;1;5549;0;2726;2442634590;5662;47938;3513;5045;5975;1765;119;56;1102
[RECV] BSF66F notify: CRX;1;5549;4;2363;2704779668;8940;48008;1388;1386;1366;91;31;12;216
[RECV] BSF66F notify: CRX;1;5549;1;3237;2508170870;5403;47722;2334;2361;1728;220;48;16;320
[RECV] BSF66F notify: CRX;1;5549;6;2520;2822746216;11590;47660;3825;6889;4870;1889;120;40;907
[RECV] BSF66F notify: CRX;1;5549;3;2491;2639243230;7198;48066;6334;7194;7191;2039;118;56;1299
[RECV] BSF66F notify: CRX;1;5550;0;2708;2336965924;5660;47880;3465;4792;5240;1593;119;52;925
[RECV] BSF66F notify: CRX;1;5550;4;2966;2599111356;7787;47784;2605;2554;1890;284;49;16;338
[RECV] BSF66F notify: CRX;1;5550;1;3217;2402502167;5821;47619;3000;3355;2944;371;61;24;522
[RECV] BSF66F notify: CRX;1;5550;2;2649;2468038273;6656;47725;3361;3357;2337;663;64;24;520
[RECV] BSF66F notify: CRX;1;5550;6;2475;2717077516;11594;48088;1048;6479;6054;1838;118;40;864
