row_spec,seed_id,stage,cache_key,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R2:L13:I7:T6,S00,simulate_imu_prior,L13:I7,0.7335065319999785,,,,
R2:L13:I7:T6,S00,build_track_tensors,L13:I7,14.542683850999993,,,,
R2:L13:I7:T6,S00,torch_gpu,,17.07152151999992,0,1,17.07152151999992,17.07152151999992
R2:L13:I7:T8,S00,torch_gpu,,12.739440561000038,0,1,12.739440561000038,12.739440561000038
R2:L13:I8:T6,S00,simulate_imu_prior,L13:I8,0.5868383570000333,,,,
R2:L13:I8:T6,S00,build_track_tensors,L13:I8,14.119734768000058,,,,
R2:L13:I8:T6,S00,torch_gpu,,12.883912398000007,0,1,12.883912398000007,12.883912398000007
R2:L13:I8:T8,S00,torch_gpu,,15.454792926999971,0,1,15.454792926999971,15.454792926999971
R2:L13:I1+I3+I7:T6,S00,simulate_imu_prior,L13:I1+I3+I7,0.5655013240000244,,,,
R2:L13:I1+I3+I7:T6,S00,build_track_tensors,L13:I1+I3+I7,13.963380125000072,,,,
R2:L13:I1+I3+I7:T6,S00,torch_gpu,,13.668187827999986,0,1,13.668187827999986,13.668187827999986
R2:L13:I1+I3+I7:T8,S00,torch_gpu,,14.36807559700003,0,1,14.36807559700003,14.36807559700003
R2:L13:I1+I2+I3+I8:T6,S00,simulate_imu_prior,L13:I1+I2+I3+I8,0.5693522560000019,,,,
R2:L13:I1+I2+I3+I8:T6,S00,build_track_tensors,L13:I1+I2+I3+I8,13.217724687999976,,,,
R2:L13:I1+I2+I3+I8:T6,S00,torch_gpu,,15.907836391999922,0,1,15.907836391999922,15.907836391999922
R2:L13:I1+I2+I3+I8:T8,S00,torch_gpu,,16.47522634300003,0,1,16.47522634300003,16.47522634300003
