row_spec,seed_id,stage,cache_key,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R4:L8:I1+I2+I3+I8:T8,S00,simulate_imu_prior,L8:I1+I2+I3+I8,0.37279142900001716,,,,
R4:L8:I1+I2+I3+I8:T8,S00,build_track_tensors,L8:I1+I2+I3+I8,0.5708499260000508,,,,
R4:L8:I1+I2+I3+I8:T8,S00,cpu_golden,,0.22191763899991201,,,,
R4:L8:I1+I2+I3+I8:T8,S00,torch_gpu,,0.7154902820000189,0,1,0.7154902820000189,0.7154902820000189
R4:L14:I1+I2+I3+I8:T8,S00,simulate_imu_prior,L14:I1+I2+I3+I8,0.5247225269999944,,,,
R4:L14:I1+I2+I3+I8:T8,S00,build_track_tensors,L14:I1+I2+I3+I8,0.09942604799994115,,,,
R4:L14:I1+I2+I3+I8:T8,S00,cpu_golden,,0.34170086400001765,,,,
R4:L14:I1+I2+I3+I8:T8,S00,torch_gpu,,0.23765307100006794,0,1,0.23765307100006794,0.23765307100006794
