distance_cm,phase1_default_wall_p95_m,phase2_wall_metal_median_p95_m,phase3_light_drywall_p95_m,phase3_gypsum_block_p95_m,phase3_aerated_concrete_p95_m,phase3_sand_lime_brick_p95_m,phase3_reinforced_concrete_C25_30_p95_m,phase3_reinforced_concrete_C30_37_p95_m,phase3_reinforced_concrete_C40_50_p95_m
0,0.7636804580688477,0.8917574286460876,0.19510529935359955,0.3273044526576996,0.42793896794319153,0.622462272644043,0.7930206060409546,0.888500452041626,0.9983417987823486
40,0.2868529260158539,0.404974102973938,0.09450049698352814,0.13152408599853516,0.16085053980350494,0.22056879103183746,0.3052878975868225,0.362667053937912,0.42609015107154846
100,0.08753393590450287,0.12287627160549164,0.0660666823387146,0.06959265470504761,0.07290241867303848,0.07995200157165527,0.09084922075271606,0.09909544140100479,0.10908301174640656
