row_spec,seed_id,stage,cache_key,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s,chunk_id,gpu_device,child_run_id
R2:L0:I0:T6,S01,simulate_imu_prior,L0:I0,0.1688829549998445,,,,,agreement_0000,cuda:0,phase4_GPU_RAW_ALLL_S01_5090D_DUALLANE_20260606T221157Z_agreement_0000_cuda0
R2:L0:I0:T6,S01,build_track_tensors,L0:I0,0.4866553680001289,,,,,agreement_0000,cuda:0,phase4_GPU_RAW_ALLL_S01_5090D_DUALLANE_20260606T221157Z_agreement_0000_cuda0
R2:L0:I0:T6,S01,cpu_golden,,0.1704685340000651,,,,,agreement_0000,cuda:0,phase4_GPU_RAW_ALLL_S01_5090D_DUALLANE_20260606T221157Z_agreement_0000_cuda0
R2:L0:I0:T6,S01,torch_gpu,,0.4187789049999537,0.0,1.0,0.4187789049999537,0.4187789049999537,agreement_0000,cuda:0,phase4_GPU_RAW_ALLL_S01_5090D_DUALLANE_20260606T221157Z_agreement_0000_cuda0
R2:L2:I3:T6,S01,simulate_imu_prior,L2:I3,0.579213806000098,,,,,agreement_0000,cuda:0,phase4_GPU_RAW_ALLL_S01_5090D_DUALLANE_20260606T221157Z_agreement_0000_cuda0
R2:L2:I3:T6,S01,build_track_tensors,L2:I3,0.0931060160000925,,,,,agreement_0000,cuda:0,phase4_GPU_RAW_ALLL_S01_5090D_DUALLANE_20260606T221157Z_agreement_0000_cuda0
R2:L2:I3:T6,S01,cpu_golden,,0.3174436540000442,,,,,agreement_0000,cuda:0,phase4_GPU_RAW_ALLL_S01_5090D_DUALLANE_20260606T221157Z_agreement_0000_cuda0
R2:L2:I3:T6,S01,torch_gpu,,0.1515346859998771,0.0,1.0,0.1515346859998771,0.1515346859998771,agreement_0000,cuda:0,phase4_GPU_RAW_ALLL_S01_5090D_DUALLANE_20260606T221157Z_agreement_0000_cuda0
R4:L8:I1+I2+I3+I8:T8,S01,simulate_imu_prior,L8:I1+I2+I3+I8,0.6132187620000877,,,,,agreement_0001,cuda:0,phase4_GPU_RAW_ALLL_S01_5090D_DUALLANE_20260606T221157Z_agreement_0001_cuda0
R4:L8:I1+I2+I3+I8:T8,S01,build_track_tensors,L8:I1+I2+I3+I8,0.3020571040001414,,,,,agreement_0001,cuda:0,phase4_GPU_RAW_ALLL_S01_5090D_DUALLANE_20260606T221157Z_agreement_0001_cuda0
