config,mean_signed_radial,std,t_test_vs_zero_p,mean_signed_tangential,mean_signed_vertical
V4+C_V4+D_LOO,-7.753639229517627,30.262246194356766,0.22201309590635135,-0.41524675403159345,-23.412580872181497
V5+C_V5+D_LOO,-4.834622887491421,30.721740118282455,0.44858848234306054,-3.0007905263262145,-19.553889464168567
Vicon+C_cm+D_LOO,-5.094716962162548,29.732086078468637,0.40985198184710747,0.38287366390861105,-23.17176358646058
