position_id,config,signed_radial_mm,signed_tangential_mm,signed_vertical_mm,distance_from_centroid
ID01,V4+C_V4+D_LOO,-78.81021296497369,4.408756030511277,-75.84816279316368,461.90988917803554
ID02,V4+C_V4+D_LOO,-25.71303330121142,-38.84671288562682,-38.87429470352026,432.0927736496358
ID03,V4+C_V4+D_LOO,-4.75944568210776,1.1645423328718878,97.47196848290378,442.40212377712794
ID04,V4+C_V4+D_LOO,-11.643944474806268,-62.623205661079965,-154.87534404847435,720.4509142522503
ID05,V4+C_V4+D_LOO,24.639840104306064,-14.792099863208295,5.863064426813025,687.4676293748612
ID06,V4+C_V4+D_LOO,-7.834290508278322,-14.081721763048487,42.67849771442116,691.1683523712774
ID07,V4+C_V4+D_LOO,-42.0553279063487,20.923411149194553,-100.32989159739093,535.6759641060999
ID08,V4+C_V4+D_LOO,15.131212622719898,-49.154548886983626,81.05451042426716,524.5516138084073
ID09,V4+C_V4+D_LOO,43.075959953672466,-2.1790298222430593,-70.8999730674202,543.2829438657257
ID10,V4+C_V4+D_LOO,30.897042840198143,7.76295884909592,-31.72748416429485,749.9065054260844
ID11,V4+C_V4+D_LOO,12.646383886600916,-6.3685466307662955,-14.861920323168988,748.5782717739712
ID12,V4+C_V4+D_LOO,14.512059008540355,71.06044377141167,24.00517849762491,749.5730017072771
ID13,V4+C_V4+D_LOO,-11.78755309417043,-6.760270852774092,-62.43901432196935,76.5741601035694
ID14,V4+C_V4+D_LOO,-37.52318191847067,-30.280186013003437,-81.97665419380769,86.06439911015252
ID15,V4+C_V4+D_LOO,-22.997388716058758,15.578596433436307,-46.46482121190593,89.91969358885763
ID16,V4+C_V4+D_LOO,-20.86707217977871,-9.500207067999751,-34.24624297720675,74.89040484073588
ID17,V4+C_V4+D_LOO,-28.402963642018207,17.215530852611085,18.610332948001652,135.4861297782315
ID18,V4+C_V4+D_LOO,12.882950424893938,26.582169135665563,52.90973357183714,181.9367470678594
ID19,V4+C_V4+D_LOO,26.975427467460026,-15.24463914581958,-44.85933256236999,121.48835234547208
ID20,V4+C_V4+D_LOO,37.85219565623726,3.4410171465782806,-26.918627933014506,35.44652564079934
ID21,V4+C_V4+D_LOO,-35.4423398093924,1.7012132895225394,-15.253361163110412,99.46981188769304
ID22,V4+C_V4+D_LOO,-25.733072161102243,19.131703088596677,-73.08343879000881,121.43624446593923
ID23,V4+C_V4+D_LOO,-45.04814975842819,30.074735681952866,10.869758911236431,117.59482120696156
ID24,V4+C_V4+D_LOO,-6.082437355906339,20.820168734346538,-22.706422058634416,105.40078385016199
ID01,V5+C_V5+D_LOO,-84.69920519310041,-21.377506549278802,-133.77939716379117,461.90988917803554
ID02,V5+C_V5+D_LOO,-25.780745579077244,-32.50014968996921,-47.73169296986907,432.0927736496358
ID03,V5+C_V5+D_LOO,4.352064844521008,0.6234654897580942,89.2414636117312,442.40212377712794
ID04,V5+C_V5+D_LOO,21.76000030296905,-53.613464275456785,-144.69147753279518,720.4509142522503
ID05,V5+C_V5+D_LOO,28.02985376377135,-7.948344373607821,-17.359188739690808,687.4676293748612
ID06,V5+C_V5+D_LOO,-5.651544491490586,-18.477559996145917,125.86304642476011,691.1683523712774
ID07,V5+C_V5+D_LOO,-47.15219798236461,29.586512803872647,-129.74727176131523,535.6759641060999
ID08,V5+C_V5+D_LOO,35.07517032966803,-49.16752337547894,64.07594291912665,524.5516138084073
ID09,V5+C_V5+D_LOO,41.104286071026564,3.9403946632408644,-51.80361184131789,543.2829438657257
ID10,V5+C_V5+D_LOO,14.454105383283586,1.5176203263041326,-64.15252423696171,749.9065054260844
ID11,V5+C_V5+D_LOO,10.423405367731105,-25.540230785280464,19.45681787925673,748.5782717739712
