position_id,config,signed_radial_mm,signed_tangential_mm,signed_vertical_mm,distance_from_centroid
ID12,V5+C_V5+D_LOO,9.560408884351574,61.66031196991501,73.6008270576549,749.5730017072771
ID13,V5+C_V5+D_LOO,-14.980821950142388,-11.139006629634235,-66.89412577746157,76.5741601035694
ID14,V5+C_V5+D_LOO,-22.9872315723874,-36.16198180129476,-70.87641096535435,86.06439911015252
ID15,V5+C_V5+D_LOO,-29.312930876953814,16.136341891877116,-63.777822888763694,89.91969358885763
ID16,V5+C_V5+D_LOO,0.5476963491909537,-16.15594738544216,-14.330123369287094,74.89040484073588
ID17,V5+C_V5+D_LOO,-33.04162184033564,12.489147297025692,-13.01164442754174,135.4861297782315
ID18,V5+C_V5+D_LOO,20.516513717121388,12.971068326988602,16.281236585181205,181.9367470678594
ID19,V5+C_V5+D_LOO,30.935280218094277,-12.530972482152452,-81.10312766934875,121.48835234547208
ID20,V5+C_V5+D_LOO,17.797851139269845,13.570406155396729,-28.18054551186444,35.44652564079934
ID21,V5+C_V5+D_LOO,-34.753828117757074,3.1355647258663213,3.316739861236556,99.46981188769304
ID22,V5+C_V5+D_LOO,-16.49529499231201,9.012446300117213,-28.85429895827474,121.43624446593923
ID23,V5+C_V5+D_LOO,-40.79021287205119,28.20757588808394,55.05545053978221,117.59482120696156
ID24,V5+C_V5+D_LOO,5.058049797179505,19.74285887346607,40.1083917948622,105.40078385016199
ID01,Vicon+C_cm+D_LOO,-81.39537873906212,-11.9454761138295,-142.29861231039803,461.90988917803554
ID02,Vicon+C_cm+D_LOO,-22.70890561845351,-28.102621500158584,-47.98240488559191,432.0927736496358
ID03,Vicon+C_cm+D_LOO,-1.3997386783662027,10.271762911173296,98.21835535685432,442.40212377712794
ID04,Vicon+C_cm+D_LOO,16.440058729444917,-72.6818408348037,-156.29974084729486,720.4509142522503
ID05,Vicon+C_cm+D_LOO,21.30863774904687,-3.7486526151923707,-20.618870267381453,687.4676293748612
ID06,Vicon+C_cm+D_LOO,-20.376234844137795,9.67856350413385,81.87067607097447,691.1683523712774
ID07,Vicon+C_cm+D_LOO,-35.691778677937755,27.326087790003086,-126.27083142125178,535.6759641060999
ID08,Vicon+C_cm+D_LOO,23.516914083311974,-45.554065529953654,71.76326108099374,524.5516138084073
ID09,Vicon+C_cm+D_LOO,38.3254158737591,-12.283493917214185,-53.1017122993519,543.2829438657257
ID10,Vicon+C_cm+D_LOO,24.961621276587394,-0.9592256717072676,-66.12810505382998,749.9065054260844
ID11,Vicon+C_cm+D_LOO,25.179984054835657,-19.375292564957444,19.36634231538983,748.5782717739712
ID12,Vicon+C_cm+D_LOO,20.38202010565449,74.21544092900614,59.13359990948629,749.5730017072771
ID13,Vicon+C_cm+D_LOO,-15.951184415359252,-9.627423661695566,-60.22050668783913,76.5741601035694
ID14,Vicon+C_cm+D_LOO,-31.27878445452848,-28.64750005074543,-68.55775777571307,86.06439911015252
ID15,Vicon+C_cm+D_LOO,-24.974098075811664,21.45880054217017,-51.00719498618832,89.91969358885763
ID16,Vicon+C_cm+D_LOO,-14.407081007282484,-9.119836347153404,-20.99295441030995,74.89040484073588
ID17,Vicon+C_cm+D_LOO,-27.96663577139371,15.944014265767775,-13.449507068873004,135.4861297782315
ID18,Vicon+C_cm+D_LOO,18.80134771552251,24.76127851082544,16.282620395161103,181.9367470678594
ID19,Vicon+C_cm+D_LOO,25.10584563510586,-33.67577433006365,-76.55072388132183,121.48835234547208
ID20,Vicon+C_cm+D_LOO,30.97037883697241,12.387627340539524,-32.841240903666915,35.44652564079934
ID21,Vicon+C_cm+D_LOO,-31.853711988805273,5.310476780256191,5.081419678337625,99.46981188769304
ID22,Vicon+C_cm+D_LOO,-21.293656471472126,20.73106395569147,-42.8861758779492,121.43624446593923
ID23,Vicon+C_cm+D_LOO,-38.038367123981104,33.02053717569109,39.0680692073754,117.59482120696156
ID24,Vicon+C_cm+D_LOO,0.07012471444915302,29.804517366023394,32.299668587334736,105.40078385016199
