metric,drift_rate_mm_per_hour,slope_per_order,r2,significance,x_axis
d_tag_loo_residual,-19.14029798779725,-19.14029798779725,0.1441465991837874,0.0672654793896779,timestamp_hours
error_3d,-50.89766051199486,-50.89766051199486,0.36239666196753995,0.001855907520911184,timestamp_hours
item18_early,nan,52.967174600123855,108.34365196130236,nan,published block summary
item18_mid,nan,59.61432722043312,67.84873089032392,nan,published block summary
item18_late,nan,34.282825623632334,36.81522146796567,nan,published block summary
