position_id,anchor_label,contribution_radial,contribution_vertical,rho_mm
ID05,B,-3.169400140530118,11.3107952788195,-25.501366172022927
ID05,C,9.11012420196559,-34.49824986778898,77.01170829349485
ID05,D,9.505987371465972,10.22442286335791,-41.94638169880727
ID05,E,7.275343191917575,-5.318284840877459,-30.792944453052314
ID05,F,7.916408123103592,19.766305231127674,59.30255416345631
ID05,G,-0.2706797144987927,-0.8028480825742799,-2.8340326982704482
ID05,H,4.088213938007412,-3.3241980615114666,-16.189733455842088
ID06,A,0.4860162776003856,0.6240126430156628,-2.52767392637179
ID06,B,-28.70146654950327,84.44096280478614,-206.2518904047074
ID06,C,-1.774034914417958,5.471673010506414,-13.176542599886034
ID06,D,20.98911227463922,27.754314214458944,-109.22190064725282
ID06,E,-14.59037418053624,-1.3272115721661601,57.12440012215893
ID06,F,9.063203464441766,-6.1141933966597595,47.15754937844872
ID06,G,0.15642959623142388,-0.1420763902958518,1.129826594890119
ID06,H,5.969225822849383,0.07270960789087055,-21.60903079200216
ID07,A,26.240115364400673,0.36154505466268144,-80.7716353905389
ID07,B,20.95129616618818,-0.9865258528354081,-81.22605689602506
ID07,C,-39.21560087798363,-19.619982187468615,-143.35342802498758
ID07,D,-4.31032648842129,-6.347606328655447,-63.370779230235485
ID07,E,-20.272440274065687,21.59015628140557,85.21040743093727
ID07,F,8.81984184739369,-20.529375197035566,-65.7946158693344
ID07,G,8.966007828321231,16.078628527560205,36.38573984374443
ID07,H,-11.259750599025352,-61.659079480742115,-164.91324095416985
ID08,A,13.324020645627552,13.833055828927698,-48.24646460162103
ID08,B,-55.2123333466601,-62.92608760534052,215.37790328806432
ID08,C,-15.006458372528517,50.246943328868575,-105.00654540752907
ID08,D,15.207333538875321,-69.1115938739969,153.90425241590037
ID08,E,25.106842575076325,-16.35664015195547,-78.98768544875566
ID08,F,11.370408925855775,-10.516569728896764,-42.11824248971698
ID08,G,3.9028271545461664,6.5010118173273215,23.053342939448157
ID08,H,-0.9476553690647189,-6.071189141553602,-20.76108169914005
ID09,A,21.64648442236404,27.758772746387685,-94.85564149114725
ID09,B,3.4930017283232035,5.016721107395873,-16.496385309103516
ID09,C,-18.07410899006235,49.30508870795283,-96.62453063857538
ID09,D,33.44774983970064,-110.80894868050879,231.53072048880813
ID09,E,25.39865740411716,-5.001251052001512,-76.49492412621021
ID09,F,-55.131217405905915,17.24154519262721,187.24631930779742
ID09,G,-8.35157163559834,1.4645975013785213,-38.339082123038224
ID09,H,2.2679462240121446,0.10691297389383339,31.760199848636603
ID10,A,-2.937543372662511,-2.290245925052485,-29.940789738637932
ID10,B,11.399273279836349,0.65970966958308,-40.2130948052104
ID10,C,10.148291212018849,0.6316269123596758,-39.06209023178553
ID10,D,7.099714219149352,4.51754539474472,36.391618247442466
ID10,E,-6.326219327243953,-29.15431341773185,-71.56649027295725
ID10,F,-16.37483283906563,18.814650371211854,76.40141823708836
ID10,G,22.717806595381283,-32.424387180597044,-127.44322591133277
ID10,H,-8.487331931757772,-23.467546441721336,-48.901642621114206
ID11,A,4.931728979598656,-18.790953444972875,37.82058269483514
ID11,B,18.86478291743325,21.298899253250422,-83.53027385053065
ID11,C,4.153638446755529,4.9585526733621075,-18.97051887300131
ID11,D,-2.6052315484749458,10.965810979464255,-22.972592646734256
ID11,E,15.308992496303064,34.25650638470174,158.09361387446643
ID11,F,-11.861088233944423,7.789669246308963,44.504062306547894
ID11,G,5.3622138946758,-3.274328176717743,-22.026370873423275
ID11,H,4.062221062458961,8.023333410490011,32.36547591314002
ID12,A,-4.247831263712443,13.220934700408565,-30.068991984397144
ID12,B,32.46444318554403,41.27609072922578,-167.20571707528597
ID12,C,-8.40373023918802,-11.091846062567003,41.257237226554025
ID12,D,-9.569475569980641,36.11668417971069,-75.14503334556571
ID12,E,1.009553915206317,-0.6663008561353904,8.101656128126251
ID12,F,1.4758193380328088,-0.2129046680643476,-5.449543077386352
ID12,G,11.366156962393982,-0.5594486807955881,-42.4243429769258
ID12,H,4.456158952056992,-2.331317826707375,25.913697783473935
ID13,A,-2.4407458488445624,5.875159165180389,-15.678657540217955
ID13,B,1.2450603939109477,-1.8441993318336178,4.890139461151193
ID13,C,8.64157616150975,21.038852266152247,-54.724785844762664
ID13,D,-32.291059683405734,-47.772380455556444,127.57963028399581
ID13,E,-2.7172173279656477,-4.043916188464995,-15.316459210556786
ID13,F,-4.894197928729368,-6.409442476227895,-20.587032082527003
ID13,G,-6.150574326140677,8.492362709529688,31.357462277595232
ID13,H,5.333378659646444,-6.54888679367449,-21.769940506606417
ID14,A,1.9035676503423324,-5.235159448178206,13.450291857166121
ID14,B,-12.142731078569568,19.54323511866639,-48.22552470157416
ID14,C,7.206194578457756,17.734595821062427,-44.642349998533064
ID14,D,3.579298240606566,5.283369580072832,-14.036158595820325
ID14,E,-8.833791008720906,-12.872711536664577,-53.981380928515364
ID14,F,20.724705578940952,25.44876004901274,87.0466187763086
ID14,G,7.559094097532058,-9.097604213136611,-37.01770951168055
ID14,H,4.332003070465916,-4.609561479581403,-17.054576838235107
ID15,A,-4.669632570134976,13.855560709080628,-36.77268992125528
ID15,B,-1.5940462754510372,2.2322103556313957,-6.007151048479045
ID15,C,8.235303584346061,24.029571238741344,-63.92182645937464
ID15,D,-38.19646336318802,-53.04449247833125,142.14703320860235
ID15,E,-6.246450530493922,-11.528155811813146,-42.267471178294045
ID15,F,-1.3788503906907197,-1.7351771431537182,-5.516372985859107
ID15,G,5.263697837883442,-8.70244994834462,-31.922971973229323
ID15,H,1.8973742873039026,-2.2209498513531725,-7.218833466065462
ID16,A,1.5721826926239362,-5.899610477268943,14.697001793257186
ID16,B,-9.76232187805286,15.50671202684971,-37.15747514806458
ID16,C,3.8369474271476145,12.28443118688255,-30.198794471677502
ID16,D,-0.42922850501823,-0.6248896494661025,1.614578879731198
ID16,E,-2.2641693392878706,-3.789679845990373,-17.578122694109197
ID16,F,34.61803517624716,35.94139749046132,134.56327635462435
ID16,G,3.8780578570266595,-5.070184535140234,-22.714247229176635
ID16,H,2.517723682787184,-2.2938803771178593,-9.207728822643958
ID17,A,-27.57224712316517,-4.763009396684005,-89.75154046168245
ID17,B,3.2983163190416764,-4.063788917341425,-76.43438654689544
ID17,C,22.894700364512254,-2.085910093114895,-74.95621006568899
ID17,D,-0.14614214928184666,-2.7417858680378124,-60.78078204432313
ID17,E,14.765823491063657,24.672561927585967,63.510571408167834
ID17,F,3.4702582643085114,-27.79472686433243,-73.76175662448759
ID17,G,0.5319734867324237,-0.7583575635152191,-2.232164985570762
ID17,H,-4.417959147072446,-58.4074178850006,-153.1570074891556
ID18,A,-18.709739053591058,-4.8902416939357645,-86.29233926995812
ID18,B,-11.83830669590799,-3.4507081691930117,-50.503919847006046
ID18,C,14.690572827909563,-0.3937480965737923,-54.706999058292695
ID18,D,2.2275054820060993,-0.10450435472163447,-7.497783519810355
ID18,E,-9.272140881291458,-19.458986243995394,-47.644003306666036
ID18,F,-2.001919128004118,-4.980089859246331,-12.07859494180775
ID18,G,23.704892363170135,-36.11602758106883,-110.50913572843865
ID18,H,10.153986300664169,-19.019599131297117,-53.765384725873446
ID19,A,5.004013713742562,-4.524424673348029,-77.17840168599832
ID19,B,-33.28145298457757,-9.832364267812558,-102.50912140676996
ID19,C,-1.1128413071935626,-5.900100113832472,-92.83028390339405
ID19,D,22.567777218733397,-3.467237566313994,-70.25108899945235
ID19,E,-5.914917093054026,69.026972566578,203.18845842795054
ID19,F,-15.019788055589276,-25.874946114853092,-65.97074761440808
ID19,G,-1.3058487643458818,114.14797967313945,327.3405520710867
ID19,H,57.03874278858318,-80.27152333908184,-243.7025216312777
ID20,A,9.227071668334926,-2.6520021379138012,-56.338592909013414
ID20,B,16.400303499668915,-2.823874704802196,-49.58207093149986
ID20,C,-8.225608344371278,-3.4831644228182213,-58.61998755586137
ID20,D,-12.49178676814183,-2.657641771454921,-38.57708406085817
ID20,E,19.13919596595555,-49.73869510806705,-142.71970049126776
ID20,F,-43.72572641149777,71.04418221735506,196.11229516047615
ID20,G,-19.015352932101678,-50.16192432965253,-139.3239898136835
ID20,H,12.698981004759883,21.323203282291395,56.6494186469904
ID21,A,-19.70395612620923,38.87462367392805,-98.64862277589509
ID21,B,-3.532664718476911,7.648661427733172,-19.345606096514075
ID21,C,24.220868046678806,46.362107924821515,-120.27518740030473
ID21,D,-44.00528896624681,-88.25730595248592,229.04953767594225
ID21,E,-4.711506879626487,0.7633050350521238,-17.329411357380195
ID21,F,4.751764792421397,-0.37204965048803046,23.603711272543933
ID21,G,7.9570084853526115,0.6009243022981334,-27.44579945088276
ID21,H,-1.2863135479815844,-0.022104117113743632,5.708866765537323
ID22,A,54.063097882263946,-108.50951877424366,265.5835237130909
ID22,B,-13.51612883131328,31.765993406574893,-77.49562242357706
ID22,C,11.083870249227568,20.497554444450493,-53.16109481641706
ID22,D,11.182158213569705,22.822422092279574,-59.29024070058358
ID22,E,-9.055377555552818,1.1938658591377518,-33.471345866984166
ID22,F,12.311229738288059,-0.35165710057109106,67.3930003845876
ID22,G,0.2321086540804725,0.003863847020579728,-0.7787581363247682
ID22,H,0.4989201972715327,-0.031117875599446024,-2.242117229405494
ID23,A,-24.909611490019895,49.88249386336606,-129.398743534206
ID23,B,15.412804369201595,-30.539826462225758,81.30082536305417
ID23,C,25.691067204962238,49.499964435344296,-134.88559463938873
ID23,D,-4.413569045190564,-8.191834914370226,21.702315822222317
ID23,E,4.6945855118651405,-1.1589071473281305,17.377697877348055
ID23,F,-5.240865201758128,0.8618016220560999,-24.53076325719894
ID23,G,5.393633735944011,0.7551148074168799,-19.353121140672783
ID23,H,-13.339800164261945,-1.4961559476281823,54.101953571549984
ID24,A,9.085464505873645,-18.482711867724838,46.419835146520654
ID24,B,-22.080125011988226,47.74136696572648,-120.81401196250408
ID24,C,-64.49083618590124,-118.99877900847879,322.61664502436224
ID24,D,19.27528488758324,36.10997854162347,-97.02309487544017
ID24,E,2.3321492418001566,-0.5362648284467341,8.772270271656225
ID24,F,10.30922813275834,-1.6071779210580628,52.5070790166792
ID24,G,8.444256391112383,0.6926989738849826,-28.855857637065583
ID24,H,-3.9610435939471578,-0.14924001404186554,16.35718582110917
