anchor_label,mean_contribution_mm,max_contribution_mm,correlation_with_rho
A,33.26799391125821,139.36792975076153,0.9791261429965767
B,29.726026421619206,97.61029223047609,0.979951356761371
C,36.12919144406025,142.40194025313977,0.9775524195446896
D,37.77336354935643,125.73789728357617,0.9803299824473487
E,24.445854728676267,85.33279340977307,0.98515034469262
F,24.403961621736286,84.99822287815373,0.9884561986718695
G,23.078773606300334,141.97556446393355,0.9964985305712984
H,21.13104337498508,99.21356291308312,0.9953351796806809
