experiment_id,seed_id,wall_time_s,status
X_A0_L0_I0_T11,S00,0.2079433510000399,ok
X_A0_L0_I0_T12,S00,0.32923245200004203,ok
X_A0_L0_I1_T11,S00,0.21105350799996359,ok
X_A0_L0_I1_T12,S00,0.37417685499997333,ok
X_A0_L0_I2_T11,S00,0.22823969500007024,ok
X_A0_L0_I2_T12,S00,0.36229993599999943,ok
X_A0_L0_I3_T11,S00,0.23173108199989656,ok
X_A0_L0_I3_T12,S00,0.3391185640000458,ok
X_A0_L0_I4_T11,S00,0.2127362369999446,ok
X_A0_L0_I4_T12,S00,0.3593515479999496,ok
X_A0_L0_I5_T11,S00,0.22949545300002683,ok
X_A0_L0_I5_T12,S00,0.39304054999990967,ok
X_A0_L0_I6_T11,S00,0.22671963499999492,ok
X_A0_L0_I6_T12,S00,0.3526473929999838,ok
X_A0_L0_I7_T11,S00,0.22897559299997283,ok
X_A0_L0_I7_T12,S00,0.3560087199999771,ok
X_A0_L0_I8_T11,S00,0.21903861100008726,ok
X_A0_L0_I8_T12,S00,0.3507242050000059,ok
X_A1_L0_I0_T11,S00,0.2222717189999912,ok
X_A1_L0_I0_T12,S00,0.32929385199997796,ok
X_A1_L0_I1_T11,S00,0.21353795599998193,ok
X_A1_L0_I1_T12,S00,0.348504106000064,ok
X_A1_L0_I2_T11,S00,0.22390324799994232,ok
X_A1_L0_I2_T12,S00,0.38474672600000304,ok
X_A1_L0_I3_T11,S00,0.22592721599994547,ok
X_A1_L0_I3_T12,S00,0.35154160399997636,ok
X_A1_L0_I4_T11,S00,0.2073905409999952,ok
X_A1_L0_I4_T12,S00,0.364998792999927,ok
X_A1_L0_I5_T11,S00,0.22904566399995474,ok
X_A1_L0_I5_T12,S00,0.36296427499996753,ok
X_A1_L0_I6_T11,S00,0.24761130800004594,ok
X_A1_L0_I6_T12,S00,0.33465831700004856,ok
X_A1_L0_I7_T11,S00,0.19013739499996518,ok
X_A1_L0_I7_T12,S00,0.24457758999994894,ok
X_A1_L0_I8_T11,S00,0.14666134099991268,ok
X_A1_L0_I8_T12,S00,0.23071678200005863,ok
X_A2_L0_I0_T11,S00,0.15824942099993677,ok
X_A2_L0_I0_T12,S00,0.20565315300007114,ok
X_A2_L0_I1_T11,S00,0.13063192300000992,ok
X_A2_L0_I1_T12,S00,0.22264278800003012,ok
X_A2_L0_I2_T11,S00,0.1305998240000008,ok
X_A2_L0_I2_T12,S00,0.22282975799998894,ok
X_A2_L0_I3_T11,S00,0.12586557700001322,ok
X_A2_L0_I3_T12,S00,0.19301617299993268,ok
X_A2_L0_I4_T11,S00,0.12226499999997031,ok
X_A2_L0_I4_T12,S00,0.182162371000004,ok
X_A2_L0_I5_T11,S00,0.13304050099998221,ok
X_A2_L0_I5_T12,S00,0.23955325399992944,ok
X_A2_L0_I6_T11,S00,0.12347916900000655,ok
X_A2_L0_I6_T12,S00,0.19401476200005163,ok
