capture_id,tag,frames,finite_frames,xyz_diff_rmse_mm,xyz_diff_p95_mm,xyz_diff_max_mm,cpu_accept_rate,gpu_accept_rate,row_spec,R,L,I,T,prior_sigma_mm,range_sigma_scale,robust
R01,BS2DCE,1201,1201,0.00043881935689761944,0.0007502840673165902,0.0010348113440557776,1.0,1.0,R2:L1:I1:T6,R2,L1,I1,T6,67.61137500000001,1.0,False
R01,BSDC91,1200,1200,0.00037967751437747484,0.0006937593376453496,0.000956823990247239,1.0,1.0,R2:L1:I1:T6,R2,L1,I1,T6,67.61137500000001,1.0,False
R02,BS2DCE,1201,1201,0.00037955158143880704,0.0006789543653098218,0.0010896102692568093,1.0,1.0,R2:L1:I1:T6,R2,L1,I1,T6,67.61137500000001,1.0,False
R02,BSDC91,1200,1200,0.0003546435618858353,0.0006405778768635793,0.000903097619405024,1.0,1.0,R2:L1:I1:T6,R2,L1,I1,T6,67.61137500000001,1.0,False
R03,BS2DCE,1200,1200,0.0004148008470548771,0.0006951692790331432,0.0008816309978022241,1.0,1.0,R2:L1:I1:T6,R2,L1,I1,T6,67.61137500000001,1.0,False
R03,BSDC91,1200,1200,0.00038808099846156924,0.0007022910433932664,0.0010017162711566012,1.0,1.0,R2:L1:I1:T6,R2,L1,I1,T6,67.61137500000001,1.0,False
R04,BS2DCE,1200,1200,0.0004098818032549531,0.0006826699566638921,0.0009234385152313254,1.0,1.0,R2:L1:I1:T6,R2,L1,I1,T6,67.61137500000001,1.0,False
R04,BSDC91,1200,1200,0.00043287041211462424,0.0007642179512304666,0.0010363303165494703,1.0,1.0,R2:L1:I1:T6,R2,L1,I1,T6,67.61137500000001,1.0,False
R05,BS2DCE,1200,1200,0.00032469134350375555,0.0005332573976135122,0.0007040696791093633,1.0,1.0,R2:L1:I1:T6,R2,L1,I1,T6,67.61137500000001,1.0,False
R05,BSDC91,1201,1201,0.00035699775256479207,0.0006183641845017963,0.0008443131834786513,1.0,1.0,R2:L1:I1:T6,R2,L1,I1,T6,67.61137500000001,1.0,False
R06,BS2DCE,1200,1200,0.0004230695661256021,0.0008259672616201255,0.0010846751116456294,1.0,1.0,R2:L1:I1:T6,R2,L1,I1,T6,67.61137500000001,1.0,False
R06,BSDC91,1201,1201,0.0004298815701112919,0.0008035381625724305,0.0012042678466467225,1.0,1.0,R2:L1:I1:T6,R2,L1,I1,T6,67.61137500000001,1.0,False
R07,BS2DCE,1200,1200,0.00036466098115028027,0.0005520163024908747,0.0006900429474495921,1.0,1.0,R2:L1:I1:T6,R2,L1,I1,T6,67.61137500000001,1.0,False
R07,BSDC91,1201,1201,0.0005432791975804037,0.0009899391355643824,0.001480976377424299,1.0,1.0,R2:L1:I1:T6,R2,L1,I1,T6,67.61137500000001,1.0,False
R08,BS2DCE,1201,1201,0.00032087561498084075,0.0005030495662357606,0.0006809702926709503,1.0,1.0,R2:L1:I1:T6,R2,L1,I1,T6,67.61137500000001,1.0,False
R08,BSDC91,1200,1200,0.00041706163667468247,0.0007305249636791747,0.0010428286194585441,1.0,1.0,R2:L1:I1:T6,R2,L1,I1,T6,67.61137500000001,1.0,False
R09,BS2DCE,1200,1200,0.0002795871064657774,0.000461995404342163,0.0005929397578341431,1.0,1.0,R2:L1:I1:T6,R2,L1,I1,T6,67.61137500000001,1.0,False
R09,BSDC91,1200,1200,0.00037067374269611275,0.0006236088421935431,0.0007149195247369382,1.0,1.0,R2:L1:I1:T6,R2,L1,I1,T6,67.61137500000001,1.0,False
R10,BS2DCE,1200,1200,0.00040627938408551454,0.0007356412681205402,0.0009537766839111718,1.0,1.0,R2:L1:I1:T6,R2,L1,I1,T6,67.61137500000001,1.0,False
R10,BSDC91,1200,1200,0.0003619125502919163,0.0006762199703546782,0.0010375067602129689,1.0,1.0,R2:L1:I1:T6,R2,L1,I1,T6,67.61137500000001,1.0,False
R11,BS2DCE,1201,1201,0.0003271556918423949,0.00046839512353224203,0.0007767371781429183,1.0,1.0,R2:L1:I1:T6,R2,L1,I1,T6,67.61137500000001,1.0,False
R11,BSDC91,1200,1200,0.0003365760104992935,0.0005189040175970412,0.0008072448918894914,1.0,1.0,R2:L1:I1:T6,R2,L1,I1,T6,67.61137500000001,1.0,False
R12,BS2DCE,1200,1200,0.00026030559311617305,0.0003958885754820802,0.0005179479003290902,1.0,1.0,R2:L1:I1:T6,R2,L1,I1,T6,67.61137500000001,1.0,False
R12,BSDC91,1200,1200,0.00029900006541290806,0.0004629908511972765,0.0006131669786948852,1.0,1.0,R2:L1:I1:T6,R2,L1,I1,T6,67.61137500000001,1.0,False
R13,BS2DCE,1201,1201,22.59190140031784,0.019919469150813614,607.98432318547,1.0,1.0,R2:L1:I1:T6,R2,L1,I1,T6,67.61137500000001,1.0,False
R13,BSDC91,1200,1200,0.00024239105488544938,0.00037726810154175297,0.00044901037243834005,1.0,1.0,R2:L1:I1:T6,R2,L1,I1,T6,67.61137500000001,1.0,False
R14,BS2DCE,1201,1201,0.00028317993961793006,0.0004962575561121614,0.0006408955161873323,1.0,1.0,R2:L1:I1:T6,R2,L1,I1,T6,67.61137500000001,1.0,False
R14,BSDC91,1200,1200,0.00025905439199599696,0.0004687032339531539,0.000718879668921186,1.0,1.0,R2:L1:I1:T6,R2,L1,I1,T6,67.61137500000001,1.0,False
R15,BS2DCE,1200,1200,0.0002966328326944186,0.0004072578967894529,0.0005139415164137875,1.0,1.0,R2:L1:I1:T6,R2,L1,I1,T6,67.61137500000001,1.0,False
R15,BSDC91,1200,1200,0.0003431357231600185,0.0004968092866798149,0.0006553543498606138,1.0,1.0,R2:L1:I1:T6,R2,L1,I1,T6,67.61137500000001,1.0,False
R16,BS2DCE,1201,1201,0.0002597504489530075,0.00037925214954005157,0.0004788631847761396,1.0,1.0,R2:L1:I1:T6,R2,L1,I1,T6,67.61137500000001,1.0,False
R16,BSDC91,1200,1200,0.00026839963574157283,0.0004126339972803893,0.0006630807896844875,1.0,1.0,R2:L1:I1:T6,R2,L1,I1,T6,67.61137500000001,1.0,False
R17,BS2DCE,1201,1201,0.0002725592871283939,0.0003861862019454097,0.0006033172413524492,1.0,1.0,R2:L1:I1:T6,R2,L1,I1,T6,67.61137500000001,1.0,False
R17,BSDC91,1200,1200,0.00026013131460597325,0.0003766456543029399,0.0004774436216620589,1.0,1.0,R2:L1:I1:T6,R2,L1,I1,T6,67.61137500000001,1.0,False
R01,BS2DCE,1201,1201,0.00044464529669451154,0.000769378750547396,0.0009377848017198479,1.0,1.0,R2:L1:I1:T8,R2,L1,I1,T8,98.816625,1.0,True
R01,BSDC91,1200,1200,0.00043588117972900517,0.0007991124033034563,0.0011036182945866621,1.0,1.0,R2:L1:I1:T8,R2,L1,I1,T8,98.816625,1.0,True
R02,BS2DCE,1201,1201,0.000397830306691976,0.000717480233258661,0.0010610888338795188,1.0,1.0,R2:L1:I1:T8,R2,L1,I1,T8,98.816625,1.0,True
R02,BSDC91,1200,1200,0.00039200465289822084,0.000748640615781209,0.0011316281541227794,1.0,1.0,R2:L1:I1:T8,R2,L1,I1,T8,98.816625,1.0,True
R03,BS2DCE,1200,1200,0.0003664309251164466,0.0006272779600750984,0.0009456677055742807,1.0,1.0,R2:L1:I1:T8,R2,L1,I1,T8,98.816625,1.0,True
R03,BSDC91,1200,1200,0.00044466965129804855,0.000853744862125424,0.0011618590829956526,1.0,1.0,R2:L1:I1:T8,R2,L1,I1,T8,98.816625,1.0,True
R04,BS2DCE,1200,1200,0.00035133037590726697,0.0005793839547542506,0.0008431779599868454,1.0,1.0,R2:L1:I1:T8,R2,L1,I1,T8,98.816625,1.0,True
R04,BSDC91,1200,1200,0.0003879343633751526,0.0007037453782581921,0.0010659135812372536,1.0,1.0,R2:L1:I1:T8,R2,L1,I1,T8,98.816625,1.0,True
R05,BS2DCE,1200,1200,0.0003840929284317206,0.0006573855157607619,0.0009115821678226884,1.0,1.0,R2:L1:I1:T8,R2,L1,I1,T8,98.816625,1.0,True
R05,BSDC91,1201,1201,0.00039530881648336695,0.0006919698561652974,0.001129716908616798,1.0,1.0,R2:L1:I1:T8,R2,L1,I1,T8,98.816625,1.0,True
R06,BS2DCE,1200,1200,0.00042623596806075234,0.0008458382143980207,0.0011965858135541039,1.0,1.0,R2:L1:I1:T8,R2,L1,I1,T8,98.816625,1.0,True
R06,BSDC91,1201,1201,0.0004960442522101688,0.0010142886013137563,0.0016156820800836426,1.0,1.0,R2:L1:I1:T8,R2,L1,I1,T8,98.816625,1.0,True
R07,BS2DCE,1200,1200,0.0003845297471456433,0.0006160564961655386,0.0009003560329798566,1.0,1.0,R2:L1:I1:T8,R2,L1,I1,T8,98.816625,1.0,True
R07,BSDC91,1201,1201,0.0004519488605575194,0.0008798052182562542,0.0013242348966650307,1.0,1.0,R2:L1:I1:T8,R2,L1,I1,T8,98.816625,1.0,True
R08,BS2DCE,1201,1201,0.00030115193422447923,0.00043602601588876307,0.0006051782739643658,1.0,1.0,R2:L1:I1:T8,R2,L1,I1,T8,98.816625,1.0,True
R08,BSDC91,1200,1200,0.0003237828242541578,0.0005275656994606072,0.0007501199853303194,1.0,1.0,R2:L1:I1:T8,R2,L1,I1,T8,98.816625,1.0,True
