speed_bin,n_samples,err3d_mean_mm,err3d_rmse_mm,err3d_p50_mm,err3d_p90_mm,err3d_p95_mm,err3d_max_mm,err_horizontal_xz_mean_mm,err_horizontal_xz_rmse_mm,err_horizontal_xz_p50_mm,err_horizontal_xz_p90_mm,err_horizontal_xz_p95_mm,err_horizontal_xz_max_mm,err_vertical_y_mean_mm,err_vertical_y_rmse_mm,err_vertical_y_p50_mm,err_vertical_y_p90_mm,err_vertical_y_p95_mm,err_vertical_y_max_mm,abs_radius_mean_mm,abs_radius_rmse_mm,abs_radius_p50_mm,abs_radius_p90_mm,abs_radius_p95_mm,abs_radius_max_mm
fast > 84.1 deg/s,13554,115.00988571944276,134.1261088198391,104.18091185600494,182.63577228063568,214.18668464512012,786.4252267057134,71.96591117485285,85.0680703476105,63.36211887571221,128.7960466568835,152.76726118150907,589.3011263896676,77.70463465006478,103.69781325797238,64.11264988291515,149.42161269545312,181.7053946088327,707.7945763171992,56.51466831866805,72.52064968364871,46.16157249018383,117.71082445704036,142.0024405938066,447.20666288882154
mid 68.0-84.1 deg/s,13553,108.75256426338986,121.31356192052041,102.1066787863793,175.7290762269564,203.48955845402023,572.5012186257409,69.42050986499818,80.59987108305147,61.99562382913554,123.2150208808964,144.18530773966992,424.9338693966557,72.45403578983269,90.66775108735973,62.03715608892389,146.1523583801647,173.41692571021366,533.0623566762425,57.75559216741042,73.58201275175888,48.46104774538992,118.81287432781679,142.42951010063626,476.20649233780347
slow <= 68.0 deg/s,13554,113.07487918223859,124.25960103861505,107.07587233540201,179.37110672457345,204.9471926884405,544.6529552688293,65.50403211503814,76.36178534093227,58.501342392708324,115.50446336631119,139.55791619870053,402.4834316784859,81.33882025668342,98.027170671305,74.52318017648315,154.6164860528298,179.18443815126443,461.3688402854083,69.30391513462142,84.5829827583636,62.238401205401914,132.56473247806403,157.2383622839346,406.7031748914854
