capture_id,n_matched_samples,abs_relative_distance_error_mean_mm,abs_relative_distance_error_rmse_mm,abs_relative_distance_error_p50_mm,abs_relative_distance_error_p90_mm,abs_relative_distance_error_p95_mm,abs_relative_distance_error_max_mm,signed_relative_distance_error_median_mm
R01,1200,88.56243922880776,109.54590236890114,75.88896765914222,176.16737737027654,212.10950636039496,339.6270660851525,67.4302099900413
R02,1199,84.18445586666488,105.40181458546299,70.62759024201023,173.11357329103402,203.26063100085645,348.6206727620312,23.584462668858123
R03,1050,72.40549933163292,88.30038029356257,64.38877682460299,141.30153439591928,162.01530505114224,280.79624174822186,57.86861478515709
R04,1200,84.5366320708923,102.85448193951136,71.8193092139083,169.27634935822118,191.62592395609306,349.0818521663605,56.48815177529258
R05,1198,106.13411007768843,125.65467223396602,98.6248519039433,195.02530702694378,233.4063831422036,510.834065817015,96.98017287716522
R06,1200,85.20678315125097,103.47174769187909,73.98834028405548,164.56719503092367,196.6284892653144,415.91613721993986,45.681266819127416
R07,1200,59.90815082093822,74.91633081869607,50.449320219486594,121.66121751550696,146.38839606456256,275.7703537666414,10.666490931562407
R08,1200,74.36046594010398,91.31842175548681,66.26090541360787,147.63484229035694,182.10221961803413,333.45549100044457,45.79963044733324
R09,1200,110.40483478150728,128.953760204038,104.84594135054601,200.48001331285383,224.8525880785973,353.93241270327167,75.26441224932859
R10,1200,61.9008956933972,76.9519066106204,53.69704569908555,124.99172062958964,144.78791656236555,284.1576162164371,30.506509308230363
R11,1201,62.266777714365986,83.64046968686883,48.65580257601846,132.41921956507758,155.95090431885728,537.124837285359,-18.95812950757079
R12,1200,81.06755326659604,102.29446319934485,68.81463469168989,159.47865362694077,199.99666877761337,367.38651755723697,32.46886581464372
R13,1201,60.272937984884344,74.49492598763827,51.968301598605535,120.01684806138405,142.75953775981088,292.5360810425831,-3.381069817949424
R14,1201,56.41702843094339,73.09873977357391,44.03749008844284,116.7873564168599,144.19934397468433,295.6639868807923,16.2622061100094
R15,1199,70.98964569731307,88.78107527926248,62.74272645823089,147.58196103286858,174.33997956833258,318.86715317601943,-47.50757806279694
R16,1201,62.09806317337149,78.1917984009009,52.86394677754424,126.76340281349087,156.55926809017672,286.6173658440366,23.22892653689189
R17,1201,58.46081518647555,74.06097012511579,48.16975007817041,123.28162125844187,145.57740702730507,256.2114623333382,-15.649243634197774
