row_spec,stage,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R2:L13:I3:T6,simulate_imu_prior,0.8402621760033071,,,,
R2:L13:I3:T6,cpu_golden,22.44714861200191,,,,
R2:L13:I3:T6,torch_gpu,2.443867735011736,0,1,2.443867735011736,2.443867735011736
R2:L13:I3:T8,simulate_imu_prior,0.6860007629875327,,,,
R2:L13:I3:T8,cpu_golden,22.81058915500762,,,,
R2:L13:I3:T8,torch_gpu,2.41058640400297,0,1,2.41058640400297,2.41058640400297
R2:L13:I4:T6,simulate_imu_prior,0.6067218940006569,,,,
R2:L13:I4:T6,cpu_golden,22.509147538003162,,,,
R2:L13:I4:T6,torch_gpu,2.224169660010375,0,1,2.224169660010375,2.224169660010375
R2:L13:I4:T8,simulate_imu_prior,0.6440616920008324,,,,
R2:L13:I4:T8,cpu_golden,22.75466709700413,,,,
R2:L13:I4:T8,torch_gpu,2.3178226119925966,0,1,2.3178226119925966,2.3178226119925966
