node,implementation,time_s,block,trace,min_eigenvalue,max_eigenvalue,max_abs
BSF3C79,legacy,500.602,attitude,972027187.39,2.6452294788,965580395.78,730694652.169
BSF3C79,legacy,500.602,accel_bias,0.0360066,0.0120022,0.0120022,0.0120022
BSF3C79,legacy,500.602,gyro_bias,3.83838053681e-05,1.27946017894e-05,1.27946017894e-05,1.27946017894e-05
BSF3C79,legacy,500.602,position__velocity,,,,6796619224550000.0
BSF3C79,legacy,500.602,position__attitude,,,,14828401278400.0
BSF3C79,legacy,500.602,position__accel_bias,,,,1325.67000452
BSF3C79,legacy,500.602,position__gyro_bias,,,,149900.376136
BSF3C79,legacy,500.602,velocity__attitude,,,,332217785249.0
BSF3C79,legacy,500.602,velocity__accel_bias,,,,5.4640579715
BSF3C79,legacy,500.602,velocity__gyro_bias,,,,3355.83402963
BSF3C79,legacy,500.602,attitude__accel_bias,,,,0.0
BSF3C79,legacy,500.602,attitude__gyro_bias,,,,7.2653228031
BSF3C79,legacy,500.602,accel_bias__gyro_bias,,,,0.0
BSF3C79,legacy,500.65,position,4.05404475574e+17,166333241.351,4.02714330303e+17,3.04139137276e+17
BSF3C79,legacy,500.65,velocity,196543212143000.0,2690.20879223,195239747680000.0,152569406138000.0
BSF3C79,legacy,500.65,attitude,974093683.321,2.64579890069,967633186.628,768697579.342
BSF3C79,legacy,500.65,accel_bias,0.0360072,0.0120024,0.0120024,0.0120024
BSF3C79,legacy,500.65,gyro_bias,3.83839881385e-05,1.27946627128e-05,1.27946627128e-05,1.27946627128e-05
BSF3C79,legacy,500.65,position__velocity,,,,6811885919030000.0
BSF3C79,legacy,500.65,position__attitude,,,,15232723149000.0
BSF3C79,legacy,500.65,position__accel_bias,,,,1325.94320742
BSF3C79,legacy,500.65,position__gyro_bias,,,,150068.167837
BSF3C79,legacy,500.65,velocity__attitude,,,,341272396405.0
BSF3C79,legacy,500.65,velocity__accel_bias,,,,5.46464956498
BSF3C79,legacy,500.65,velocity__gyro_bias,,,,3359.59883036
BSF3C79,legacy,500.65,attitude__accel_bias,,,,0.0
BSF3C79,legacy,500.65,attitude__gyro_bias,,,,7.45701752896
BSF3C79,legacy,500.65,accel_bias__gyro_bias,,,,0.0
BSF3C79,legacy,500.652,position,4.06297149207e+17,166399734.224,4.03601082147e+17,3.04820707291e+17
BSF3C79,legacy,500.652,velocity,196972934803000.0,2690.75419777,195666618862000.0,152908728965000.0
BSF3C79,legacy,500.652,attitude,976189901.081,2.64636776679,969715500.656,804569035.539
BSF3C79,legacy,500.652,accel_bias,0.0360078,0.0120026,0.0120026,0.0120026
BSF3C79,legacy,500.652,gyro_bias,3.8384170909e-05,1.27947236363e-05,1.27947236363e-05,1.27947236363e-05
BSF3C79,legacy,500.652,position__velocity,,,,6827093595250000.0
BSF3C79,legacy,500.652,position__attitude,,,,15607656611300.0
BSF3C79,legacy,500.652,position__accel_bias,,,,1326.21643989
BSF3C79,legacy,500.652,position__gyro_bias,,,,150236.147779
BSF3C79,legacy,500.652,velocity__attitude,,,,349663847124.0
BSF3C79,legacy,500.652,velocity__accel_bias,,,,5.46524135442
BSF3C79,legacy,500.652,velocity__gyro_bias,,,,3363.32713153
BSF3C79,legacy,500.652,attitude__accel_bias,,,,0.0
BSF3C79,legacy,500.652,attitude__gyro_bias,,,,7.63428246148
BSF3C79,legacy,500.652,accel_bias__gyro_bias,,,,0.0
BSF3C79,legacy,500.7,position,4.07191781544e+17,166466246.28,4.04489779699e+17,3.05503798922e+17
BSF3C79,legacy,500.7,velocity,197402540003000.0,2691.29954978,196093373375000.0,153247976227000.0
BSF3C79,legacy,500.7,attitude,978260301.285,2.64693694862,971772168.062,837627543.71
BSF3C79,legacy,500.7,accel_bias,0.0360084,0.0120028,0.0120028,0.0120028
BSF3C79,legacy,500.7,gyro_bias,3.83843536794e-05,1.27947845598e-05,1.27947845598e-05,1.27947845598e-05
BSF3C79,legacy,500.7,position__velocity,,,,6842316624270000.0
BSF3C79,legacy,500.7,position__attitude,,,,15948552953100.0
BSF3C79,legacy,500.7,position__accel_bias,,,,1326.48970196
BSF3C79,legacy,500.7,position__gyro_bias,,,,150404.314135
BSF3C79,legacy,500.7,velocity__attitude,,,,357291660808.0
BSF3C79,legacy,500.7,velocity__accel_bias,,,,5.46583331813
BSF3C79,legacy,500.7,velocity__gyro_bias,,,,3367.05000099
BSF3C79,legacy,500.7,attitude__accel_bias,,,,0.0
BSF3C79,legacy,500.7,attitude__gyro_bias,,,,7.79441490941
BSF3C79,legacy,500.7,accel_bias__gyro_bias,,,,0.0
BSF3C79,legacy,500.75,position,4.08088374483e+17,166532777.38,4.05380424843e+17,3.06188413705e+17
BSF3C79,legacy,500.75,velocity,197836714823000.0,2691.84666171,196524667168000.0,153590779832000.0
BSF3C79,legacy,500.75,attitude,980387495.361,2.64750622396,973885254.988,868118078.836
BSF3C79,legacy,500.75,accel_bias,0.036009,0.012003,0.012003,0.012003
BSF3C79,legacy,500.75,gyro_bias,3.83845364499e-05,1.27948454833e-05,1.27948454833e-05,1.27948454833e-05
BSF3C79,legacy,500.75,position__velocity,,,,6857636101920000.0
BSF3C79,legacy,500.75,position__attitude,,,,16259718841800.0
BSF3C79,legacy,500.75,position__accel_bias,,,,1326.76299363
BSF3C79,legacy,500.75,position__gyro_bias,,,,150572.666635
BSF3C79,legacy,500.75,velocity__attitude,,,,364256515001.0
BSF3C79,legacy,500.75,velocity__accel_bias,,,,5.46642543233
BSF3C79,legacy,500.75,velocity__gyro_bias,,,,3370.80890394
BSF3C79,legacy,500.75,attitude__accel_bias,,,,0.0
BSF3C79,legacy,500.75,attitude__gyro_bias,,,,7.94011768818
BSF3C79,legacy,500.75,accel_bias__gyro_bias,,,,0.0
BSF3C79,legacy,500.85,position,4.08986940548e+17,166599327.47,4.06273030021e+17,3.06874561292e+17
BSF3C79,legacy,500.85,velocity,198272160220000.0,2692.3898846,196957223102000.0,153934782765000.0
BSF3C79,legacy,500.85,attitude,982471977.977,2.64807827038,975955905.305,895145003.982
BSF3C79,legacy,500.85,accel_bias,0.0360096,0.0120032,0.0120032,0.0120032
BSF3C79,legacy,500.85,gyro_bias,3.83847192203e-05,1.27949064068e-05,1.27949064068e-05,1.27949064068e-05
BSF3C79,legacy,500.85,position__velocity,,,,6872999517700000.0
BSF3C79,legacy,500.85,position__attitude,,,,16534265473900.0
BSF3C79,legacy,500.85,position__accel_bias,,,,1327.0363149
BSF3C79,legacy,500.85,position__gyro_bias,,,,150741.20708
BSF3C79,legacy,500.85,velocity__attitude,,,,370401533541.0
BSF3C79,legacy,500.85,velocity__accel_bias,,,,5.46701768709
BSF3C79,legacy,500.85,velocity__gyro_bias,,,,3374.57445548
BSF3C79,legacy,500.85,attitude__accel_bias,,,,0.0
BSF3C79,legacy,500.85,attitude__gyro_bias,,,,8.0675490011
BSF3C79,legacy,500.85,accel_bias__gyro_bias,,,,0.0
BSF3C79,legacy,500.902,position,4.09887484799e+17,166665896.397,4.0716760026e+17,3.07562246081e+17
BSF3C79,legacy,500.902,velocity,198710459284000.0,2692.93627181,197392613736000.0,154280931245000.0
BSF3C79,legacy,500.902,attitude,984657537.231,2.64864718338,978126969.076,919391562.955
BSF3C79,legacy,500.902,accel_bias,0.0360102,0.0120034,0.0120034,0.0120034
BSF3C79,legacy,500.902,gyro_bias,3.83849019908e-05,1.27949673303e-05,1.27949673303e-05,1.27949673303e-05
BSF3C79,legacy,500.902,position__velocity,,,,6888428045750000.0
BSF3C79,legacy,500.902,position__attitude,,,,16780112847100.0
BSF3C79,legacy,500.902,position__accel_bias,,,,1327.30966578
BSF3C79,legacy,500.902,position__gyro_bias,,,,150909.935803
BSF3C79,legacy,500.902,velocity__attitude,,,,375905168608.0
BSF3C79,legacy,500.902,velocity__accel_bias,,,,5.46761010412
BSF3C79,legacy,500.902,velocity__gyro_bias,,,,3378.36137449
BSF3C79,legacy,500.902,attitude__accel_bias,,,,0.0
BSF3C79,legacy,500.902,attitude__gyro_bias,,,,8.18050450094
BSF3C79,legacy,500.902,accel_bias__gyro_bias,,,,0.0
BSF3C79,legacy,500.951,position,4.10790015883e+17,166732483.156,4.08064144149e+17,3.08251474588e+17
BSF3C79,legacy,500.951,velocity,199153979765000.0,2693.48415984,197833191233000.0,154631098874000.0
BSF3C79,legacy,500.951,attitude,986881882.595,2.64921760958,980336558.747,940093998.614
BSF3C79,legacy,500.951,accel_bias,0.0360108,0.0120036,0.0120036,0.0120036
BSF3C79,legacy,500.951,gyro_bias,3.83850847613e-05,1.27950282538e-05,1.27950282538e-05,1.27950282538e-05
BSF3C79,legacy,500.951,position__velocity,,,,6903963584570000.0
BSF3C79,legacy,500.951,position__attitude,,,,16991348206000.0
BSF3C79,legacy,500.951,position__accel_bias,,,,1327.58304629
BSF3C79,legacy,500.951,position__gyro_bias,,,,151078.853872
BSF3C79,legacy,500.951,velocity__attitude,,,,380637389195.0
BSF3C79,legacy,500.951,velocity__accel_bias,,,,5.46820270462
BSF3C79,legacy,500.951,velocity__gyro_bias,,,,3382.18897164
BSF3C79,legacy,500.951,attitude__accel_bias,,,,0.0
BSF3C79,legacy,500.951,attitude__gyro_bias,,,,8.27631849961
BSF3C79,legacy,500.951,accel_bias__gyro_bias,,,,0.0
BSF3C79,legacy,500.952,position,4.11694547844e+17,166799091.574,4.08962675638e+17,3.08942257524e+17
BSF3C79,legacy,500.952,velocity,199592063052000.0,2694.03744956,198268367845000.0,154976527249000.0
BSF3C79,legacy,500.952,attitude,989120009.96,2.64978765158,982559843.377,956901752.65
BSF3C79,legacy,500.952,accel_bias,0.0360114,0.0120038,0.0120038,0.0120038
BSF3C79,legacy,500.952,gyro_bias,3.83852675317e-05,1.27950891772e-05,1.27950891772e-05,1.27950891772e-05
BSF3C79,legacy,500.952,position__velocity,,,,6919410734500000.0
BSF3C79,legacy,500.952,position__attitude,,,,17165822406700.0
BSF3C79,legacy,500.952,position__accel_bias,,,,1327.85645643
BSF3C79,legacy,500.952,position__gyro_bias,,,,151247.96332
BSF3C79,legacy,500.952,velocity__attitude,,,,384539313008.0
BSF3C79,legacy,500.952,velocity__accel_bias,,,,5.46879553731
BSF3C79,legacy,500.952,velocity__gyro_bias,,,,3385.96516672
BSF3C79,legacy,500.952,attitude__accel_bias,,,,0.0
BSF3C79,legacy,500.952,attitude__gyro_bias,,,,8.35375423519
BSF3C79,legacy,500.952,accel_bias__gyro_bias,,,,0.0
BSF3C79,legacy,536.0,position,1.91528520013e+18,218634578.328,1.90257990984e+18,1.47525217151e+18
BSF3C79,legacy,536.0,velocity,928317697465000.0,3095.07880471,922161016420000.0,738092419212000.0
BSF3C79,legacy,536.0,attitude,4596176287.56,3.06410744385,4565692668.28,3980373767.8
BSF3C79,legacy,536.0,accel_bias,0.0364308,0.0121436,0.0121436,0.0121436
BSF3C79,legacy,536.0,gyro_bias,3.85130240776e-05,1.28376746925e-05,1.28376746925e-05,1.28376746925e-05
BSF3C79,legacy,536.0,position__velocity,,,,3.29978914018e+16
BSF3C79,legacy,536.0,position__attitude,,,,76416079826500.0
BSF3C79,legacy,536.0,position__accel_bias,,,,1526.28237203
BSF3C79,legacy,536.0,position__gyro_bias,,,,330437.799196
BSF3C79,legacy,536.0,velocity__attitude,,,,1709663629810.0
BSF3C79,legacy,536.0,velocity__accel_bias,,,,5.8872873448
BSF3C79,legacy,536.0,velocity__gyro_bias,,,,7389.12566526
BSF3C79,legacy,536.0,attitude__accel_bias,,,,0.0
BSF3C79,legacy,536.0,attitude__gyro_bias,,,,16.8595859053
BSF3C79,legacy,536.0,accel_bias__gyro_bias,,,,0.0
BSF3C79,legacy,536.001,position,1.91950204291e+18,218716472.183,1.90676878297e+18,1.47855380588e+18
BSF3C79,legacy,536.001,velocity,930337514597000.0,3095.70515981,924167441659000.0,739712762331000.0
BSF3C79,legacy,536.001,attitude,4606481007.0,3.06472353011,4575929055.46,4125740837.21
BSF3C79,legacy,536.001,accel_bias,0.0364314,0.0121438,0.0121438,0.0121438
BSF3C79,legacy,536.001,gyro_bias,3.8513206848e-05,1.2837735616e-05,1.2837735616e-05,1.2837735616e-05
BSF3C79,legacy,536.001,position__velocity,,,,3.30710366519e+16
BSF3C79,legacy,536.001,position__attitude,,,,77910627754800.0
BSF3C79,legacy,536.001,position__accel_bias,,,,1526.5767364
BSF3C79,legacy,536.001,position__gyro_bias,,,,330807.255479
BSF3C79,legacy,536.001,velocity__attitude,,,,1743039134270.0
BSF3C79,legacy,536.001,velocity__accel_bias,,,,5.88789340079
BSF3C79,legacy,536.001,velocity__gyro_bias,,,,7397.2767092
BSF3C79,legacy,536.001,attitude__accel_bias,,,,0.0
BSF3C79,legacy,536.001,attitude__gyro_bias,,,,17.1772082543
BSF3C79,legacy,536.001,accel_bias__gyro_bias,,,,0.0
BSF3C79,legacy,536.002,position,1.92372811518e+18,218798394.302,1.9109668244e+18,1.48186275882e+18
BSF3C79,legacy,536.002,velocity,932380276144000.0,3096.33234487,926196659519000.0,741352043595000.0
BSF3C79,legacy,536.002,attitude,4616785014.72,3.06533876318,4586164734.33,4255164128.47
BSF3C79,legacy,536.002,accel_bias,0.036432,0.012144,0.012144,0.012144
BSF3C79,legacy,536.002,gyro_bias,3.85133896185e-05,1.28377965395e-05,1.28377965395e-05,1.28377965395e-05
BSF3C79,legacy,536.002,position__velocity,,,,3.31446870771e+16
BSF3C79,legacy,536.002,position__attitude,,,,79234534399000.0
BSF3C79,legacy,536.002,position__accel_bias,,,,1526.87113107
BSF3C79,legacy,536.002,position__gyro_bias,,,,331177.119314
BSF3C79,legacy,536.002,velocity__attitude,,,,1772614021460.0
BSF3C79,legacy,536.002,velocity__accel_bias,,,,5.88849960382
BSF3C79,legacy,536.002,velocity__gyro_bias,,,,7405.51141075
BSF3C79,legacy,536.002,attitude__accel_bias,,,,0.0
BSF3C79,legacy,536.002,attitude__gyro_bias,,,,17.4562019798
BSF3C79,legacy,536.002,accel_bias__gyro_bias,,,,0.0
BSF3C79,legacy,536.101,position,1.92796347919e+18,218880353.852,1.91517409594e+18,1.48517908091e+18
BSF3C79,legacy,536.101,velocity,934443885354000.0,3096.95767771,928246588152000.0,743007593091000.0
BSF3C79,legacy,536.101,attitude,4627315515.03,3.06595347679,4596625396.37,4368906441.29
BSF3C79,legacy,536.101,accel_bias,0.0364326,0.0121442,0.0121442,0.0121442
BSF3C79,legacy,536.101,gyro_bias,3.85135723889e-05,1.2837857463e-05,1.2837857463e-05,1.2837857463e-05
BSF3C79,legacy,536.101,position__velocity,,,,3.32187835637e+16
BSF3C79,legacy,536.101,position__attitude,,,,80397713621800.0
BSF3C79,legacy,536.101,position__accel_bias,,,,1527.16555605
BSF3C79,legacy,536.101,position__gyro_bias,,,,331547.394885
BSF3C79,legacy,536.101,velocity__attitude,,,,1798607535860.0
BSF3C79,legacy,536.101,velocity__accel_bias,,,,5.88910593695
BSF3C79,legacy,536.101,velocity__gyro_bias,,,,7413.82185928
BSF3C79,legacy,536.101,attitude__accel_bias,,,,0.0
BSF3C79,legacy,536.101,attitude__gyro_bias,,,,17.6988972982
BSF3C79,legacy,536.101,accel_bias__gyro_bias,,,,0.0
BSF3C79,legacy,536.102,position,1.93220819245e+18,218962347.238,1.91939065474e+18,1.48850281679e+18
BSF3C79,legacy,536.102,velocity,936486513460000.0,3097.58298204,930275675150000.0,744645699783000.0
BSF3C79,legacy,536.102,attitude,4637690470.9,3.06656802833,4606931542.22,4463556660.12
BSF3C79,legacy,536.102,accel_bias,0.0364332,0.0121444,0.0121444,0.0121444
BSF3C79,legacy,536.102,gyro_bias,3.85137551594e-05,1.28379183865e-05,1.28379183865e-05,1.28379183865e-05
BSF3C79,legacy,536.102,position__velocity,,,,3.32925730439e+16
BSF3C79,legacy,536.102,position__attitude,,,,81374474983200.0
BSF3C79,legacy,536.102,position__accel_bias,,,,1527.46001134
BSF3C79,legacy,536.102,position__gyro_bias,,,,331918.085978
BSF3C79,legacy,536.102,velocity__attitude,,,,1820404771140.0
BSF3C79,legacy,536.102,velocity__accel_bias,,,,5.88971240951
BSF3C79,legacy,536.102,velocity__gyro_bias,,,,7422.03789259
BSF3C79,legacy,536.102,attitude__accel_bias,,,,0.0
BSF3C79,legacy,536.102,attitude__gyro_bias,,,,17.8999417846
BSF3C79,legacy,536.102,accel_bias__gyro_bias,,,,0.0
BSF3C79,legacy,536.151,position,1.93646221763e+18,219044365.656,1.92361646372e+18,1.49183393571e+18
BSF3C79,legacy,536.151,velocity,938561341632000.0,3098.2080342,932336748838000.0,746310313287000.0
BSF3C79,legacy,536.151,attitude,4647969730.8,3.06718258406,4617142627.78,4538937440.2
BSF3C79,legacy,536.151,accel_bias,0.0364338,0.0121446,0.0121446,0.0121446
BSF3C79,legacy,536.151,gyro_bias,3.85139379298e-05,1.28379793099e-05,1.28379793099e-05,1.28379793099e-05
BSF3C79,legacy,536.151,position__velocity,,,,3.33670376249e+16
BSF3C79,legacy,536.151,position__attitude,,,,82168605877400.0
BSF3C79,legacy,536.151,position__accel_bias,,,,1527.75449696
BSF3C79,legacy,536.151,position__gyro_bias,,,,332289.187872
BSF3C79,legacy,536.151,velocity__attitude,,,,1838144053590.0
BSF3C79,legacy,536.151,velocity__accel_bias,,,,5.89031899936
BSF3C79,legacy,536.151,velocity__gyro_bias,,,,7430.37519226
BSF3C79,legacy,536.151,attitude__accel_bias,,,,0.0
BSF3C79,legacy,536.151,attitude__gyro_bias,,,,18.0608722549
BSF3C79,legacy,536.151,accel_bias__gyro_bias,,,,0.0
BSF3C79,legacy,536.25,position,1.94072563807e+18,219126413.957,1.92785160565e+18,1.49517250524e+18
BSF3C79,legacy,536.25,velocity,940643832219000.0,3098.8303553,934405434696000.0,747981227276000.0
BSF3C79,legacy,536.25,attitude,4658483482.87,3.06779716512,4627586650.76,4595567768.14
BSF3C79,legacy,536.25,accel_bias,0.0364344,0.0121448,0.0121448,0.0121448
BSF3C79,legacy,536.25,gyro_bias,3.85141207003e-05,1.28380402334e-05,1.28380402334e-05,1.28380402334e-05
BSF3C79,legacy,536.25,position__velocity,,,,3.34417263655e+16
BSF3C79,legacy,536.25,position__attitude,,,,82788993798000.0
BSF3C79,legacy,536.25,position__accel_bias,,,,1528.04901291
BSF3C79,legacy,536.25,position__gyro_bias,,,,332660.706632
BSF3C79,legacy,536.25,velocity__attitude,,,,1851999458890.0
BSF3C79,legacy,536.25,velocity__accel_bias,,,,5.89092569833
BSF3C79,legacy,536.25,velocity__gyro_bias,,,,7438.73534255
BSF3C79,legacy,536.25,attitude__accel_bias,,,,0.0
BSF3C79,legacy,536.25,attitude__gyro_bias,,,,18.1831906997
BSF3C79,legacy,536.25,accel_bias__gyro_bias,,,,0.0
BSF3C79,legacy,536.251,position,1.94499848143e+18,219208504.923,1.93209610802e+18,1.49851854783e+18
BSF3C79,legacy,536.251,velocity,942706048722000.0,3099.45386434,936453980941000.0,749635280648000.0
BSF3C79,legacy,536.251,attitude,4668844060.64,3.06841329728,4637878512.73,4631640067.31
BSF3C79,legacy,536.251,accel_bias,0.036435,0.012145,0.012145,0.012145
BSF3C79,legacy,536.251,gyro_bias,3.85143034707e-05,1.28381011569e-05,1.28381011569e-05,1.28381011569e-05
BSF3C79,legacy,536.251,position__velocity,,,,3.35161217708e+16
BSF3C79,legacy,536.251,position__attitude,,,,83221703364000.0
BSF3C79,legacy,536.251,position__accel_bias,,,,1528.3435592
BSF3C79,legacy,536.251,position__gyro_bias,,,,333032.643399
BSF3C79,legacy,536.251,velocity__attitude,,,,1861631001610.0
BSF3C79,legacy,536.251,velocity__accel_bias,,,,5.89153250512
BSF3C79,legacy,536.251,velocity__gyro_bias,,,,7447.0042223
BSF3C79,legacy,536.251,attitude__accel_bias,,,,0.0
BSF3C79,legacy,536.251,attitude__gyro_bias,,,,18.2647418474
BSF3C79,legacy,536.251,accel_bias__gyro_bias,,,,0.0
BSF3C79,legacy,536.3,position,1.94928071209e+18,219290620.55,1.93634993543e+18,1.5018720341e+18
BSF3C79,legacy,536.3,velocity,944800245133000.0,3100.08218249,938534295193000.0,751315977172000.0
BSF3C79,legacy,536.3,attitude,4679424700.36,3.06902918688,4648388970.97,4647548726.95
BSF3C79,legacy,536.3,accel_bias,0.0364356,0.0121452,0.0121452,0.0121452
BSF3C79,legacy,536.3,gyro_bias,3.85144862412e-05,1.28381620804e-05,1.28381620804e-05,1.28381620804e-05
BSF3C79,legacy,536.3,position__velocity,,,,3.35911960097e+16
BSF3C79,legacy,536.3,position__attitude,,,,83472086370000.0
BSF3C79,legacy,536.3,position__accel_bias,,,,1528.63813583
BSF3C79,legacy,536.3,position__gyro_bias,,,,333404.99361
BSF3C79,legacy,536.3,velocity__attitude,,,,1867212058550.0
BSF3C79,legacy,536.3,velocity__accel_bias,,,,5.89213938982
BSF3C79,legacy,536.3,velocity__gyro_bias,,,,7455.39313857
BSF3C79,legacy,536.3,attitude__accel_bias,,,,0.0
BSF3C79,legacy,536.3,attitude__gyro_bias,,,,18.3062613748
BSF3C79,legacy,536.3,accel_bias__gyro_bias,,,,0.0
BSF3C79,legacy,536.35,position,1.95357241294e+18,219372771.548,1.94061317025e+18,1.50523303199e+18
BSF3C79,legacy,536.35,velocity,946874488959000.0,3100.70868149,940594789589000.0,752980581417000.0
BSF3C79,legacy,536.35,attitude,4689769584.18,3.06964794261,4658665264.59,4642696871.54
BSF3C79,legacy,536.35,accel_bias,0.0364362,0.0121454,0.0121454,0.0121454
BSF3C79,legacy,536.35,gyro_bias,3.85146690116e-05,1.28382230039e-05,1.28382230039e-05,1.28382230039e-05
BSF3C79,legacy,536.35,position__velocity,,,,3.36659945108e+16
BSF3C79,legacy,536.35,position__attitude,,,,83534758374100.0
BSF3C79,legacy,536.35,position__accel_bias,,,,1528.93274279
BSF3C79,legacy,536.35,position__gyro_bias,,,,333777.763267
BSF3C79,legacy,536.35,velocity__attitude,,,,1868569712280.0
BSF3C79,legacy,536.35,velocity__accel_bias,,,,5.89274635349
BSF3C79,legacy,536.35,velocity__gyro_bias,,,,7463.69205349
BSF3C79,legacy,536.35,attitude__accel_bias,,,,0.0
BSF3C79,legacy,536.35,attitude__gyro_bias,,,,18.306382806
BSF3C79,legacy,536.35,accel_bias__gyro_bias,,,,0.0
BSF3C79,legacy,536.4,position,1.95787354917e+18,219454955.418,1.94488577788e+18,1.50860151389e+18
BSF3C79,legacy,536.4,velocity,948950136916000.0,3101.33235028,942656678803000.0,754646440200000.0
BSF3C79,legacy,536.4,attitude,4700294535.04,3.07026536803,4669120401.39,4617259936.78
BSF3C79,legacy,536.4,accel_bias,0.0364368,0.0121456,0.0121456,0.0121456
BSF3C79,legacy,536.4,gyro_bias,3.85148517821e-05,1.28382839274e-05,1.28382839274e-05,1.28382839274e-05
BSF3C79,legacy,536.4,position__velocity,,,,3.37409047446e+16
BSF3C79,legacy,536.4,position__attitude,,,,83410611155300.0
BSF3C79,legacy,536.4,position__accel_bias,,,,1529.22738011
BSF3C79,legacy,536.4,position__gyro_bias,,,,334150.94787
BSF3C79,legacy,536.4,velocity__attitude,,,,1865745199520.0
BSF3C79,legacy,536.4,velocity__accel_bias,,,,5.89335337903
BSF3C79,legacy,536.4,velocity__gyro_bias,,,,7471.9885406
BSF3C79,legacy,536.4,attitude__accel_bias,,,,0.0
BSF3C79,legacy,536.4,attitude__gyro_bias,,,,18.2659299939
BSF3C79,legacy,536.4,accel_bias__gyro_bias,,,,0.0
BSF3C79,legacy,536.45,position,1.96218413429e+18,219537162.366,1.94916777174e+18,1.51197749098e+18
BSF3C79,legacy,536.45,velocity,951036393292000.0,3101.95812375,944729106758000.0,756320776920000.0
BSF3C79,legacy,536.45,attitude,4710713025.69,3.07088289878,4679469808.83,4571638715.08
BSF3C79,legacy,536.45,accel_bias,0.0364374,0.0121458,0.0121458,0.0121458
BSF3C79,legacy,536.45,gyro_bias,3.85150345525e-05,1.28383448508e-05,1.28383448508e-05,1.28383448508e-05
BSF3C79,legacy,536.45,position__velocity,,,,3.3816088316e+16
BSF3C79,legacy,536.45,position__attitude,,,,83100905570500.0
BSF3C79,legacy,536.45,position__accel_bias,,,,1529.52204778
BSF3C79,legacy,536.45,position__gyro_bias,,,,334524.547297
BSF3C79,legacy,536.45,velocity__attitude,,,,1858776167390.0
BSF3C79,legacy,536.45,velocity__accel_bias,,,,5.89396046334
BSF3C79,legacy,536.45,velocity__gyro_bias,,,,7480.31762502
BSF3C79,legacy,536.45,attitude__accel_bias,,,,0.0
BSF3C79,legacy,536.45,attitude__gyro_bias,,,,18.184355927
BSF3C79,legacy,536.45,accel_bias__gyro_bias,,,,0.0
BSF3C79,legacy,536.551,position,1.96650420281e+18,219619405.211,1.95345918613e+18,1.51536099062e+18
BSF3C79,legacy,536.551,velocity,953124810317000.0,3102.58224155,946803681160000.0,757997380083000.0
BSF3C79,legacy,536.551,attitude,4721217126.86,3.07149906833,4689904244.01,4505886611.95
BSF3C79,legacy,536.551,accel_bias,0.036438,0.012146,0.012146,0.012146
BSF3C79,legacy,536.551,gyro_bias,3.8515217323e-05,1.28384057743e-05,1.28384057743e-05,1.28384057743e-05
BSF3C79,legacy,536.551,position__velocity,,,,3.3891406668e+16
BSF3C79,legacy,536.551,position__attitude,,,,82602794648000.0
BSF3C79,legacy,536.551,position__accel_bias,,,,1529.8167458
BSF3C79,legacy,536.551,position__gyro_bias,,,,334898.563178
BSF3C79,legacy,536.551,velocity__attitude,,,,1847591193450.0
BSF3C79,legacy,536.551,velocity__accel_bias,,,,5.89456759716
BSF3C79,legacy,536.551,velocity__gyro_bias,,,,7488.64685033
BSF3C79,legacy,536.551,attitude__accel_bias,,,,0.0
BSF3C79,legacy,536.551,attitude__gyro_bias,,,,18.0618776608
BSF3C79,legacy,536.551,accel_bias__gyro_bias,,,,0.0
BSF3C79,legacy,536.552,position,1.97083377006e+18,219701675.85,1.95776003626e+18,1.51875202628e+18
BSF3C79,legacy,536.552,velocity,955215187471000.0,3103.21288664,948880202981000.0,759674871581000.0
BSF3C79,legacy,536.552,attitude,4731561416.64,3.0721143303,4700179928.21,4421441330.17
BSF3C79,legacy,536.552,accel_bias,0.0364386,0.0121462,0.0121462,0.0121462
BSF3C79,legacy,536.552,gyro_bias,3.85154000934e-05,1.28384666978e-05,1.28384666978e-05,1.28384666978e-05
BSF3C79,legacy,536.552,position__velocity,,,,3.39668291548e+16
BSF3C79,legacy,536.552,position__attitude,,,,81924699396800.0
BSF3C79,legacy,536.552,position__accel_bias,,,,1530.11147418
BSF3C79,legacy,536.552,position__gyro_bias,,,,335272.995521
BSF3C79,legacy,536.552,velocity__attitude,,,,1832377468110.0
BSF3C79,legacy,536.552,velocity__accel_bias,,,,5.89517477317
BSF3C79,legacy,536.552,velocity__gyro_bias,,,,7496.97413649
BSF3C79,legacy,536.552,attitude__accel_bias,,,,0.0
BSF3C79,legacy,536.552,attitude__gyro_bias,,,,17.8997993817
BSF3C79,legacy,536.552,accel_bias__gyro_bias,,,,0.0
BSF3C79,legacy,536.6,position,1.97517285093e+18,219783980.074,1.96207033693e+18,1.52215060838e+18
BSF3C79,legacy,536.6,velocity,957333927654000.0,3103.83745095,950984899478000.0,761376299528000.0
BSF3C79,legacy,536.6,attitude,4742071723.22,3.07272964516,4710620528.27,4317881991.52
BSF3C79,legacy,536.6,accel_bias,0.0364392,0.0121464,0.0121464,0.0121464
BSF3C79,legacy,536.6,gyro_bias,3.85155828639e-05,1.28385276213e-05,1.28385276213e-05,1.28385276213e-05
BSF3C79,legacy,536.6,position__velocity,,,,3.40428711431e+16
BSF3C79,legacy,536.6,position__attitude,,,,81057009681000.0
BSF3C79,legacy,536.6,position__accel_bias,,,,1530.40623292
BSF3C79,legacy,536.6,position__gyro_bias,,,,335647.844227
