accel_bias_trace,attitude_trace,ba_x,ba_y,ba_z,bg_x_rad_s,bg_y_rad_s,bg_z_rad_s,cholesky,condition,covariance_clipping,covariance_finite,diag_max,diag_min,filter_resets,gravity_updates,gyro_bias_trace,hour,implementation,lambda_max,lambda_min,largest_diagonal_block,largest_diagonal_block_abs,max_asymmetry,minimum_consecutive_quaternion_dot,node,position_trace,propagations,quaternion_norm_error,relative_min,roundoff_bound,state_finite,t4_observations_blocked,t4_updates,time_s,velocity_trace,zupt_updates
0.03,9.88483527208,0.0,0.0,0.0,-0.0031957933081,-0.00532632218016,0.0,True,810000.0,0,True,9.86960440109,1.21846967915e-05,0,0,3.65540903744e-05,0,repaired,9.86960440109,1.21846967915e-05,attitude,9.86960440109,0.0,1.0,BSF3C79,0.03,0,0.0,1.23456790123e-06,2.10383271361e-12,True,218483,0,0.0,0.03,0
0.0732010919762,183.024320301,0.0,0.0,0.0,-0.0031957933081,-0.00532632218016,0.0,True,141419124.556,0,True,170.375739873,1.65712985147e-05,0,0,4.9713895544e-05,1,repaired,173.187262513,1.22463820262e-06,attitude,170.375739873,0.0,0.999789942795,BSF3C79,0.03,719977,0.0,7.07117939769e-09,3.69170853914e-11,True,218483,0,3600.0,0.03,0
0.116402171424,782.719878767,0.0,0.0,0.0,-0.0031957933081,-0.00532632218016,0.0,True,286333044.506,0,True,766.675564844,2.09578989658e-05,0,0,6.28736968973e-05,2,repaired,772.978781244,2.6995793747e-06,attitude,766.675564844,0.0,0.999789942795,BSF3C79,0.03,1439969,0.0,3.49243658456e-09,1.64770337373e-10,True,218483,0,7200.05,0.03,0
0.159603557905,1923.63695549,0.0,0.0,0.0,-0.0031957933081,-0.00532632218016,0.0,True,720231111.376,0,True,1905.80294983,2.53445305927e-05,0,0,7.60335917782e-05,3,repaired,1913.73137252,2.65710733998e-06,attitude,1905.80294983,0.0,0.999789942795,BSF3C79,0.03,2159975,0.0,1.38844321525e-09,4.07936377482e-10,True,218483,0,10800.001,0.03,0
0.202805257909,3710.47175598,0.0,0.0,0.0,-0.0031957933081,-0.00532632218016,0.0,True,872361809.839,0,True,3618.25424895,2.97311940546e-05,0,0,8.91935821639e-05,4,repaired,3700.27361211,4.24167308837e-06,attitude,3618.25424895,0.0,0.999789942795,BSF3C79,0.03,2879974,0.0,1.14631336301e-09,7.88760760624e-10,True,218483,0,14400.001,0.03,0
0.246007136868,6230.83967133,0.0,0.0,0.0,-0.0031957933081,-0.00532632218016,0.0,True,3354943622.53,0,True,6207.11814646,3.41178756876e-05,0,0,0.000102353627063,5,repaired,6217.5421515,1.85324787867e-06,attitude,6207.11814646,0.0,0.999789942795,BSF3C79,0.03,3599965,0.0,2.98067601877e-10,1.32534882301e-09,True,218483,0,18000.051,0.03,0
0.289207913602,9637.17047645,0.0,0.0,0.0,-0.0031957933081,-0.00532632218016,0.0,True,2629307308.23,0,True,8820.17565491,3.85044454016e-05,0,0,0.000115513336205,6,repaired,9620.44273801,3.65892670968e-06,attitude,8820.17565491,0.0,0.99978464245,BSF3C79,0.03,4319939,0.0,3.80328308095e-10,2.05072071069e-09,True,218483,0,21600.0,0.03,0
0.332409886533,13993.3173675,0.0,0.0,0.0,-0.0031957933081,-0.00532632218016,0.0,True,4358023335.47,0,True,12968.7124598,4.28911365764e-05,0,0,0.000128673409729,7,repaired,13968.5182992,3.20524174011e-06,attitude,12968.7124598,0.0,0.99978464245,BSF3C79,0.03,5039907,0.0,2.29461827765e-10,2.97756876205e-09,True,218483,0,25200.051,0.03,0
0.344620111053,15400.7376127,0.0,0.0,0.0,-0.0031957933081,-0.00532632218016,0.0,True,5027266599.91,0,True,14830.50081,4.41309522725e-05,0,0,0.000132392856818,8,repaired,15373.8667807,3.05809657697e-06,attitude,14830.50081,0.0,0.99978464245,BSF3C79,0.03,5243395,0.0,1.98915251484e-10,3.27713680847e-09,True,218483,0,26217.451,0.03,0
0.03,9.88483527208,0.0,0.0,0.0,0.00106526443603,-0.00639158661619,0.0,True,810000.0,0,True,9.86960440109,1.21846967915e-05,0,0,3.65540903744e-05,0,repaired,9.86960440109,1.21846967915e-05,attitude,9.86960440109,0.0,1.0,BSFC2CC,0.03,0,0.0,1.23456790123e-06,2.10383271361e-12,True,218522,0,0.006,0.03,0
0.0732010237682,186.276123484,0.0,0.0,0.0,0.00106526443603,-0.00639158661619,0.0,True,144795593.43,0,True,184.531307268,1.65712915889e-05,0,0,4.97138747667e-05,1,repaired,185.699551288,1.28249449371e-06,attitude,184.531307268,0.0,0.99980631236,BSFC2CC,0.03,719998,0.0,6.90628752099e-09,3.95842401604e-11,True,218522,0,3600.005,0.03,0
0.116402492604,788.810167991,0.0,0.0,0.0,0.00106526443603,-0.00639158661619,0.0,True,406738630.489,0,True,776.119967721,2.09579315781e-05,0,0,6.28737947343e-05,2,repaired,787.767327389,1.93679003748e-06,attitude,776.119967721,0.0,0.99980631236,BSFC2CC,0.03,1439963,0.0,2.45858132236e-09,1.67922705584e-10,True,218522,0,7200.005,0.03,0
0.159603824737,1930.65448732,0.0,0.0,0.0,0.00106526443603,-0.00639158661619,0.0,True,704200104.468,0,True,1860.39133288,2.53445576866e-05,0,0,7.60336730598e-05,3,repaired,1929.41338267,2.73986523209e-06,attitude,1860.39133288,0.0,0.99980631236,BSFC2CC,0.03,2159920,1.11022302463e-16,1.42005091118e-09,4.11279199e-10,True,218522,0,10800.005,0.03,0
0.202805754397,3712.8935974,0.0,0.0,0.0,0.00106526443603,-0.00639158661619,0.0,True,1326351279.51,0,True,3650.1043853,2.97312444676e-05,0,0,8.91937334028e-05,4,repaired,3710.76588041,2.79772480921e-06,attitude,3650.1043853,0.0,0.999798120671,BSFC2CC,0.03,2879911,0.0,7.53948079556e-10,7.90997322129e-10,True,218522,0,14400.055,0.03,0
0.246007047168,6265.07698199,0.0,0.0,0.0,0.00106526443603,-0.00639158661619,0.0,True,1619327109.29,0,True,6134.07817967,3.41178665795e-05,0,0,0.000102353599739,5,repaired,6262.51553504,3.86735669347e-06,attitude,6134.07817967,0.0,0.999798120671,BSFC2CC,0.03,3599894,0.0,6.17540455083e-10,1.3349354763e-09,True,218522,0,18000.005,0.03,0
0.289208390602,9679.65214297,0.0,0.0,0.0,0.00106526443603,-0.00639158661619,0.0,True,3214290443.11,0,True,9665.76958999,3.85044938358e-05,0,0,0.000115513481507,6,repaired,9675.6255377,3.01019018317e-06,attitude,9665.76958999,0.0,0.999791869361,BSFC2CC,0.03,4319873,1.11022302463e-16,3.11110653408e-10,2.06248363192e-09,True,218522,0,21600.005,0.03,0
0.332409677241,14090.0826238,0.0,0.0,0.0,0.00106526443603,-0.00639158661619,0.0,True,3178680691.91,0,True,13880.1197538,4.28911153251e-05,0,0,0.000128673345975,7,repaired,14084.9511625,4.43106827256e-06,attitude,13880.1197538,0.0,0.999791869361,BSFC2CC,0.03,5039836,0.0,3.14595927343e-10,3.00238791962e-09,True,218522,0,25200.005,0.03,0
0.344675739633,15526.6992816,0.0,0.0,0.0,0.00106526443603,-0.00639158661619,0.0,True,3439458243.1,0,True,15202.5259744,4.41366007507e-05,0,0,0.000132409802252,8,repaired,15520.9484303,4.51261429366e-06,attitude,15202.5259744,0.0,0.999791869361,BSFC2CC,0.03,5244257,0.0,2.90743462871e-10,3.30848914777e-09,True,218522,0,26222.105,0.03,0
