cholesky,covariance_valid,dataset,gravity_updates,known_C2CC_AA61_movement_detected,lambda_max,lambda_min,motion_behavior_retained,no_false_stationary_relock,no_reset,propagations,replay_scope,source_raw_sha256,state_finite,status,t4_blocked,zupt_updates,no_silent_spatial_creep,node
True,True,stationary,11978,,0.41924443859,3.3394445168e-08,True,True,True,119980,exact full-rate repaired Q1 replay,fc5cb8c527b40c4fbf54bf934efb48dda87d150f97def1ba7afcdee9041761ec,True,PASS,5000,11978,,
True,True,interactive_rotation,25185,,0.109232659762,1.58824444988e-08,True,True,True,365382,exact full-rate repaired Q1 replay,2cda0c2e53966cfe49d8f78fbe9626cf670cf369dded96ff323d5963e392d920,True,PASS,15224,25185,,
True,True,tabletop,0,NOT_APPLICABLE,51.6165080248,7.43620353267e-07,True,NOT_REOPENED_FROZEN_GATE,True,359980,exact full-rate repaired covariance; frozen fleet-context motion labels,c5c7c923e2e29ad43d2d5e51217dda0ea1df8f95bdc04d30656f8055b038a9b8,True,PASS,15000,0,True,BSF3C79
True,True,tabletop,0,True,51.3041735912,7.33452862812e-07,True,NOT_REOPENED_FROZEN_GATE,True,360030,exact full-rate repaired covariance; frozen fleet-context motion labels,c5c7c923e2e29ad43d2d5e51217dda0ea1df8f95bdc04d30656f8055b038a9b8,True,PASS,15002,0,True,BSFC2CC
True,True,tabletop,0,NOT_APPLICABLE,51.6382936174,7.26665694399e-07,True,NOT_REOPENED_FROZEN_GATE,True,359984,exact full-rate repaired covariance; frozen fleet-context motion labels,c5c7c923e2e29ad43d2d5e51217dda0ea1df8f95bdc04d30656f8055b038a9b8,True,PASS,15000,0,True,BSF44AD
True,True,tabletop,0,NOT_APPLICABLE,51.4656695303,7.261780334e-07,True,NOT_REOPENED_FROZEN_GATE,True,359968,exact full-rate repaired covariance; frozen fleet-context motion labels,c5c7c923e2e29ad43d2d5e51217dda0ea1df8f95bdc04d30656f8055b038a9b8,True,PASS,15000,0,True,BSF6C53
True,True,tabletop,0,NOT_APPLICABLE,51.7120001405,7.25790127493e-07,True,NOT_REOPENED_FROZEN_GATE,True,359979,exact full-rate repaired covariance; frozen fleet-context motion labels,c5c7c923e2e29ad43d2d5e51217dda0ea1df8f95bdc04d30656f8055b038a9b8,True,PASS,14999,0,True,BSF8BC4
True,True,tabletop,0,NOT_APPLICABLE,51.6612338344,7.25778302497e-07,True,NOT_REOPENED_FROZEN_GATE,True,359968,exact full-rate repaired covariance; frozen fleet-context motion labels,c5c7c923e2e29ad43d2d5e51217dda0ea1df8f95bdc04d30656f8055b038a9b8,True,PASS,14999,0,True,BSF1120
True,True,tabletop,0,NOT_APPLICABLE,51.661500847,7.26533981386e-07,True,NOT_REOPENED_FROZEN_GATE,True,359998,exact full-rate repaired covariance; frozen fleet-context motion labels,c5c7c923e2e29ad43d2d5e51217dda0ea1df8f95bdc04d30656f8055b038a9b8,True,PASS,14999,0,True,BSF31CC
True,True,tabletop,0,True,51.702603464,1.53069694855e-06,True,NOT_REOPENED_FROZEN_GATE,True,359959,exact full-rate repaired covariance; frozen fleet-context motion labels,c5c7c923e2e29ad43d2d5e51217dda0ea1df8f95bdc04d30656f8055b038a9b8,True,PASS,15000,0,True,BSFAA61
True,True,tabletop,0,NOT_APPLICABLE,51.539598961,7.25878741039e-07,True,NOT_REOPENED_FROZEN_GATE,True,359989,exact full-rate repaired covariance; frozen fleet-context motion labels,c5c7c923e2e29ad43d2d5e51217dda0ea1df8f95bdc04d30656f8055b038a9b8,True,PASS,15000,0,True,BSFB165
True,True,tabletop,0,NOT_APPLICABLE,51.6080968497,7.61518487158e-07,True,NOT_REOPENED_FROZEN_GATE,True,359961,exact full-rate repaired covariance; frozen fleet-context motion labels,c5c7c923e2e29ad43d2d5e51217dda0ea1df8f95bdc04d30656f8055b038a9b8,True,PASS,15000,0,True,BSFEC35
