experiment_id,deployability,description,track_count,capture_count,sample_err3d_n,sample_err3d_p50_mm,sample_err3d_p90_mm,sample_err3d_p95_mm,sample_err3d_rmse_mm,sample_err_horizontal_xz_n,sample_err_horizontal_xz_p50_mm,sample_err_horizontal_xz_p90_mm,sample_err_horizontal_xz_p95_mm,sample_err_horizontal_xz_rmse_mm,sample_err_vertical_y_n,sample_err_vertical_y_p50_mm,sample_err_vertical_y_p90_mm,sample_err_vertical_y_p95_mm,sample_err_vertical_y_rmse_mm,trackmedian_err3d_p50_mm,trackmedian_err3d_p95_mm,trackmedian_err3d_rmse_mm,trackmedian_horizontal_xz_p95_mm,trackmedian_vertical_y_p95_mm,trackmedian_turn_center_abs_error_3d_mm,trackmedian_turn_center_abs_error_xz_mm,trackmedian_turn_center_abs_error_y_mm,trackmedian_radius_error_abs_mm,trackmedian_circle_thickness_rms_mm,trackmedian_circle_thickness_p95_mm,imu_only_endpoint_drift_3d_trackmedian_mm,imu_only_endpoint_drift_xz_trackmedian_mm,imu_only_drift_rate_3d_trackmedian_mm_s,uwb_update_accept_rate_trackmedian,uwb_innovation_nis_trackmedian,uwb_innovation_nis_p95_trackmedian,raw_range_ge4_ratio_trackmedian,raw_range_full8_ratio_trackmedian,capture_pair_count,legacy_deltaR_error_rms_mm,legacy_abs_deltaR_error_median_mm,legacy_abs_deltaR_error_p95_mm,A,L,I,T,kind,seed_id,experiment_uid,verdict,screening_score,rank,U,P,R
X_A0_L7_I0_T11,imu_only_diagnostic_screening,Phase4 L7 single-I T11.,34,17,40661,72214.97791605638,275682.2210765046,335000.5381244447,156924.77989907764,40661,58619.28975883586,225933.15576534322,285294.7633643414,131316.43062149367,40661,21227.9292052784,146519.33127439424,193786.6396882467,85914.96723624122,83845.40151358694,304674.7446957215,150891.9262709181,240115.4285643028,130420.66455175428,898854.5297516244,894477.4301193866,31865.718417020697,893448.7771414055,909.3751641091255,1626.6458385251808,337896.62254466605,267481.6115331809,2817.3449539994076,nan,nan,nan,nan,nan,17,1660749.518260057,842947.3688000246,3367749.152834611,A0,L7,I0,T11,imu_only,S02,X_A0_L7_I0_T11__S02,IMU_ONLY_DRIFTS_AS_EXPECTED,1799730.613509832,1370,,,
X_A0_L7_I0_T12,imu_only_diagnostic_screening,Phase4 L7 single-I T12.,34,17,40661,72203.72331282141,275689.0821625004,334986.6889901936,156924.67968291033,40661,58603.40555448254,225940.80966829968,285235.16394458513,131316.34635074722,40661,21227.562632342764,146552.4530471741,193760.43728185107,85914.9129934647,83846.45243591022,304666.1593349473,150891.83828177204,240127.93430108094,130411.35268199613,898928.1995855228,894551.849222767,31865.788266974858,893523.4842295945,909.2022668549535,1626.0612475851926,337896.62254466605,267481.6115331809,2817.3449539994076,nan,nan,nan,nan,nan,17,1660744.9817787942,843007.7680649948,3367924.4665361242,A0,L7,I0,T12,imu_only,S02,X_A0_L7_I0_T12__S02,IMU_ONLY_DRIFTS_AS_EXPECTED,1799762.837563095,1371,,,
X_A0_L7_I1_T11,imu_only_diagnostic_screening,Phase4 L7 single-I T11.,34,17,40661,33797.32816329658,138954.87240027694,171870.11663750774,78262.86653113832,40661,21660.22638758455,101261.16817422741,132241.13250140453,58943.01333569393,40661,14524.811190083961,88991.69689039154,117504.76136078118,51485.89570531892,39332.37065574841,148183.59875476192,71816.89480817974,99233.39218363668,79878.8255616391,264869.5568482227,264507.56935389584,21607.195607004185,259737.586137495,700.6414828109926,1264.1168357085612,165808.6035501958,111018.92384440647,1381.9825106631124,nan,nan,nan,nan,nan,17,987661.6841553476,235037.16232254187,1933032.5076977983,A0,L7,I1,T11,imu_only,S02,X_A0_L7_I1_T11__S02,IMU_ONLY_DRIFTS_AS_EXPECTED,912428.6021974059,1364,,,
X_A0_L7_I1_T12,imu_only_diagnostic_screening,Phase4 L7 single-I T12.,34,17,40661,33800.1980857506,138979.61221613578,171874.73063959993,78262.81359633218,40661,21656.87156377359,101239.13762151444,132232.47730434555,58942.97367379171,40661,14521.310368361685,88995.4259386284,117504.49727651784,51485.860646442874,39331.29621781774,148176.7816648819,71816.84965175443,99233.12027161976,79879.68157067921,264939.61438511516,264577.7269975343,21605.00379808813,259808.07216251094,699.6232815325997,1263.1639242097444,165808.6035501958,111018.92384440647,1381.9825106631124,nan,nan,nan,nan,nan,17,988397.9477833174,235016.02369646778,1934564.5386189239,A0,L7,I1,T12,imu_only,S02,X_A0_L7_I1_T12__S02,IMU_ONLY_DRIFTS_AS_EXPECTED,912975.7693301039,1365,,,
X_A0_L7_I2_T11,imu_only_diagnostic_screening,Phase4 L7 single-I T11.,34,17,40661,33963.736802534884,140215.41476832313,176872.0998209449,80081.72633083595,40661,20855.237564234376,105550.6880167342,136823.59464681082,58553.96582879203,40661,12752.89258855709,88919.01717650917,121985.03928494964,54630.72375364946,38896.79407128682,144748.2013199567,70193.15642587177,104399.66528947727,73107.30390205211,402790.2023023262,402744.0012002253,18775.06825568622,402324.0253224227,619.2442115094256,1207.3939395618322,162005.2166545639,115051.70348477204,1351.0704910684644,nan,nan,nan,nan,nan,17,617182.397417309,249817.38388407207,1457214.5419784249,A0,L7,I2,T11,imu_only,S02,X_A0_L7_I2_T11__S02,IMU_ONLY_DRIFTS_AS_EXPECTED,722748.3553865992,1352,,,
X_A0_L7_I2_T12,imu_only_diagnostic_screening,Phase4 L7 single-I T12.,34,17,40661,33958.43233842208,140217.0765500248,176880.8392101119,80081.67391064424,40661,20855.07120416603,105537.68003725132,136827.74921824157,58553.927154549034,40661,12754.938166148988,88927.03968533262,121992.64230252607,54630.68836387223,38897.399127011384,144749.34186776754,70193.1055917076,104399.43975061858,73109.67542278887,402958.9657193517,402912.7816492402,18772.70402753573,402493.36196375825,617.8344638123759,1208.1421527766047,162005.2166545639,115051.70348477204,1351.0704910684644,nan,nan,nan,nan,nan,17,617582.9714038025,249981.46752448613,1457876.2626108464,A0,L7,I2,T12,imu_only,S02,X_A0_L7_I2_T12__S02,IMU_ONLY_DRIFTS_AS_EXPECTED,723114.4297452709,1353,,,
X_A0_L7_I3_T11,imu_only_diagnostic_screening,Phase4 L7 single-I T11.,34,17,40661,14797.128203378215,62349.30392782255,79408.98808111885,36312.1199185655,40661,9767.823262060423,46837.5334780398,60181.729847863695,27628.341949011286,40661,6451.094024769792,35490.09744721818,51601.30943316965,23563.63244766784,15274.990126771623,62985.166800688494,30715.75901121549,48918.62888343833,31661.326080440253,72619.90953886513,71528.6757956256,7408.711143264591,70829.42301991837,639.1530662864159,1159.778377133227,71114.48947146772,54191.07411652505,612.2732581227417,nan,nan,nan,nan,nan,17,253052.63491039554,71892.44231618613,421365.01059814077,A0,L7,I3,T11,imu_only,S02,X_A0_L7_I3_T11__S02,IMU_ONLY_DRIFTS_AS_EXPECTED,249871.35445424865,1310,,,
X_A0_L7_I3_T12,imu_only_diagnostic_screening,Phase4 L7 single-I T12.,34,17,40661,14795.468759984982,62341.85370556399,79407.36317492944,36312.093155398594,40661,9767.232560710738,46835.15906932648,60178.1832581203,27628.320476083005,40661,6448.987609078314,35492.047399820374,51596.669331794736,23563.616381981727,15273.421173684721,62982.671675076665,30715.731307177106,48916.36505675929,31660.933115279593,72721.55669098301,71632.86995829787,7408.704772065668,70934.79723632884,638.6731183026101,1157.6552778739788,71114.48947146772,54191.07411652505,612.2732581227417,nan,nan,nan,nan,nan,17,253237.83683510125,72031.70332383992,422067.85576689977,A0,L7,I3,T12,imu_only,S02,X_A0_L7_I3_T12__S02,IMU_ONLY_DRIFTS_AS_EXPECTED,250051.24066269683,1311,,,
X_A0_L7_I4_T11,imu_only_diagnostic_screening,Phase4 L7 single-I T11.,34,17,40661,22726.803320435545,97557.71693563662,122762.72194308686,54221.50108578958,40661,16035.830124943996,74099.05695226284,98885.61854699277,43714.26805958165,40661,9038.818572921578,53396.60852392611,76560.37936685148,32078.559007712935,27972.062143121468,106732.84254017148,53494.38046085312,69995.40131055836,45295.2129457157,202353.62771990703,202261.934978095,12816.749520935871,199068.67519125383,647.8755438290832,1162.879675487653,117224.16890171934,79023.74503772263,977.056912267504,nan,nan,nan,nan,nan,17,461536.97302382917,279856.1840485467,816770.5601286583,A0,L7,I4,T11,imu_only,S02,X_A0_L7_I4_T11__S02,IMU_ONLY_DRIFTS_AS_EXPECTED,487938.7757444888,1336,,,
X_A0_L7_I4_T12,imu_only_diagnostic_screening,Phase4 L7 single-I T12.,34,17,40661,22728.84976708362,97554.85812405721,122762.20581360848,54221.46482864904,40661,16036.45921315662,74088.4995301115,98886.96800402568,43714.23869901542,40661,9037.842168989442,53395.02312745064,76562.80186001289,32078.53773366124,27971.20124668892,106719.52628395212,53494.34433193801,69995.4484216701,45296.21644421136,202790.9767552383,202667.54956441856,12816.528006289347,199358.6587091362,647.58217512172,1160.214646438275,117224.16890171934,79023.74503772263,977.056912267504,nan,nan,nan,nan,nan,17,461928.303122127,281409.89332373976,817263.5347595429,A0,L7,I4,T12,imu_only,S02,X_A0_L7_I4_T12__S02,IMU_ONLY_DRIFTS_AS_EXPECTED,488352.17698612914,1337,,,
