host_elapsed_s,host_epoch_s,listener_t_ms,seq,anchor,anchor_id,src,dst,code,q,level,cir,rxpacc,fp1,len
70.829,1777922955.709143,12413843,24242,H,7,0xa107,0xb101,0xe1,14873,7,1580,118,6321,20
75.629,1777922960.508666,12418643,24243,H,7,0xa107,0xb101,0xe1,15771,7,1791,122,5558,20
77.728,1777922962.608411,12420743,24244,H,7,0xa107,0xb101,0xe1,15400,7,1692,120,6624,20
78.029,1777922962.908858,12421043,24245,H,7,0xa107,0xb101,0xe1,15550,7,1652,118,6697,20
79.529,1777922964.408458,12422543,24246,H,7,0xa107,0xb101,0xe1,15737,7,1729,120,4713,20
84.126,1777922969.006437,12427141,24247,H,7,0xa107,0xb101,0xe1,15518,7,1850,125,4815,20
109.547,1777922994.426984,12452564,24248,H,7,0xa107,0xb101,0xe1,15642,7,1835,124,6298,20
111.747,1777922996.626861,12454764,24249,H,7,0xa107,0xb101,0xe1,16042,7,1792,121,5390,20
112.148,1777922997.027501,12455164,24250,H,7,0xa107,0xb101,0xe1,15965,7,1696,118,5942,20
113.547,1777922998.426886,12456564,24251,H,7,0xa107,0xb101,0xe1,15511,7,1620,117,4852,20
115.647,1777923000.526565,12458664,24252,H,7,0xa107,0xb101,0xe1,15607,7,1658,118,6320,20
120.546,1777923005.426138,12463564,24253,H,7,0xa107,0xb101,0xe1,15147,7,1582,117,5895,20
125.046,1777923009.925846,12468064,24254,H,7,0xa107,0xb101,0xe1,14843,7,1658,121,6474,20
129.746,1777923014.625480,12472764,24255,H,7,0xa107,0xb101,0xe1,16001,7,1847,123,6434,20
133.945,1777923018.825155,12476964,24256,H,7,0xa107,0xb101,0xe1,15568,7,1797,123,5528,20
