host_elapsed_s,host_epoch_s,sweep,conn_id,peer_name,tag_id,plan,pmode,anchor_label,status,reason,raw_mm,filt_mm,pred_mm,resid_mm,tracker_quality_percent,solve_quality_percent
0.812481,1777158944.180141,61170,,BS2DCE,,cal_roto,5,A,ok,ok,2996,2996,0,0,66,66
0.812531,1777158944.180191,61170,,BS2DCE,,cal_roto,5,B,ok,ok,3226,3226,0,0,100,100
0.829549,1777158944.197209,61170,,BS2DCE,,cal_roto,5,C,ok,ok,2880,2880,0,0,100,100
0.831974,1777158944.199634,61170,,BS2DCE,,cal_roto,5,D,ok,ok,2913,2913,0,0,100,100
0.83207,1777158944.19973,61170,,BS2DCE,,cal_roto,5,E,ok,ok,2839,2839,0,0,100,100
0.833858,1777158944.201518,61170,,BS2DCE,,cal_roto,5,F,ok,ok,3146,3146,0,0,100,100
0.880805,1777158944.248465,61170,,BS2DCE,,cal_roto,5,G,ok,ok,2483,2483,0,0,100,100
0.911373,1777158944.279033,61170,,BS2DCE,,cal_roto,5,H,ok,ok,2864,2864,0,0,100,100
1.061086,1777158944.428746,61171,,BS2DCE,,cal_roto,5,A,ok,ok,3527,3527,0,0,75,75
1.062394,1777158944.430054,61171,,BS2DCE,,cal_roto,5,B,reject,raw_outlier,2316,3226,0,0,75,75
1.063962,1777158944.431622,61171,,BS2DCE,,cal_roto,5,C,ok,ok,2867,2867,0,0,100,100
1.065434,1777158944.433094,61171,,BS2DCE,,cal_roto,5,D,reject,raw_outlier,3524,2913,0,0,75,75
1.066735,1777158944.434395,61171,,BS2DCE,,cal_roto,5,E,ok,ok,3076,3076,0,0,100,100
1.091461,1777158944.459121,61171,,BS2DCE,,cal_roto,5,F,reject,raw_outlier,2024,3146,0,0,75,75
1.092924,1777158944.460584,61171,,BS2DCE,,cal_roto,5,G,ok,ok,2576,2576,0,0,100,100
1.270664,1777158944.638324,61172,,BS2DCE,,cal_roto,5,A,ok,ok,3336,3336,0,0,80,80
1.272191,1777158944.639851,61172,,BS2DCE,,cal_roto,5,B,reject,raw_outlier,2171,3226,0,0,60,60
1.273715,1777158944.641375,61172,,BS2DCE,,cal_roto,5,C,ok,ok,2882,2882,0,0,100,100
1.275533,1777158944.643193,61172,,BS2DCE,,cal_roto,5,D,reject,raw_outlier,3524,2913,0,0,60,60
1.276812,1777158944.644472,61172,,BS2DCE,,cal_roto,5,E,ok,ok,3054,3054,0,0,100,100
1.293792,1777158944.661452,61172,,BS2DCE,,cal_roto,5,F,reject,raw_outlier,2032,3146,0,0,60,60
1.295612,1777158944.663272,61172,,BS2DCE,,cal_roto,5,G,ok,ok,2656,2656,0,0,100,100
1.404065,1777158944.771725,61173,,BS2DCE,,cal_roto,5,A,timeout,rx_timeout,0,3336,0,0,66,66
1.406646,1777158944.774306,61173,,BS2DCE,,cal_roto,5,B,reject,raw_outlier,2041,3226,0,0,50,50
1.421823,1777158944.789483,61173,,BS2DCE,,cal_roto,5,C,ok,ok,3024,3024,0,0,100,100
1.451932,1777158944.819592,61173,,BS2DCE,,cal_roto,5,D,reject,raw_outlier,3893,2913,0,0,50,50
1.454526,1777158944.822186,61173,,BS2DCE,,cal_roto,5,E,ok,ok,2981,2981,0,0,100,100
1.454578,1777158944.822238,61173,,BS2DCE,,cal_roto,5,F,reject,raw_outlier,2157,3146,0,0,50,50
1.456178,1777158944.823838,61173,,BS2DCE,,cal_roto,5,G,ok,ok,2778,2778,0,0,100,100
1.473456,1777158944.841116,61173,,BS2DCE,,cal_roto,5,H,reject,raw_outlier,3511,2864,0,0,50,50
1.630805,1777158944.998465,61174,,BS2DCE,,cal_roto,5,A,ok,ok,3019,3019,0,0,71,71
1.632294,1777158944.999954,61174,,BS2DCE,,cal_roto,5,B,reject,raw_outlier,2056,3226,0,0,42,42
1.634798,1777158945.002458,61174,,BS2DCE,,cal_roto,5,C,ok,ok,3010,3010,0,0,100,100
1.634997,1777158945.002657,61174,,BS2DCE,,cal_roto,5,D,reject,raw_outlier,3594,2913,0,0,42,42
1.636646,1777158945.004306,61174,,BS2DCE,,cal_roto,5,E,timeout,rx_timeout,0,2981,0,0,85,85
1.65402,1777158945.02168,61174,,BS2DCE,,cal_roto,5,F,reject,raw_outlier,2528,3146,0,0,42,42
1.655757,1777158945.023417,61174,,BS2DCE,,cal_roto,5,G,ok,ok,3018,3018,0,0,100,100
1.855998,1777158945.223658,61175,,BS2DCE,,cal_roto,5,A,ok,ok,2934,2934,0,0,75,75
