host_elapsed_s,host_epoch_s,listener_t_ms,seq,anchor,anchor_id,src,dst,code,q,level,cir,rxpacc,fp1,len
0.062,1777235207.235785,81909344,33296,D,3,0xa103,0xb103,0xe1,18586,7,2042,120,3648,20
0.261,1777235207.435132,81909543,33297,H,7,0xa107,0xb103,0xe1,17327,7,2000,123,5246,20
0.465,1777235207.638551,81909747,33298,A,0,0xa100,0xb101,0xe1,18787,7,2204,124,4395,20
0.861,1777235208.035039,81910143,33299,D,3,0xa103,0xb103,0xe1,18334,7,2082,122,4187,20
0.929,1777235208.102424,81910211,33300,H,7,0xa107,0xb102,0xe1,16693,7,1834,120,5908,20
1.064,1777235208.237219,81910346,33301,A,0,0xa100,0xb101,0xe1,17884,7,2098,124,3518,20
1.473,1777235208.646436,81910755,33302,H,7,0xa107,0xb101,0xe1,17139,7,1883,120,5850,20
1.662,1777235208.835286,81910944,33303,D,3,0xa103,0xb103,0xe1,17490,7,1858,118,1871,20
1.729,1777235208.902654,81911011,33304,H,7,0xa107,0xb102,0xe1,17394,7,1911,120,6256,20
2.062,1777235209.235929,81911344,33305,D,3,0xa103,0xb103,0xe1,16184,7,1633,115,3099,20
2.464,1777235209.637849,81911746,33306,A,0,0xa100,0xb101,0xe1,15783,7,1064,94,2656,20
2.661,1777235209.834941,81911944,33307,H,7,0xa107,0xb103,0xe1,15168,7,474,64,48,20
2.729,1777235209.902311,81912011,33308,H,7,0xa107,0xb102,0xe1,17188,7,1984,123,5499,20
3.261,1777235210.434909,81912543,33309,D,3,0xa103,0xb103,0xe1,18007,7,1913,118,4037,20
3.862,1777235211.035414,81913144,33310,H,7,0xa107,0xb103,0xe1,16335,7,1855,122,5821,20
4.073,1777235211.246557,81913356,33311,D,3,0xa103,0xb103,0xe1,5614,5,648,123,1625,20
4.263,1777235211.437078,81913546,33312,A,0,0xa100,0xb101,0xe1,18622,7,2012,119,5644,20
4.460,1777235211.634086,81913743,33313,D,3,0xa103,0xb103,0xe1,18446,7,2199,125,2731,20
4.528,1777235211.701439,81913810,33314,H,7,0xa107,0xb102,0xe1,17841,7,2026,122,6199,20
4.861,1777235212.034767,81914143,33315,D,3,0xa103,0xb103,0xe1,17841,7,2026,122,2733,20
5.264,1777235212.437711,81914546,33316,A,0,0xa100,0xb101,0xe1,18010,7,2147,125,4469,20
5.528,1777235212.701189,81914810,33317,H,7,0xa107,0xb102,0xe1,17637,7,1842,117,5950,20
6.261,1777235213.434406,81915543,33318,H,7,0xa107,0xb103,0xe1,17499,7,1859,118,5486,20
6.353,1777235213.526794,81915636,33319,H,7,0xa107,0xb102,0xe1,17386,7,1847,118,5655,20
6.529,1777235213.702338,81915811,33320,H,7,0xa107,0xb102,0xe1,17312,7,1902,120,6550,20
6.861,1777235214.034966,81916144,33321,D,3,0xa103,0xb103,0xe1,14418,7,309,53,1209,20
7.072,1777235214.245968,81916355,33322,F,5,0xa105,0xb101,0xe1,18525,7,1968,118,6656,20
7.327,1777235214.500728,81916609,33323,H,7,0xa107,0xb102,0xe1,16854,7,1821,119,5807,20
7.527,1777235214.700865,81916810,33324,H,7,0xa107,0xb102,0xe1,17355,7,2036,124,6169,20
7.661,1777235214.835063,81916944,33325,D,3,0xa103,0xb103,0xe1,18862,7,1970,117,4624,20
7.872,1777235215.045949,81917155,33326,H,7,0xa107,0xb101,0xe1,15100,7,719,79,3659,20
8.261,1777235215.434447,81917543,33327,H,7,0xa107,0xb103,0xe1,17262,7,1865,119,3824,20
8.328,1777235215.501601,81917610,33328,F,5,0xa105,0xb102,0xe1,18665,7,2085,121,6912,20
8.528,1777235215.701692,81917811,33329,F,5,0xa105,0xb102,0xe1,17296,7,1932,121,6929,20
8.860,1777235216.034019,81918143,33330,D,3,0xa103,0xb103,0xe1,18022,7,1980,120,2021,20
8.928,1777235216.101253,81918210,33331,H,7,0xa107,0xb102,0xe1,16863,7,1915,122,6078,20
9.272,1777235216.445942,81918555,33332,H,7,0xa107,0xb101,0xe1,17248,7,1895,120,5030,20
9.860,1777235217.033996,81919143,33333,H,7,0xa107,0xb103,0xe1,16966,7,1772,117,137,20
9.928,1777235217.101253,81919210,33334,F,5,0xa105,0xb102,0xe1,17914,7,1871,117,6655,20
10.264,1777235217.438024,81919547,33335,A,0,0xa100,0xb101,0xe1,15817,7,558,68,1617,20
10.461,1777235217.634307,81919744,33336,D,3,0xa103,0xb103,0xe1,15199,7,635,74,1325,20
10.528,1777235217.701191,81919811,33337,H,7,0xa107,0xb102,0xe1,11434,6,95,33,1070,20
10.861,1777235218.034515,81920143,33338,D,3,0xa103,0xb103,0xe1,17991,7,1879,117,2673,20
