row_spec,seed_id,stage,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R4:L8:I1+I2+I3+I8:T8,S00,simulate_imu_prior,0.3360599959996762,,,,
R4:L8:I1+I2+I3+I8:T8,S00,cpu_golden,0.07587458099806099,,,,
R4:L8:I1+I2+I3+I8:T8,S00,torch_gpu,0.2594418510016112,0,1,0.2594418510016112,0.2594418510016112
R4:L14:I1+I2+I3+I8:T8,S00,simulate_imu_prior,0.32220484799836413,,,,
R4:L14:I1+I2+I3+I8:T8,S00,cpu_golden,0.07531345499955933,,,,
R4:L14:I1+I2+I3+I8:T8,S00,torch_gpu,0.10758055000042077,0,1,0.10758055000042077,0.10758055000042077
