host_elapsed_s,host_epoch_s,sweep,conn_id,peer_name,tag_id,plan,pmode,anchor_id,raw_mm,range_mm,quality_percent,valid,status,quality_flag_percent,first_to_last_us,frame_us,poll_count
5.7e-05,1777923264.140584,3516,,BSF66F,,f,0,0,2896,2896,100,1,O,100,0,671,8
5.7e-05,1777923264.140584,3516,,BSF66F,,f,0,1,2294,2294,100,1,O,100,0,671,8
5.7e-05,1777923264.140584,3516,,BSF66F,,f,0,2,2665,2665,100,1,O,100,0,671,8
5.7e-05,1777923264.140584,3516,,BSF66F,,f,0,3,3080,3080,100,1,O,100,0,671,8
5.7e-05,1777923264.140584,3516,,BSF66F,,f,0,4,3097,3097,100,1,O,100,0,671,8
5.7e-05,1777923264.140584,3516,,BSF66F,,f,0,5,3254,3254,100,1,O,100,0,671,8
5.7e-05,1777923264.140584,3516,,BSF66F,,f,0,6,2868,2868,100,1,O,100,0,671,8
5.7e-05,1777923264.140584,3516,,BSF66F,,f,0,7,0,3331,50,0,T,100,0,671,8
0.112559,1777923264.253086,3517,,BSF66F,,f,0,0,2940,2940,100,1,O,100,0,701,8
0.112559,1777923264.253086,3517,,BSF66F,,f,0,1,2308,2308,100,1,O,100,0,701,8
0.112559,1777923264.253086,3517,,BSF66F,,f,0,2,2722,2722,100,1,O,100,0,701,8
0.112559,1777923264.253086,3517,,BSF66F,,f,0,3,3071,3071,100,1,O,100,0,701,8
0.112559,1777923264.253086,3517,,BSF66F,,f,0,4,3047,3047,100,1,O,100,0,701,8
0.112559,1777923264.253086,3517,,BSF66F,,f,0,5,3321,3321,100,1,O,100,0,701,8
0.112559,1777923264.253086,3517,,BSF66F,,f,0,6,2893,2893,100,1,O,100,0,701,8
0.112559,1777923264.253086,3517,,BSF66F,,f,0,7,0,3331,42,0,T,100,0,701,8
0.202489,1777923264.343016,3518,,BSF66F,,f,0,0,2879,2879,100,1,O,100,0,671,8
0.202489,1777923264.343016,3518,,BSF66F,,f,0,1,2302,2302,100,1,O,100,0,671,8
0.202489,1777923264.343016,3518,,BSF66F,,f,0,2,2675,2675,100,1,O,100,0,671,8
0.202489,1777923264.343016,3518,,BSF66F,,f,0,3,3091,3091,100,1,O,100,0,671,8
0.202489,1777923264.343016,3518,,BSF66F,,f,0,4,3085,3085,100,1,O,100,0,671,8
0.202489,1777923264.343016,3518,,BSF66F,,f,0,5,3229,3229,100,1,O,100,0,671,8
0.202489,1777923264.343016,3518,,BSF66F,,f,0,6,2871,2871,100,1,O,100,0,671,8
0.202489,1777923264.343016,3518,,BSF66F,,f,0,7,0,3331,37,0,T,100,0,671,8
0.299972,1777923264.440499,3519,,BSF66F,,f,0,0,2869,2869,100,1,O,100,0,640,8
0.299972,1777923264.440499,3519,,BSF66F,,f,0,1,2320,2320,100,1,O,100,0,640,8
0.299972,1777923264.440499,3519,,BSF66F,,f,0,2,2636,2636,100,1,O,100,0,640,8
0.299972,1777923264.440499,3519,,BSF66F,,f,0,3,2924,2924,100,1,O,100,0,640,8
0.299972,1777923264.440499,3519,,BSF66F,,f,0,4,3072,3072,100,1,O,100,0,640,8
0.299972,1777923264.440499,3519,,BSF66F,,f,0,5,3248,3248,100,1,O,100,0,640,8
0.299972,1777923264.440499,3519,,BSF66F,,f,0,6,2896,2896,100,1,O,100,0,640,8
0.299972,1777923264.440499,3519,,BSF66F,,f,0,7,0,3331,33,0,T,100,0,640,8
0.442377,1777923264.582904,3520,,BSF66F,,f,0,0,2918,2918,100,1,O,92,0,701,8
0.442377,1777923264.582904,3520,,BSF66F,,f,0,1,2323,2323,100,1,O,92,0,701,8
0.442377,1777923264.582904,3520,,BSF66F,,f,0,2,2678,2678,100,1,O,92,0,701,8
0.442377,1777923264.582904,3520,,BSF66F,,f,0,3,2920,2920,100,1,O,92,0,701,8
0.442377,1777923264.582904,3520,,BSF66F,,f,0,4,3065,3065,100,1,O,92,0,701,8
0.442377,1777923264.582904,3520,,BSF66F,,f,0,5,3235,3235,100,1,O,92,0,701,8
0.442377,1777923264.582904,3520,,BSF66F,,f,0,6,2907,2907,100,1,O,92,0,701,8
0.442377,1777923264.582904,3520,,BSF66F,,f,0,7,3309,3309,40,1,O,92,0,701,8
0.557926,1777923264.698453,3521,,BSF66F,,f,0,0,2820,2820,100,1,O,100,0,43914,8
0.557926,1777923264.698453,3521,,BSF66F,,f,0,1,2294,2294,100,1,O,100,0,43914,8
0.557926,1777923264.698453,3521,,BSF66F,,f,0,2,2643,2643,100,1,O,100,0,43914,8
0.557926,1777923264.698453,3521,,BSF66F,,f,0,3,2826,2826,100,1,O,100,0,43914,8
0.557926,1777923264.698453,3521,,BSF66F,,f,0,4,3082,3082,100,1,O,100,0,43914,8
0.557926,1777923264.698453,3521,,BSF66F,,f,0,5,3291,3291,100,1,O,100,0,43914,8
0.557926,1777923264.698453,3521,,BSF66F,,f,0,6,2894,2894,100,1,O,100,0,43914,8
0.557926,1777923264.698453,3521,,BSF66F,,f,0,7,0,3309,36,0,T,100,0,43914,8
0.599963,1777923264.74049,3522,,BSF66F,,f,0,0,2863,2863,100,1,O,100,0,671,8
0.599963,1777923264.74049,3522,,BSF66F,,f,0,1,2326,2326,100,1,O,100,0,671,8
0.599963,1777923264.74049,3522,,BSF66F,,f,0,2,2673,2673,100,1,O,100,0,671,8
0.599963,1777923264.74049,3522,,BSF66F,,f,0,3,3048,3048,100,1,O,100,0,671,8
0.599963,1777923264.74049,3522,,BSF66F,,f,0,4,3109,3109,100,1,O,100,0,671,8
0.599963,1777923264.74049,3522,,BSF66F,,f,0,5,3269,3269,100,1,O,100,0,671,8
0.599963,1777923264.74049,3522,,BSF66F,,f,0,6,2896,2896,100,1,O,100,0,671,8
0.599963,1777923264.74049,3522,,BSF66F,,f,0,7,0,3309,33,0,T,100,0,671,8
0.712749,1777923264.853276,3523,,BSF66F,,f,0,0,2862,2862,100,1,O,100,0,671,8
