row_spec,stage,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R2:L3:I1+I3+I7:T6,simulate_imu_prior,0.696474834025139,,,,
R2:L3:I1+I3+I7:T6,cpu_golden,30.5137843650009,,,,
R2:L3:I1+I3+I7:T6,torch_gpu,3.2547528419818264,0,1,3.2547528419818264,3.2547528419818264
R2:L3:I1+I3+I7:T8,simulate_imu_prior,1.011370241001714,,,,
R2:L3:I1+I3+I7:T8,cpu_golden,33.40474742199876,,,,
R2:L3:I1+I3+I7:T8,torch_gpu,2.920701975002885,0,1,2.920701975002885,2.920701975002885
