layout_id,family,geometry,all8_vdop_p90,drop_worst_vdop_p90,drop_delta_vdop_p90,all8_gdop_p90,drop_worst_gdop_p90,drop_delta_gdop_p90,drop_worst_bad_ratio_sum
55,irregular,true,1.2206637859344482,1.4591960906982422,0.23853230476379395,1.5475246906280518,1.812885046005249,0.26536035537719727,0.0
55,irregular,v1-old,1.2203404903411865,1.4580336809158325,0.237693190574646,1.5475046634674072,1.8129642009735107,0.2654595375061035,0.0
55,irregular,v2,1.2210677862167358,1.4590935707092285,0.23802578449249268,1.5478248596191406,1.813940405845642,0.26611554622650146,0.0
55,irregular,v3-full,1.2208292484283447,1.4592626094818115,0.2384333610534668,1.5476852655410767,1.8134129047393799,0.2657276391983032,0.0
55,irregular,v3-lite,1.2207145690917969,1.4586102962493896,0.23789572715759277,1.5476999282836914,1.8134937286376953,0.2657938003540039,0.0
55,irregular,v4-io,1.2208716869354248,1.4588639736175537,0.2379922866821289,1.547746181488037,1.812739372253418,0.26499319076538086,0.0
176,concave,true,1.641198754310608,2.094245433807373,0.45304667949676514,2.009460210800171,2.487495183944702,0.47803497314453125,0.0
176,concave,v1-old,1.6405855417251587,2.1112771034240723,0.4706915616989136,2.0060060024261475,2.5093588829040527,0.5033528804779053,0.0
176,concave,v2,1.6251821517944336,1.9806814193725586,0.355499267578125,1.9651825428009033,2.3690195083618164,0.4038369655609131,0.0
176,concave,v3-full,1.640980839729309,2.102505922317505,0.4615250825881958,2.0052170753479004,2.5082852840423584,0.503068208694458,0.0
176,concave,v3-lite,1.6404167413711548,2.1163344383239746,0.4759176969528198,2.0061540603637695,2.506960391998291,0.5008063316345215,0.0
176,concave,v4-io,1.6256229877471924,1.9806736707687378,0.3550506830215454,1.9667307138442993,2.369158983230591,0.4024282693862915,0.0
