timestamp,id,type,path,notes
2026-06-23T23:14:02+02:00,CIRRAW_BSF66F_20260623_231344,cir_raw_full,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/erlangen_20260528_mocap/captures/codex_tr2_deferred_full_verify_20260623/static_CODEX_DEFERFULL_FINAL_FULL_BSF66F_30s_20260623_231241/tag_capture_20260623_231243/cir_full_usb/CIRRAW_BSF66F_20260623_231344,target=BSF66F; duration_s=15; frames=94
